building	culture	subculture	faction	battlefield_building	artpiece	artpiece_animated	description	icon	disables	short_description	flavour	display_tooltip
rom_HELLENIC_outskirts_industry_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_industry_5	false	twr2_rome_greek_Brick_maker_short	twr2_rome_greek_Brick_maker_flavour	true
rom_HELLENIC_outskirts_industry_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_industry_5	false	twr2_rome_greek_Brick_maker_short	twr2_rome_greek_Brick_maker_flavour	true
rom_HELLENIC_outskirts_minor_1	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_minor_1	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
rom_HELLENIC_outskirts_minor_1	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_minor_1	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
rom_HELLENIC_outskirts_minor_MACEDON_1	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_minor_1	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
rom_HELLENIC_outskirts_minor_MACEDON_1	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_minor_1	false	twr2_rome_greek_Homestead_short	twr2_rome_greek_Homestead_flavour	true
rom_HELLENIC_outskirts_minor_cattle_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_3	false	twr2_rome_greek_Herding_ground_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_cattle_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_3	false	twr2_rome_greek_Herding_ground_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_cattle_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_4	false	twr2_rome_greek_Pasture_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_cattle_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_4	false	twr2_rome_greek_Pasture_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_cattle_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_5	false	twr2_rome_greek_Ranch_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_cattle_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_cattle_5	false	twr2_rome_greek_Ranch_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_grain_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_3	false	twr2_rome_greek_Farm_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_3	false	twr2_rome_greek_Farm_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_4	false	twr2_rome_greek_Irrigation_ditches_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_4	false	twr2_rome_greek_Irrigation_ditches_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_5	false	twr2_rome_greek_Landed_estates_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_5	false	twr2_rome_greek_Landed_estates_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_3	false	twr2_rome_greek_Farm_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_3	false	twr2_rome_greek_Farm_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_4	false	twr2_rome_greek_Irrigation_ditches_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_4	false	twr2_rome_greek_Irrigation_ditches_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_5	false	twr2_rome_greek_Landed_estates_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_grain_MACEDON_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_grain_5	false	twr2_rome_greek_Landed_estates_short	twr2_rome_greek_Farm_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_3	false	twr2_rome_greek_Herding_ground_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_3	false	twr2_rome_greek_Herding_ground_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_4	false	twr2_rome_greek_Pasture_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_4	false	twr2_rome_greek_Pasture_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_5	false	twr2_rome_greek_Ranch_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_minor_horses_MACEDON_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_outskirts_horses_5	false	twr2_rome_greek_Ranch_short	twr2_rome_greek_Herding_ground_flavour	true
rom_HELLENIC_outskirts_pottery_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_3	false	twr2_rome_greek_Amphora_maker_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_outskirts_pottery_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_3	false	twr2_rome_greek_Amphora_maker_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_outskirts_pottery_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_4	false	twr2_rome_greek_Amphora_kiln_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_outskirts_pottery_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_4	false	twr2_rome_greek_Amphora_kiln_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_outskirts_pottery_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_5	false	twr2_rome_greek_Amphora_factory_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_outskirts_pottery_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_outskirts_pottery_5	false	twr2_rome_greek_Amphora_factory_short	twr2_rome_rome_Amphora_Maker_flavour	true
rom_HELLENIC_port_1	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_1	false	twr2_rome_greek_Port_short	twr2_rome_greek_Port_flavour	true
rom_HELLENIC_port_1	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_1	false	twr2_rome_greek_Port_short	twr2_rome_greek_Port_flavour	true
rom_HELLENIC_port_food_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_3	false	twr2_rome_greek_Fishing_Port_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_food_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_3	false	twr2_rome_greek_Fishing_Port_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_food_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_4	false	twr2_rome_greek_Fishmongers_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_food_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_4	false	twr2_rome_greek_Fishmongers_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_food_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_5	false	twr2_rome_greek_Fishmarket_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_food_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_5	false	twr2_rome_greek_Fishmarket_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_large_military_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_3	false	twr2_rome_greek_Military_wharf_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_large_military_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_3	false	twr2_rome_greek_Military_wharf_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_large_military_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_4	false	twr2_rome_greek_Drydock_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_large_military_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_4	false	twr2_rome_greek_Drydock_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_large_military_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_5	false	twr2_rome_greek_Military_port_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_large_military_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_port_large_military_5	false	twr2_rome_greek_Military_port_short	twr2_rome_greek_Military_wharf_flavour	true
rom_HELLENIC_port_minor_1	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_1	false	twr2_rome_greek_Port_short	twr2_rome_greek_Port_flavour	true
rom_HELLENIC_port_minor_1	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_1	false	twr2_rome_greek_Port_short	twr2_rome_greek_Port_flavour	true
rom_HELLENIC_port_minor_food_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_3	false	twr2_rome_greek_Fishing_Port_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_minor_food_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_3	false	twr2_rome_greek_Fishing_Port_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_minor_food_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_4	false	twr2_rome_greek_Fishmongers_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_minor_food_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_food_4	false	twr2_rome_greek_Fishmongers_short	twr2_rome_greek_Fishing_port_flavour	true
rom_HELLENIC_port_minor_small_military_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_3	false	twr2_rome_greek_Shipwright_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_small_military_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_3	false	twr2_rome_greek_Shipwright_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_small_military_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_greek_Docks_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_small_military_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_greek_Docks_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_small_military_3	rom_Hellenistic	sc_rom_carthaginian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_carthage_Dockshed_short	twr2_rome_carthage_Dockshed_flavour	true
rom_HELLENIC_port_minor_trade_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_3	false	twr2_rome_greek_Harbour_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_trade_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_3	false	twr2_rome_greek_Harbour_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_minor_trade_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_greek_Trading_port_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_minor_trade_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_greek_Trading_port_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_minor_trade_3	rom_Hellenistic	sc_rom_egyptian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_egypt_Great_harbour_short	twr2_rome_egypt_Great_harbour	true
rom_HELLENIC_port_small_military_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_3	false	twr2_rome_greek_Shipwright_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_3	false	twr2_rome_greek_Shipwright_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_greek_Docks_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_greek_Docks_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_3	rom_Hellenistic	sc_rom_carthaginian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_4	false	twr2_rome_carthage_Dockshed_short	twr2_rome_carthage_Dockshed_flavour	true
rom_HELLENIC_port_small_military_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_5	false	twr2_rome_greek_Neosoikoi_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_5	false	twr2_rome_greek_Neosoikoi_short	twr2_rome_greek_Shipwright_flavour	true
rom_HELLENIC_port_small_military_4	rom_Hellenistic	sc_rom_carthaginian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_small_military_5	false	twr2_rome_carthage_Cothon_short	twr2_rome_carthage_Dockshed_flavour	true
rom_HELLENIC_port_trade_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_3	false	twr2_rome_greek_Harbour_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_trade_2	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_3	false	twr2_rome_greek_Harbour_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_trade_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_greek_Trading_port_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_trade_3	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_greek_Trading_port_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_trade_3	rom_Hellenistic	sc_rom_egyptian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_4	false	twr2_rome_egypt_Great_harbour_short	twr2_rome_egypt_Great_harbour	true
rom_HELLENIC_port_trade_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_5	false	twr2_rome_greek_Emporion_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_port_trade_4	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_port_trade_5	false	twr2_rome_greek_Emporion_short	twr2_rome_rome_Harbour_flavour	true
rom_HELLENIC_temple_1	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_1	false	twr2_rome_greek_Consecrated_ground_short	twr2_rome_greek_Consecrated_ground_flavour	true
rom_HELLENIC_temple_1	rom_Hellenistic				campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_1	false	twr2_rome_greek_Consecrated_ground_short	twr2_rome_greek_Consecrated_ground_flavour	true
rom_HELLENIC_temple_Acropolis_5	rom_Hellenistic	sc_rom_greek	rom_athens		campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_HELLENIC_temple_Acropolis_5	false	twr2_rome_greek_Acropolis_short	twr2_rome_greek_Acropolis_flavour	true
rom_HELLENIC_temple_Altar_Zeus_5	rom_Hellenistic		rom_syracuse		campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_SYRACUSE_city_religious_altar_zeus_5	false	pun_greek_Altar_Zeus_short	twr2_rome_greek_Shrine_of_zeus_flavour	true
rom_HELLENIC_temple_Ares_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_3	false	twr2_rome_greek_Shrine_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_2	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_3	false	twr2_rome_greek_Shrine_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_2	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_3	false	twr2_rome_greek_Shrine_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_4	false	twr2_rome_greek_Temple_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_3	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_4	false	twr2_rome_greek_Temple_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_3	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_4	false	twr2_rome_greek_Temple_of_ares_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_5	false	twr2_rome_greek_Temple_of_ares_enyalios_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_4	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_5	false	twr2_rome_greek_Temple_of_ares_enyalios_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Ares_4	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Mars_5	false	twr2_rome_greek_Temple_of_ares_enyalios_short	twr2_rome_greek_Shrine_of_ares_flavour	true
rom_HELLENIC_temple_Athene_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_3	false	twr2_rome_greek_Shrine_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_2	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_3	false	twr2_rome_greek_Shrine_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_2	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_3	false	twr2_rome_greek_Shrine_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_4	false	twr2_rome_greek_Temple_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_3	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_4	false	twr2_rome_greek_Temple_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_3	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_4	false	twr2_rome_greek_Temple_of_athena_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_4	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_5	false	twr2_rome_greek_Temple_of_athena_promachos_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_4	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_5	false	twr2_rome_greek_Temple_of_athena_promachos_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Athene_4	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Minerva_5	false	twr2_rome_greek_Temple_of_athena_promachos_short	twr2_rome_greek_Shrine_of_athena_flavour	true
rom_HELLENIC_temple_Hephaistos_2	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_3	false	twr2_rome_greek_Shrine_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
rom_HELLENIC_temple_Hephaistos_2	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_3	false	twr2_rome_greek_Shrine_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
rom_HELLENIC_temple_Hephaistos_2	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_3	false	twr2_rome_greek_Shrine_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
rom_HELLENIC_temple_Hephaistos_3	rom_Barbarian	sc_rom_illyrian			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_4	false	twr2_rome_greek_Temple_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
rom_HELLENIC_temple_Hephaistos_3	rom_Hellenistic	sc_rom_greek			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_4	false	twr2_rome_greek_Temple_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
rom_HELLENIC_temple_Hephaistos_3	rom_Hellenistic	sc_rom_pontic			campaign_sho_castle_1_fort		rom_PLACEHOLDER	rom_ROMAN_temple_Vulcan_4	false	twr2_rome_greek_Temple_of_hephaistos_short	twr2_rome_greek_Shrine_of_hephaistos_flavour	true
