key	filename	range	rigid
2146871418	RigidModels\Buildings\test_wall15_straight_stepped_step_down_min_spec\test_wall15_straight_stepped_step_down_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_down_min_spec_piece01_destruct01
2146871419	RigidModels\Buildings\medium_long_building\medium_long_building_piece01_destruct01.rigid_model_v2	1_1	medium_long_building_piece01_destruct01
2146871425	RigidModels\Buildings\barricade_a_straight_10m\barricade_A_straight_10m_piece01_destruct01.rigid_model_v2	1_1	barricade_a_straight_10m_piece01_destruct01
2146871430	RigidModels\Buildings\test_wall15_straight_stepped_up\test_wall15_straight_stepped_up_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_up_piece01_destruct01
2146871431	RigidModels\Buildings\test_wall15_terrace_edge\test_wall15_terrace_edge_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_piece01_destruct01
2146871433	RigidModels\Buildings\carthage_cothon_small\carthage_cothon_small_piece21_destruct01.rigid_model_v2	1_1	carthage_cothon_small_piece21_destruct01
2146871437	RigidModels\Buildings\stadium_courtyard\stadium_courtyard_piece01_destruct01.rigid_model_v2	1_1	stadium_courtyard_piece01_destruct01
2146871439	RigidModels\Buildings\carthage_steps10m\carthage_steps10m_piece30_destruct01.rigid_model_v2	1_1	carthage_steps10m_piece30_destruct01
2146871444	RigidModels\Buildings\large_arch\large_arch_piece01_destruct01.rigid_model_v2	1_1	large_arch_piece01_destruct01
2146871448	RigidModels\Buildings\medium_triple_arch\Medium_triple_arch_piece01_destruct01.rigid_model_v2	1_1	medium_triple_arch_piece01_destruct01
2146871455	RigidModels\Buildings\test_wall15_terrace_edge_external_angled_to_grid_joiner\test_wall15_terrace_edge_external_angled_to_grid_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_external_angled_to_grid_joiner_piece01_destruct01
2146871459	RigidModels\Buildings\agora_council_house\agora_council_house_piece01_destruct01.rigid_model_v2	1_1	agora_council_house_piece01_destruct01
2146871469	RigidModels\Buildings\test_wall15_internal_grid_to_angled_joiner_reinforced\test_wall15_internal_grid_to_angled_joiner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_grid_to_angled_joiner_reinforced_piece01_destruct01
2146871474	RigidModels\Buildings\carthage_warehouse_medium\carthage_warehouse_medium_piece18_destruct01.rigid_model_v2	1_1	carthage_warehouse_medium_piece18_destruct01
2146871483	RigidModels\Buildings\l_paving_block\L_paving_block_piece01_destruct01.rigid_model_v2	1_1	l_paving_block_piece01_destruct01
2146871491	RigidModels\Buildings\garden_buildings\garden_buildings_piece01_destruct01.rigid_model_v2	1_1	garden_buildings_piece01_destruct01
2146871494	RigidModels\Buildings\agora_small_courtyard\agora_small_courtyard_piece01_destruct01.rigid_model_v2	1_1	agora_small_courtyard_piece01_destruct01
2146871499	RigidModels\Buildings\fort_rome_testv1_10_01\fort_rome_testv1_10_01_piece04_destruct01.rigid_model_v2	1_1	fort_rome_testv1_10_01_piece04_destruct01
2146871504	RigidModels\Buildings\test_wall15_straight_min_spec\test_wall15_straight_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_min_spec_piece01_destruct01
2146871508	RigidModels\Buildings\test_wall15_straight_stepped_step_up\test_wall15_straight_stepped_step_up_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_up_piece01_destruct01
2146871514	RigidModels\Buildings\test_wall15_terrace_cordonata_10m_high\test_wall15_terrace_cordonata_10m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_cordonata_10m_high_piece01_destruct01
2146871522	RigidModels\Buildings\small_wall\small_wall_piece01_destruct01.rigid_model_v2	1_1	small_wall_piece01_destruct01
2146871528	RigidModels\Buildings\test_wall15_terrace_steps_inset_10m_high\test_wall15_terrace_steps_inset_10m_high_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_inset_10m_high_piece01_destruct01
2146871538	RigidModels\Buildings\fort_rome_testv2_house\fort_rome_testv2_house_piece08_destruct01.rigid_model_v2	1_1	fort_rome_testv2_house_piece08_destruct01
2146871548	RigidModels\Buildings\fort_rome_testv1_80_01\fort_rome_testv1_80_01_piece08_destruct01.rigid_model_v2	1_1	fort_rome_testv1_80_01_piece08_destruct01
2146871555	RigidModels\Buildings\fort_rome_testv1_80_01\fort_rome_testv1_80_01_piece08_destruct02.rigid_model_v2	1_1	fort_rome_testv1_80_01_piece08_destruct02
2146871563	RigidModels\Buildings\agora\agora_piece01_destruct01.rigid_model_v2	1_1	agora_piece01_destruct01
2146871567	RigidModels\Buildings\cylindrical_building01\cylindrical_building01_piece01_destruct01.rigid_model_v2	1_1	cylindrical_building01_piece01_destruct01
2146871575	RigidModels\Buildings\tower_building01\tower_building01_piece01_destruct01.rigid_model_v2	1_1	tower_building01_piece01_destruct01
2146871578	RigidModels\Buildings\oblock_building\Oblock_building_piece01_destruct01.rigid_model_v2	1_1	oblock_building_piece01_destruct01
2146871582	RigidModels\Buildings\carthage_steps6m\carthage_steps6m_piece28_destruct01.rigid_model_v2	1_1	carthage_steps6m_piece28_destruct01
2146871587	RigidModels\Buildings\test_wall15_straight_with_solid_squared_bastion_destroyed\test_wall15_straight_with_solid_squared_bastion_destroyed_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_solid_squared_bastion_destroyed_piece01_destruct01
2146871588	RigidModels\Buildings\acropolis_long_building\acropolis_long_building_piece01_destruct01.rigid_model_v2	1_1	acropolis_long_building_piece01_destruct01
2146871590	RigidModels\Buildings\test_wall15_gateway_rounded_b_angled\test_wall15_gateway_rounded_B_angled_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_rounded_b_angled_piece01_destruct01
2146871595	RigidModels\Buildings\test_wall15_straight_collapsed_40m_wide\test_wall15_straight_collapsed_40m_wide_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_collapsed_40m_wide_piece01_destruct01
2146871604	RigidModels\Buildings\medium_temple\medium_temple_piece01_destruct01.rigid_model_v2	1_1	medium_temple_piece01_destruct01
2146871605	RigidModels\Buildings\acropolis_small_temple\acropolis_small_temple_piece01_destruct01.rigid_model_v2	1_1	acropolis_small_temple_piece01_destruct01
2146871611	RigidModels\Buildings\test_wall15_straight_stepped_step_up_min_spec\test_wall15_straight_stepped_step_up_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_up_min_spec_piece01_destruct01
2146871617	RigidModels\Buildings\villa\villa_piece01_destruct01.rigid_model_v2	1_1	villa_piece01_destruct01
2146871627	RigidModels\Buildings\ampetheatre_stage\ampetheatre_stage_piece01_destruct01.rigid_model_v2	1_1	ampetheatre_stage_piece01_destruct01
2146871630	RigidModels\Buildings\test_wall15_straight_stepped_step_down\test_wall15_straight_stepped_step_down_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_down_piece01_destruct01
2146871640	RigidModels\Buildings\large_sloping_roof_building\Large_sloping_roof_building_piece01_destruct01.rigid_model_v2	1_1	large_sloping_roof_building_piece01_destruct01
2146871647	RigidModels\Buildings\test_wall15_terrace_cordonata\test_wall15_terrace_cordonata_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_cordonata_piece01_destruct01
2146871652	RigidModels\Buildings\test_wall15_tower_step_up_with_extension\test_wall15_tower_step_up_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_step_up_with_extension_piece01_destruct01
2146871663	RigidModels\Buildings\test_wall15_terrace_steps_narrow\test_wall15_terrace_steps_narrow_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_steps_narrow_piece01_destruct01
2146871666	RigidModels\Buildings\acropolis_pillars\acropolis_pillars_piece01_destruct01.rigid_model_v2	1_1	acropolis_pillars_piece01_destruct01
2146871667	RigidModels\Buildings\test_wall15_straight_with_extension_min_spec\test_wall15_straight_with_extension_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_extension_min_spec_piece01_destruct01
2146871669	RigidModels\Buildings\carthage_street_plan_v4\carthage_street_plan_v4_piece01_destruct01.rigid_model_v2	1_1	carthage_street_plan_v4_piece01_destruct01
2146871676	RigidModels\Buildings\test_wall15_external_corner_reinforced\test_wall15_external_corner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_reinforced_piece01_destruct01
2146871686	RigidModels\Buildings\stadium_foundations\stadium_foundations_piece01_destruct01.rigid_model_v2	1_1	stadium_foundations_piece01_destruct01
2146871690	RigidModels\Buildings\acropolis_statue\acropolis_statue_piece01_destruct01.rigid_model_v2	1_1	acropolis_statue_piece01_destruct01
2146871696	RigidModels\Buildings\test_wall15_external_angled_to_grid_joiner_min_spec\test_wall15_external_angled_to_grid_joiner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_angled_to_grid_joiner_min_spec_piece01_destruct01
2146871704	RigidModels\Buildings\temple\temple_piece01_destruct01.rigid_model_v2	1_1	temple_piece01_destruct01
2146871710	RigidModels\Buildings\acropolis_balastrade\acropolis_balastrade_piece01_destruct01.rigid_model_v2	1_1	acropolis_balastrade_piece01_destruct01
2146871718	RigidModels\Buildings\medium_courtyard_building\Medium_courtyard_building_piece01_destruct01.rigid_model_v2	1_1	medium_courtyard_building_piece01_destruct01
2146871726	RigidModels\Buildings\carthage_warehouse_small\carthage_warehouse_small_piece26_destruct01.rigid_model_v2	1_1	carthage_warehouse_small_piece26_destruct01
2146871727	RigidModels\Buildings\large_curved_building\Large_curved_building_piece01_destruct01.rigid_model_v2	1_1	large_curved_building_piece01_destruct01
2146871737	RigidModels\Buildings\low_block_building\low_block_building_piece01_destruct01.rigid_model_v2	1_1	low_block_building_piece01_destruct01
2146871744	RigidModels\Buildings\siege_ladders\siege_ladders_piece01_destruct01.rigid_model_v2	1_1	siege_ladders_piece01_destruct01
2146871752	RigidModels\Buildings\fort_rome_testv1_40_01\fort_rome_testv1_40_01_piece01_destruct01.rigid_model_v2	1_1	fort_rome_testv1_40_01_piece01_destruct01
2146871757	RigidModels\Buildings\fort_rome_testv1_40_01\fort_rome_testv1_40_01_piece01_destruct02.rigid_model_v2	1_1	fort_rome_testv1_40_01_piece01_destruct02
2146871760	RigidModels\Buildings\medium_z_buildings\medium_Z_buildings_piece01_destruct01.rigid_model_v2	1_1	medium_z_buildings_piece01_destruct01
2146871769	RigidModels\Buildings\fort_carthage_stockade_10\fort_carthage_stockade_10_piece01_destruct01.rigid_model_v2	1_1	fort_carthage_stockade_10_piece01_destruct01
2146871770	RigidModels\Buildings\box_flat_roof\box_flat_roof_piece01_destruct01.rigid_model_v2	1_1	box_flat_roof_piece01_destruct01
2146871772	RigidModels\Buildings\agora_porch\agora_porch_piece01_destruct01.rigid_model_v2	1_1	agora_porch_piece01_destruct01
2146871782	RigidModels\Buildings\roof_corner\roof_corner_piece01_destruct01.rigid_model_v2	1_1	roof_corner_piece01_destruct01
2146871791	RigidModels\Buildings\test_wall15_external_grid_to_angled_joiner\test_wall15_external_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_grid_to_angled_joiner_piece01_destruct01
2146871800	RigidModels\Buildings\test_wall15_terrace_edge_internal_grid_to_angled_joiner\test_wall15_terrace_edge_internal_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_internal_grid_to_angled_joiner_piece01_destruct01
2146871805	RigidModels\Buildings\greek_gate_20m_01\greek_gate_20m_01_piece03_destruct01.rigid_model_v2	1_1	greek_gate_20m_01_piece03_destruct01
2146871813	RigidModels\Buildings\fort_rome_testv2_gate01\fort_rome_testv2_gate01_piece03_destruct01.rigid_model_v2	1_1	fort_rome_testv2_gate01_piece03_destruct01
2146871818	RigidModels\Buildings\fort_rome_testv2_gate01\fort_rome_testv2_gate01_piece09_destruct01_gate_open.rigid_model_v2	1_1	fort_rome_testv2_gate01_piece09_destruct01_gate_open
2146871825	RigidModels\Buildings\fort_rome_testv2_gate01\fort_rome_testv2_gate01_piece09_destruct01_gate_closed.rigid_model_v2	1_1	fort_rome_testv2_gate01_piece09_destruct01_gate_closed
2146871834	RigidModels\Buildings\fort_rome_testv2_gate01\fort_rome_testv2_gate01_piece09_destruct02_gate_open.rigid_model_v2	1_1	fort_rome_testv2_gate01_piece09_destruct02_gate_open
2146871840	RigidModels\Buildings\fort_rome_testv2_gate01\fort_rome_testv2_gate01_piece09_destruct02_gate_closed.rigid_model_v2	1_1	fort_rome_testv2_gate01_piece09_destruct02_gate_closed
2146871853	RigidModels\Buildings\carthage_wharf20m\carthage_wharf20m_piece32_destruct01.rigid_model_v2	1_1	carthage_wharf20m_piece32_destruct01
2146871857	RigidModels\Buildings\hippodrome\Hippodrome_piece01_destruct01.rigid_model_v2	1_1	hippodrome_piece01_destruct01
2146871864	RigidModels\Buildings\test_wall15_straight_with_extension\test_wall15_straight_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_extension_piece01_destruct01
2146871870	RigidModels\Buildings\fort_rome_testv2_barracks\fort_rome_testv2_barracks_piece07_destruct01.rigid_model_v2	1_1	fort_rome_testv2_barracks_piece07_destruct01
2146871879	RigidModels\Buildings\test_wall15_tower_step_down_with_extension\test_wall15_tower_step_down_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_step_down_with_extension_piece01_destruct01
2146871887	RigidModels\Buildings\test_wall15_external_corner\test_wall15_external_corner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_corner_piece01_destruct01
2146871890	RigidModels\Buildings\square_building01\square_building01_piece01_destruct01.rigid_model_v2	1_1	square_building01_piece01_destruct01
2146871893	RigidModels\Buildings\tile_roofed_houses\tile_roofed_houses_piece01_destruct01.rigid_model_v2	1_1	tile_roofed_houses_piece01_destruct01
2146871901	RigidModels\Buildings\stadium\stadium_piece01_destruct01.rigid_model_v2	1_1	stadium_piece01_destruct01
2146871909	RigidModels\Buildings\test_wall15_tower_a_corner_with_extension\test_wall15_tower_A_corner_with_extension_piece01_destruct01.rigid_model_v2	1_1	test_wall15_tower_a_corner_with_extension_piece01_destruct01
2146871910	RigidModels\Buildings\carthage_citadel_small\carthage_citadel_small_piece25_destruct01.rigid_model_v2	1_1	carthage_citadel_small_piece25_destruct01
2146871917	RigidModels\Buildings\tall_flatroof_corner\tall_flatroof_corner_piece01_destruct01.rigid_model_v2	1_1	tall_flatroof_corner_piece01_destruct01
2146871922	RigidModels\Buildings\medium_tower_building\Medium_tower_building_piece01_destruct01.rigid_model_v2	1_1	medium_tower_building_piece01_destruct01
2146871932	RigidModels\Buildings\test_wall15_external_grid_to_angled_joiner_min_spec\test_wall15_external_grid_to_angled_joiner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_grid_to_angled_joiner_min_spec_piece01_destruct01
2146871941	RigidModels\Buildings\test_wall15_internal_angled_to_grid_joiner\test_wall15_internal_angled_to_grid_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_angled_to_grid_joiner_piece01_destruct01
2146871949	RigidModels\Buildings\test_wall15_terrace_internal_corner\test_wall15_terrace_internal_corner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_internal_corner_piece01_destruct01
2146871956	RigidModels\Buildings\test_wall15_straight_stepped_step_down_10m\test_wall15_straight_stepped_step_down_10m_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_step_down_10m_piece01_destruct01
2146871963	RigidModels\Buildings\small_shade\small_shade_piece01_destruct01.rigid_model_v2	1_1	small_shade_piece01_destruct01
2146871968	RigidModels\Buildings\medium_small_long_building\Medium_small_long_building_piece01_destruct01.rigid_model_v2	1_1	medium_small_long_building_piece01_destruct01
2146871976	RigidModels\Buildings\test_wall15_internal_grid_to_angled_joiner_min_spec\test_wall15_internal_grid_to_angled_joiner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_grid_to_angled_joiner_min_spec_piece01_destruct01
2146871984	RigidModels\Buildings\acropolis_foundations\acropolis_foundations_piece01_destruct01.rigid_model_v2	1_1	acropolis_foundations_piece01_destruct01
2146871989	RigidModels\Buildings\medium_garden_courtyard\Medium_garden_courtyard_piece01_destruct01.rigid_model_v2	1_1	medium_garden_courtyard_piece01_destruct01
2146871999	RigidModels\Buildings\greek_wall_20m_01_medium\greek_wall_20m_01_medium_piece05_destruct01.rigid_model_v2	1_1	greek_wall_20m_01_medium_piece05_destruct01
2146872005	RigidModels\Buildings\stadium_shades\stadium_shades_piece01_destruct01.rigid_model_v2	1_1	stadium_shades_piece01_destruct01
2146872015	RigidModels\Buildings\test_wall15_buttress_to_snap_to_straight\test_wall15_buttress_to_snap_to_straight_piece01_destruct01.rigid_model_v2	1_1	test_wall15_buttress_to_snap_to_straight_piece01_destruct01
2146872021	RigidModels\Buildings\large_flat_square_building\Large_flat_square_building_piece01_destruct01.rigid_model_v2	1_1	large_flat_square_building_piece01_destruct01
2146872022	RigidModels\Buildings\flat_roofed_houses\flat_roofed_houses_piece01_destruct01.rigid_model_v2	1_1	flat_roofed_houses_piece01_destruct01
2146872027	RigidModels\Buildings\large_roof_building_block\Large_roof_building_block_piece01_destruct01.rigid_model_v2	1_1	large_roof_building_block_piece01_destruct01
2146872030	RigidModels\Buildings\test_wall15_straight_with_ramp_stepped_down\test_wall15_straight_with_ramp_stepped_down_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_ramp_stepped_down_piece01_destruct01
2146872046	RigidModels\Buildings\carthage_cothon_medium\carthage_cothon_medium_piece22_destruct01.rigid_model_v2	1_1	carthage_cothon_medium_piece22_destruct01
2146872050	RigidModels\Buildings\test_wall15_straight_with_arches_a\test_wall15_straight_with_arches_A_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_arches_a_piece01_destruct01
2146872057	RigidModels\Buildings\test_wall15_internal_angled_to_grid_joiner_min_spec\test_wall15_internal_angled_to_grid_joiner_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_internal_angled_to_grid_joiner_min_spec_piece01_destruct01
2146872059	RigidModels\Buildings\test_wall15_straight_with_arches_b\test_wall15_straight_with_arches_B_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_arches_b_piece01_destruct01
2146872065	RigidModels\Buildings\villa_tower_roof\villa_tower_roof_piece01_destruct01.rigid_model_v2	1_1	villa_tower_roof_piece01_destruct01
2146872066	RigidModels\Buildings\test_wall15_gateway_a\test_wall15_gateway_A_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_a_piece01_destruct01
2146872069	RigidModels\Buildings\roof_raised_house\roof_raised_house_piece01_destruct01.rigid_model_v2	1_1	roof_raised_house_piece01_destruct01
2146872074	RigidModels\Buildings\greek_wall_siegetower\greek_wall_siegetower_piece12_destruct01.rigid_model_v2	1_1	greek_wall_siegetower_piece12_destruct01
2146872079	RigidModels\Buildings\45m_block\45m_block_piece01_destruct01.rigid_model_v2	1_1	45m_block_piece01_destruct01
2146872087	RigidModels\Buildings\test_wall15_gateway_rounded_a_min_spec\test_wall15_gateway_rounded_A_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_rounded_a_min_spec_piece01_destruct01
2146872091	RigidModels\Buildings\test_wall15_straight_with_doors_a\test_wall15_straight_with_doors_A_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_doors_a_piece01_destruct01
2146872093	RigidModels\Buildings\test_wall15_straight_with_arches_c\test_wall15_straight_with_arches_C_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_arches_c_piece01_destruct01
2146872095	RigidModels\Buildings\flat_roof_corner_house\flat_roof_corner_house_piece01_destruct01.rigid_model_v2	1_1	flat_roof_corner_house_piece01_destruct01
2146872096	RigidModels\Buildings\test_wall15_gateway_rounded_a\test_wall15_gateway_rounded_A_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_rounded_a_piece01_destruct01
2146872105	RigidModels\Buildings\test_wall15_straight_with_solid_rounded_bastion\test_wall15_straight_with_solid_rounded_bastion_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_solid_rounded_bastion_piece01_destruct01
2146872111	RigidModels\Buildings\fort_rome_testv1_10_tower\fort_rome_testv1_10_tower_piece06_destruct01.rigid_model_v2	1_1	fort_rome_testv1_10_tower_piece06_destruct01
2146872120	RigidModels\Buildings\test_wall15_external_angled_to_grid_joiner_reinforced\test_wall15_external_angled_to_grid_joiner_reinforced_piece01_destruct01.rigid_model_v2	1_1	test_wall15_external_angled_to_grid_joiner_reinforced_piece01_destruct01
2146872126	RigidModels\Buildings\test_wall15_gateway_rounded_b\test_wall15_gateway_rounded_B_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_rounded_b_piece01_destruct01
2146872135	RigidModels\Buildings\test_wall15_terrace_edge_external_grid_to_angled_joiner\test_wall15_terrace_edge_external_grid_to_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_external_grid_to_angled_joiner_piece01_destruct01
2146872146	RigidModels\Buildings\20m_block\20m_block_piece01_destruct01.rigid_model_v2	1_1	20m_block_piece01_destruct01
2146872147	RigidModels\Buildings\test_wall15_straight_with_doors_b\test_wall15_straight_with_doors_B_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_doors_b_piece01_destruct01
2146872148	RigidModels\Buildings\large_l_buildings\large_L_buildings_piece01_destruct01.rigid_model_v2	1_1	large_l_buildings_piece01_destruct01
2146872155	RigidModels\Buildings\test_wall15_gateway_rounded_c\test_wall15_gateway_rounded_C_piece01_destruct01.rigid_model_v2	1_1	test_wall15_gateway_rounded_c_piece01_destruct01
2146872164	RigidModels\Buildings\test_wall15_terrace_edge_angled_joiner\test_wall15_terrace_edge_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_terrace_edge_angled_joiner_piece01_destruct01
2146872170	RigidModels\Buildings\mausauleum_wall\mausauleum_wall_piece01_destruct01.rigid_model_v2	1_1	mausauleum_wall_piece01_destruct01
2146872179	RigidModels\Buildings\acropolis_angled_roof\acropolis_angled_roof_piece01_destruct01.rigid_model_v2	1_1	acropolis_angled_roof_piece01_destruct01
2146872180	RigidModels\Buildings\tortoise\tortoise_piece01_destruct01.rigid_model_v2	1_1	tortoise_piece01_destruct01
2146872182	RigidModels\Buildings\mausauleum\mausauleum_piece01_destruct01.rigid_model_v2	1_1	mausauleum_piece01_destruct01
2146872184	RigidModels\Buildings\carthage_v4_cothon\carthage_v4_cothon_piece01_destruct01.rigid_model_v2	1_1	carthage_v4_cothon_piece01_destruct01
2146872193	RigidModels\Buildings\large_triangle_building\Large_triangle_building_piece01_destruct01.rigid_model_v2	1_1	large_triangle_building_piece01_destruct01
2146872196	RigidModels\Buildings\small_arch\small_arch_piece01_destruct01.rigid_model_v2	1_1	small_arch_piece01_destruct01
2146872198	RigidModels\Buildings\double_block_houses\double_block_houses_piece01_destruct01.rigid_model_v2	1_1	double_block_houses_piece01_destruct01
2146872208	RigidModels\Buildings\agora_base_block\agora_base_block_piece01_destruct01.rigid_model_v2	1_1	agora_base_block_piece01_destruct01
2146872210	RigidModels\Buildings\ampetheatre\ampetheatre_piece01_destruct01.rigid_model_v2	1_1	ampetheatre_piece01_destruct01
2146872211	RigidModels\Buildings\10m_block\10m_block_piece01_destruct01.rigid_model_v2	1_1	10m_block_piece01_destruct01
2146872213	RigidModels\Buildings\square_paving_block\square_paving_block_piece01_destruct01.rigid_model_v2	1_1	square_paving_block_piece01_destruct01
2146872223	RigidModels\Buildings\tall_flatroof_building\tall_flatroof_building_piece01_destruct01.rigid_model_v2	1_1	tall_flatroof_building_piece01_destruct01
2146872226	RigidModels\Buildings\medium_double_block\medium_double_block_piece01_destruct01.rigid_model_v2	1_1	medium_double_block_piece01_destruct01
2146872233	RigidModels\Buildings\test_wall15_straight_with_ramp_and_1_arch\test_wall15_straight_with_ramp_and_1_arch_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_with_ramp_and_1_arch_piece01_destruct01
2146872238	RigidModels\Buildings\test_wall15_trapdoor_attachment_min_spec\test_wall15_trapdoor_attachment_min_spec_piece01_destruct01.rigid_model_v2	1_1	test_wall15_trapdoor_attachment_min_spec_piece01_destruct01
2146872246	RigidModels/CampaignBuildings/SHO_Region_Specialty_Timber_3_Sawmills/campaign_sho_region_specialty_timber_3_sawmills.rigid_model_v2	1_1	campaign_sho_region_specialty_timber_3_sawmills
2146872604	/RigidModels/Buildings/carthage_blockout_v5a/carthage_blockout_v5a_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5a_piece01_destruct01
2146872615	/RigidModels/Buildings/dock_straight_1/dock_straight_1_piece01_destruct01.rigid_model_v2	1_1	dock_straight_1_piece01_destruct01
2146872622	/RigidModels/Buildings/carthage_blockout_v5i/carthage_blockout_v5i_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5i_piece01_destruct01
2146872630	/RigidModels/Buildings/modular_temple_pillar_small/modular_temple_pillar_small_piece01_destruct01.rigid_model_v2	1_1	modular_temple_pillar_small_piece01_destruct01
2146872640	/RigidModels/Buildings/modular_temple_stairs_half/modular_temple_stairs_half_piece01_destruct01.rigid_model_v2	1_1	modular_temple_stairs_half_piece01_destruct01
2146872649	/RigidModels/Buildings/carthage_lighthouse/carthage_lighthouse_piece01_destruct01.rigid_model_v2	1_1	carthage_lighthouse_piece01_destruct01
2146872655	/RigidModels/Buildings/dock_straight_2/dock_straight_2_piece01_destruct01.rigid_model_v2	1_1	dock_straight_2_piece01_destruct01
2146872664	/RigidModels/Buildings/dock_straight_3/dock_straight_3_piece01_destruct01.rigid_model_v2	1_1	dock_straight_3_piece01_destruct01
2146872666	/RigidModels/Buildings/dock_wood_1/dock_wood_1_piece01_destruct01.rigid_model_v2	1_1	dock_wood_1_piece01_destruct01
2146872680	/RigidModels/Buildings/test_wall15_straight_stepped_up_10m_with_squared_bastion_a/test_wall15_straight_stepped_up_10m_with_squared_bastion_a_piece01_destruct01.rigid_model_v2	1_1	test_wall15_straight_stepped_up_10m_with_squared_bastion_a_piece01_destruct01
2146872685	/RigidModels/Buildings/dock_straight_4/dock_straight_4_piece01_destruct01.rigid_model_v2	1_1	dock_straight_4_piece01_destruct01
2146872691	/RigidModels/Buildings/carthage_blockout_v5j/carthage_blockout_v5j_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5j_piece01_destruct01
2146872698	/RigidModels/Buildings/dock_wood_2/dock_wood_2_piece01_destruct01.rigid_model_v2	1_1	dock_wood_2_piece01_destruct01
2146872707	/RigidModels/Buildings/modular_temple_stairs_round/modular_temple_stairs_round_piece01_destruct01.rigid_model_v2	1_1	modular_temple_stairs_round_piece01_destruct01
2146872712	/RigidModels/Buildings/modular_terrace_steps_medium_gradient/modular_terrace_steps_medium_gradient_piece01_destruct01.rigid_model_v2	1_1	modular_terrace_steps_medium_gradient_piece01_destruct01
2146872722	/RigidModels/Buildings/dock_straight_5/dock_straight_5_piece01_destruct01.rigid_model_v2	1_1	dock_straight_5_piece01_destruct01
2146872729	/RigidModels/Buildings/dock_wood_3/dock_wood_3_piece01_destruct01.rigid_model_v2	1_1	dock_wood_3_piece01_destruct01
2146872736	/RigidModels/Buildings/test_wall15_angled_joiner/test_wall15_angled_joiner_piece01_destruct01.rigid_model_v2	1_1	test_wall15_angled_joiner_piece01_destruct01
2146872738	/RigidModels/Buildings/test_wall15_destruct_bridging_column/test_wall15_destruct_bridging_column_piece01_destruct01.rigid_model_v2	1_1	test_wall15_destruct_bridging_column_piece01_destruct01
2146872743	/RigidModels/Buildings/carthage_blockout_v5b/carthage_blockout_v5b_piece01_destruct01.rigid_model_v2	1_1	carthage_blockout_v5b_piece01_destruct01
