faction	unit	name	variant	height_variation	height_scale	unit_card
	3c_Sas_Immortal_Infantry_comm	3c_Sas_Immortal_Infantry_comm	3c_Sas_Immortal_Infantry	0.0750	1.0000	3c_Sas_Immortal_Infantry
	3c_Sas_Immortal_Spear_Guard	3c_Sas_Immortal_Spear_Guard	3c_Sas_Immortal_Spear_Guard	0.0750	1.0000	3c_Sas_Immortal_RH_spear_Guard
	3c_Sas_Immortal_Spears	3c_Sas_Immortal_Spears	3c_Sas_Immortal_Spearmen	0.0750	1.0000	3c_Sas_Immortal_RH_spears
	3c_Sas_Indian_War_Elephants	3c_Sas_Indian_War_Elephants	3c_Aux_Elephant_Archer	0.0750	1.0000	3c_Sas_Indian_War_Elephants
	3c_Sas_Kurdish_Archers	3c_Sas_Kurdish_Archers	3c_Sas_Kurdish_Archers	0.0750	1.0000	3c_Sas_Kurdish_Archers
	3c_Sas_Kurdish_Archers_comm	3c_Sas_Kurdish_Archers_comm	3c_Sas_Kurdish_Archers	0.0750	1.0000	3c_Sas_Kurdish_Archers
	3c_Sas_Persian_Horse_Archers	3c_Sas_Persian_Horse_Archers	3c_Sas_Persian_Horse_Archers	0.0750	1.0000	3c_Sas_Persian_Horse_Archers
	3c_Sas_Persian_Light_Infantry	3c_Sas_Persian_Light_Infantry	3c_Sas_Persian_Light_Infantry	0.0750	1.0000	3c_Sas_Persian_Light_Infantry
	3c_Sas_Persian_Skirmishers	3c_Sas_Persian_Skirmishers	3c_Sas_Persian_Skirmishers	0.0750	1.0000	3c_Sas_Persian_Skirmishers
	3c_Sas_Persian_Spearmen	3c_Sas_Persian_Spearmen	3c_Sas_Persian_Spearmen	0.0750	1.0000	3c_Sas_Persian_RH_spearmen
	3c_Sas_Pushtighban_Cataphracts	3c_Sas_Pushtighban_Cataphracts	3c_Sas_Pushtighban_Cataphracts	0.0750	1.0000	3c_Sas_Pushtighban_Cataphracts
	3c_Sas_Royal_Archers	3c_Sas_Royal_Archers	3c_Sas_Royal_Archers	0.0750	1.0000	3c_Sas_Royal_Archers
	3c_Sas_Royal_Sassanian_Archers	3c_Sas_Royal_Sassanian_Archers	3c_Sas_Royal_Sassanian_Archers	0.0750	1.0000	3c_Sas_Royal_Sassanian_Archers
	3c_Sas_Royal_Sassanian_Archers_comm	3c_Sas_Royal_Sassanian_Archers_comm	3c_Sas_Royal_Sassanian_Archers	0.0750	1.0000	3c_Sas_Royal_Sassanian_Archers
	3c_Sas_Sassanian_Levy_Spearmen	3c_Sas_Sassanian_Levy_Spearmen	3c_Sas_Sassanian_Levy_Spearmen	0.0750	1.0000	3c_Sas_Sassanian_Levy_RH_spearmen
	3c_Sas_Savaran_Cataphracts	3c_Sas_Savaran_Cataphracts	3c_Sas_Savaran_Cataphracts	0.0750	1.0000	3c_Sas_Savaran_Cataphracts
	3c_Sas_Savaran_Cavalry	3c_Sas_Savaran_Cavalry	3c_Sas_Savaran_Cavalry	0.0750	1.0000	3c_Sas_Savaran_Cavalry
	3c_Sas_Zhayedan_Immortals	3c_Sas_Zhayedan_Immortals	3c_Sas_Zhayedan_Immortals	0.0750	1.0000	3c_Sas_Zhayedan_Immortals
	3c_Sas_Zhayedan_Immortals_comm	3c_Sas_Zhayedan_Immortals_comm	3c_Sas_Zhayedan_Immortals	0.0750	1.0000	3c_Sas_Zhayedan_Immortals
	3c_Sax_Duguth_Spearmen	3c_Sax_Duguth_Spearmen	3c_Sax_Duguth_Spearmen	0.0750	1.0000	3c_Sax_Duguth_RH_spearmen
	3c_Sax_Duguth_Swordsmen	3c_Sax_Duguth_Swordsmen	3c_Sax_Duguth_Swordsmen	0.0750	1.0000	3c_Sax_Duguth_RH_swordsmen
	3c_Sax_Elite_Saxon_Javelinmen	3c_Sax_Elite_Saxon_Javelinmen	3c_Sax_Elite_Saxon_Javelinmen	0.0750	1.0000	3c_Sax_Elite_Saxon_RH_javelinmen
	3c_Sax_Gedriht_Spearmen	3c_Sax_Gedriht_Spearmen	3c_Sax_Gedriht_Spearmen	0.0750	1.0000	3c_Sax_Gedriht_RH_spearmen
	3c_Sax_Gedriht_Spearmen_comm	3c_Sax_Gedriht_Spearmen_comm	3c_Sax_Gedriht_Spearmen	0.0750	1.0000	3c_Sax_Gedriht_RH_spearmen
	3c_Sax_Gedriht_Swordsmen	3c_Sax_Gedriht_Swordsmen	3c_Sax_Gedriht_Swordsmen	0.0750	1.0000	3c_Sax_Gedriht_RH_swordsmen
	3c_Sax_Gedriht_Swordsmen_comm	3c_Sax_Gedriht_Swordsmen_comm	3c_Sax_Gedriht_Swordsmen	0.0750	1.0000	3c_Sax_Gedriht_RH_swordsmen
	3c_Sax_Geoguth_Spearmen	3c_Sax_Geoguth_Spearmen	3c_Sax_Geoguth_Spearmen	0.0750	1.0000	3c_Sax_Geoguth_RH_spearmen
	3c_Sax_Geoguth_Warriors	3c_Sax_Geoguth_Warriors	3c_Sax_Geoguth_Warriors	0.0750	1.0000	3c_Sax_Geoguth_Warriors
	3c_Sax_Germanic_Archers	3c_Sax_Germanic_Archers	3c_Ger_Germanic_Archers	0.0750	1.0000	3c_Sax_Germanic_Archers
	3c_Sax_Noble_Saxon_Cavalry	3c_Sax_Noble_Saxon_Cavalry	3c_Sax_Noble_Saxon_Cavalry	0.0750	1.0000	3c_Sax_Noble_Saxon_Cavalry
	3c_Sax_Noble_Saxon_Cavalry_comm	3c_Sax_Noble_Saxon_Cavalry_comm	3c_Sax_Noble_Saxon_Cavalry	0.0750	1.0000	3c_Sax_Noble_Saxon_Cavalry
	3c_Sax_Saxon_Bows	3c_Sax_Saxon_Bows	3c_Sax_Saxon_Bows	0.0750	1.0000	3c_Sax_Saxon_RH_bows
	3c_Sax_Saxon_Bows_comm	3c_Sax_Saxon_Bows_comm	3c_Sax_Saxon_Bows	0.0750	1.0000	3c_Sax_Saxon_RH_bows
	3c_Sax_Saxon_Mounted_Warband	3c_Sax_Saxon_Mounted_Warband	3c_Sax_Saxon_Mounted_Warband	0.0750	1.0000	3c_Sax_Saxon_Mounted_Warband
	3c_Sax_Saxon_Raiders	3c_Sax_Saxon_Raiders	3c_Sax_Saxon_Raiders	0.0750	1.0000	3c_Sax_Saxon_Raiders
	3c_Ste_Ballista	3c_Ste_Ballista	3c_Ger_Artillery_Crew	0.0750	1.0250	3c_Ballista
	3c_Ste_Ballista_Bastion	3c_Ste_Ballista_Bastion	3c_Ger_Artillery_Crew	0.0750	1.0250	3c_Ballista
	3c_Ste_Sarmatian_Horse_Archers	3c_Ste_Sarmatian_Horse_Archers	3c_Ste_Sarmatian_Horse_Archers	0.0750	1.0000	3c_Ste_Sarmatian_Horse_Archers
	3c_Ste_Sarmatian_Light_Cavalry	3c_Ste_Sarmatian_Light_Cavalry	3c_Ala_Sarmatian_Light_Cavalry	0.0750	1.0000	3c_Ste_Sarmatian_Light_Cavalry
	3c_Ste_Steppe_Cavalry	3c_Ste_Steppe_Cavalry	3c_Aux_Steppe_Cavalry	0.0750	1.0000	3c_Ste_Steppe_Cavalry
	3c_Ste_Steppe_Nobles	3c_Ste_Steppe_Nobles	3c_Ste_Steppe_Nobles	0.0750	1.0000	3c_Ste_Steppe_Nobles
	3c_Ste_Steppe_Nobles_comm	3c_Ste_Steppe_Nobles_comm	3c_Ste_Steppe_Nobles	0.0750	1.0000	3c_Ste_Steppe_Nobles
	3c_Ste_Steppe_Slingers	3c_Ste_Steppe_Slingers	3c_Ste_Steppe_Slingers	0.0750	1.0000	3c_Ste_Steppe_RH_slingers
	3c_Ste_Steppe_Slingers_comm	3c_Ste_Steppe_Slingers_comm	3c_Ste_Steppe_Slingers	0.0750	1.0000	3c_Ste_Steppe_RH_slingers
	3c_Ste_Steppe_Spearmen	3c_Ste_Steppe_Spearmen	3c_Ste_Steppe_Spearmen	0.0750	1.0000	3c_Ste_Steppe_RH_spearmen
	3c_Ste_Steppe_War_Dogs	3c_Ste_Steppe_War_Dogs	3c_Ala_Dog_Handler	0.0750	1.0000	3c_Rom_War_Dogs
	3c_Ste_Steppe_Warriors	3c_Ste_Steppe_Warriors	3c_Ste_Steppe_Warriors	0.0750	1.0000	3c_Ste_Steppe_Warriors
	3c_Zenobia_Chariots	3c_Zenobia_Chariots	3c_Zenobia_Placeholder	0.0750	1.0000	Afr_Chariot_Raiders
	Aet_Cav	Aet_Cav	Aet_Cav	0.0750	1.0000	Aet_Cav
	Aet_Sword	Aet_Sword	Aet_Sword	0.0750	1.0000	Aet_Sword
	Afr_Archers	Afr_Archers	Afr_Archers	0.0750	1.0000	Afr_Archers
	Afr_Ballista	Afr_Ballista	Afr_Art_Crew	0.0750	1.0000	Rom_Ballista
	Afr_Ballista_Bastion	Afr_Ballista_Bastion	Afr_Art_Crew	0.0750	1.0000	Rom_Ballista
	Afr_Ballista_Shp	Afr_Ballista_Shp	Afr_Art_Crew	0.0750	1.0000	Rom_Ballista
	Afr_Chariot_Raiders	Afr_Chariot_Raiders	Afr_Chariot_Raiders	0.0750	1.0000	Afr_Chariot_Raiders
	Afr_Cheiroballistra	Afr_Cheiroballistra	Afr_Art_Crew	0.0750	1.0000	Rom_Scorpion
	Afr_Elephants	African_Elephants	African_Elephants	0.0750	1.0000	Afr_Elephants
	Afr_Giant_Ballista	Afr_Giant_Ballista	Afr_Art_Crew	0.0750	1.0000	Rom_Giant_Ballista
	Afr_Javelinmen	Afr_Javelinmen	Afr_Javelinmen	0.0750	1.0000	Afr_Javelinmen
	Afr_Large_Onager	Afr_Large_Onager	Afr_Art_Crew	0.0750	1.0000	Rom_Large_Onager
	Afr_Large_Shield_Warriors	Afr_Large_Shield_Warriors	Afr_Large_Shield_Warriors	0.0750	1.0250	Afr_Large_Shield_warriors
	Afr_Levy_Spear	Afr_Levy_Spear	Afr_Levy_Spear	0.0750	1.0000	Afr_Levy_Spear
	Afr_Numidian_Cav	Afr_Numidian_Cav	Afr_Numidian_Cav	0.0750	1.0000	Afr_Numidian_Cav
	Afr_Numidian_Noble_Cav	Afr_Numidian_Noble_Cav	Afr_Numidian_Noble_Cav	0.0750	1.0000	Afr_Numidian_Noble_Cav
	Afr_Onager	Afr_Onager	Afr_Art_Crew	0.0750	1.0000	Rom_Onager
	Afr_Onager_Bastion	Afr_Onager_Bastion	Afr_Art_Crew	0.0750	1.0000	Rom_Onager
	Afr_Onager_Shp	Afr_Onager_Shp	Afr_Art_Crew	0.0750	1.0000	Rom_Onager
	Afr_Scorpion	Afr_Scorpion	Afr_Art_Crew	0.0750	1.0000	Rom_Scorpion_fixed
	Afr_Scorpion_Bastion	Afr_Scorpion_Bastion	Afr_Art_Crew	0.0750	1.0000	Rom_Scorpion_fixed
	Afr_Skirm_Cav	Afr_Skirm_Cav	Afr_Skirm_Cav	0.0750	1.0000	Afr_Skirm_Cav
	Afr_Tribal_Slingers	Afr_Tribal_Slingers	Afr_Tribal_Slingers	0.0750	1.0000	Afr_Tribal_Slingers
	Afr_Tribesmen	Afr_Tribesmen	Afr_Tribesmen	0.0750	1.0000	Afr_Tribesmen
	Afr_War_Elephants	Ele_African_War_Elephants	African_Elephants	0.0750	1.0000	Afr_War_Elephants
	Ara_Camel_Archers	Ara_Camel_Archers	Ara_Camel_Archers	0.0750	1.0000	Ara_Camel_Archers
	Ara_Camel_Spear	Ara_Camel_Spear	Ara_Camel_Spear	0.0750	1.0000	Ara_Camel_Spear
	Ara_Cav	Ara_Cav	Ara_Cav	0.0750	1.0000	Ara_Cav
	Ara_Levy_Skirm	Ara_Levy_Skirm	Ara_Levy_Skirm	0.0750	1.0000	Ara_Levy_Skirm
	Ara_Levy_Spear	Ara_Levy_Spear	Ara_Levy_Spear	0.0750	1.0000	Ara_Levy_Spear
	Ara_Noble_Sword	Ara_Noble_Sword	Ara_Noble_Sword	0.0750	1.0000	Ara_Noble_Sword
	Ara_Slingers	Ara_Slingers	Ara_Slingers	0.0750	1.0000	Ara_Slingers
	Ara_Tribes_People	Ara_Tribes_People	Ara_Tribes_People	0.0750	1.0000	Ara_Tribes_People
	Aux_Afr_Archers	Aux_Afr_Archers	Afr_Archers	0.0750	1.0000	Afr_Archers
	Aux_Afr_Cav	Aux_Afr_Cav	Aet_Cav	0.0750	1.0000	Aet_Cav
	Aux_Afr_Elephant	Aux_Afr_Elephant	African_Elephants	0.0750	1.0000	Afr_Elephants
	Aux_Afr_Spr	Aux_Afr_Spr	Afr_Levy_Spear	0.0750	1.0000	Aux_Afr_Spear
	Aux_Ara_Camel_Archers	Aux_Ara_Camel_Archers	Ara_Camel_Archers	0.0750	1.0000	Ara_Camel_Archers
	Aux_Ara_Camel_Spear	Aux_Ara_Camel_Spear	Ara_Camel_Spear	0.0750	1.0000	Ara_Camel_Spear
	Aux_Ara_Cav	Aux_Ara_Cav	Ara_Cav	0.0750	1.0000	Ara_Cav
	Aux_Ara_Spr	Aux_Ara_Spr	Ara_Levy_Spear	0.0750	1.0000	Aux_Ara_Spear
	Aux_Bac_Hillmen	Aux_Bac_Hillmen	Bac_Hillmen	0.0750	1.0000	Bac_Hillmen
	Aux_Bac_Light_Horse	Aux_Bac_Light_Horse	Bac_Light_Horse	0.0750	1.0000	Bac_Light_Horse
	Aux_Bri_Scout_Riders	Aux_Bri_Scout_Riders	Bri_Scout_Riders	0.0750	1.0250	Bri_Scout_Riders
	Aux_Bri_Slingers	Aux_Bri_Slingers	Bri_Slingers	0.0750	1.0250	Bri_Slingers
	Aux_Bri_Spear_Band	Aux_Bri_Spear_Band	Bri_Spear_Band	0.0750	1.0250	Bri_Spear_Band
	Aux_Cav	Aux_Cav	Aux_Cav	0.0750	1.0000	Aux_Cav
	Aux_Cel_Axe_Warriors	Aux_Cel_Axe_Warriors	Cel_Axe_Warriors	0.0750	1.0250	Cel_Axe_Warriors
	Aux_Cel_Light_Horse	Aux_Cel_Light_Horse	Cel_Light_Horse	0.0750	1.0250	Cel_Light_Horse
	Aux_Cel_Naked_Swords	Aux_Cel_Naked_Swords	Cel_Naked_Swords	0.0750	1.0250	Cel_Naked_Swords
	Aux_Cel_Short_Swords	Aux_Cel_Short_Swords	Cel_Short_Swords	0.0750	1.0250	Cel_Short_Swords
	Aux_Cel_Skirm	Aux_Cel_Skirm	Cel_Skirm	0.0750	1.0250	Cel_Skirm
	Aux_Cel_Warriors	Aux_Cel_Warriors	Cel_Warriors	0.0750	1.0250	Cel_Warriors
	Aux_Dac_Bowmen	Aux_Dac_Bowmen	Dac_Bowmen	0.0750	1.0250	Dac_Bowmen
	Aux_Dac_Falxmen	Aux_Dac_Falxmen	Dac_Falxmen	0.0750	1.0250	Dac_Falxmen
	Aux_Dac_Skirm	Aux_Dac_Skirm	Dac_Skirm	0.0750	1.0250	Dac_Skirm
	Aux_Dac_Spear_Horsemen	Aux_Dac_Spear_Horsemen	Dac_Spear_Horsemen	0.0750	1.0250	Dac_Spear_Horsemen
	Aux_Dac_Spears	Aux_Dac_Spears	Dac_Spears	0.0750	1.0250	Dac_Spears
	Aux_Eas_Cappadocian_Cav	Aux_Eas_Cappadocian_Cav	Eas_Cappadocian_Cav	0.0750	1.0000	Eas_Cappadocian_Cav
	Aux_Eas_Hillmen	Aux_Eas_Hillmen	Eas_Hillmen	0.0750	1.0000	Eas_Hillmen
	Aux_Eas_Horse_Skirm	Aux_Eas_Horse_Skirm	Eas_Horse_Skirm	0.0750	1.0000	Eas_Horse_Skirm
	Aux_Eas_Javelinmen	Aux_Eas_Javelinmen	Eas_Javelinmen	0.0750	1.0000	Eas_Javelinmen
	Aux_Egy_Archers	Aux_Egy_Archers	Egy_Archers	0.0750	1.0000	Egy_Archers
	Aux_Egy_Infantry	Aux_Egy_Infantry	Egy_Infantry	0.0750	1.0000	Egy_Infantry
	Aux_Gal_Gallic_Hunters	Aux_Gal_Gallic_Hunters	Cel_Gallic_Hunters	0.0750	1.0250	Cel_Gallic_Hunters
	Aux_Gal_Light_Horse	Aux_Gal_Light_Horse	Cel_Light_Horse	0.0750	1.0000	Aux_Gal_Light_Horse
	Aux_Gal_Noble_Horse	Aux_Gal_Noble_Horse	Cel_Noble_Horse	0.0750	1.0250	Cel_Noble_Horse
	Aux_Gal_Warriors	Aux_Gal_Warriors	Cel_Warriors	0.0750	1.0000	Cel_Warriors
	Aux_Ger_Longbow_Hunters	Aux_Ger_Longbow_Hunters	Ger_Longbow_Hunters	0.0750	1.0250	Ger_Longbow_Hunters
	Aux_Ger_Scout_Riders	Aux_Ger_Scout_Riders	Ger_Scout_Riders	0.0750	1.0250	Ger_Scout_Riders
	Aux_Ger_Spear_Brothers	Aux_Ger_Spear_Brothers	Ger_Spear_Brothers	0.0750	1.0250	Ger_Spear_Brothers
	Aux_Gre_Citizen_Cav	Aux_Gre_Citizen_Cav	Gre_Citizen_Cav	0.0750	0.9750	Gre_Citizen_Cav
	Aux_Gre_Cretan_Archers	Aux_Gre_Cretan_Archers	Gre_Cretan_Archers	0.0750	0.9750	Aux_Gre_Cretan_Archers
	Aux_Gre_Hoplites	Aux_Gre_Hoplites	Gre_Hoplites	0.0750	0.9750	Gre_Hoplites
	Aux_Gre_Peltasts	Aux_Gre_Peltasts	Gre_Peltasts	0.0750	0.9750	Gre_Peltasts
	Aux_Gre_Rhodian_Slingers	Aux_Gre_Rhodian_Slingers	Gre_Rhodian_Slingers	0.0750	0.9750	Aux_Gre_Rhodian_Slingers
	Aux_Gre_Tarantine_cav	Aux_Gre_Tarantine_cav	Gre_Tarantine_Cav	0.0750	0.9750	Gre_Tarantine_Cav
	Aux_Ibe_Balearic_Slingers	Aux_Ibe_Balearic_Slingers	Ibe_Balearic_Slingers	0.0750	1.0000	Ibe_Balearic_Slingers
	Aux_Ibe_Cantabrian_Cav	Aux_Ibe_Cantabrian_Cav	Ibe_Cantabrian_Cav	0.0750	1.0000	Ibe_Cantabrian_Cav
	Aux_Ibe_Cav	Aux_Ibe_Cav	Ibe_Cav	0.0750	1.0000	Ibe_Cav
	Aux_Ibe_Scutarii	Aux_Ibe_Scutarii	Ibe_Scutarii	0.0750	1.0000	Ibe_Scutarii
	Aux_Ibe_Scutarii_Cav	Aux_Ibe_Scutarii_Cav	Ibe_Scutarii_Cav	0.0750	1.0000	Ibe_Scutarii_Cav
	Aux_Ibe_Slingers	Aux_Ibe_Slingers	Ibe_Slingers	0.0750	1.0000	Ibe_Slingers
	Aux_Ibe_Sword	Aux_Ibe_Sword	Ibe_Sword	0.0750	1.0000	Ibe_Sword
	Aux_Ill_Cav	Aux_Ill_Cav	Ill_Cav	0.0750	1.0000	Ill_Cav
	Aux_Ill_Coastal_Levies	Aux_Ill_Coastal_Levies	Ill_Levies	0.0750	1.0000	Ill_Levies
	Aux_Ill_Raiders	Aux_Ill_Raiders	Ill_Raiders	0.0750	1.0250	Ill_Raiders
	Aux_Ind_War_Elephant	Aux_Ind_War_Elephant	Ind_Elephant	0.0750	1.0000	Ind_War_Elephants
	Aux_Infantry	Aux_Infantry	Aux_Infantry	0.0750	1.0000	Aux_Infantry
	Aux_Ita_Socii_Equites	Italian_Socii_Equites	Italian_Allied_Equites	0.0750	0.9750	Ita_Cav
	Aux_Ita_Socii_Equites_Extraordinarii	Italian_Socii_Equites_Extraordinarii	Italian_Socii_Equites_Extraordinarii	0.0750	0.9750	Aux_Ita_Socii_Equites_Extraordinarii
	Aux_Ita_Socii_Extraordinarii	Italian_Socii_Extraordinarii	Italian_Allied_Extraordinarii	0.0750	0.9750	Aux_Socii_Extraordinarii
	Aux_Ita_Socii_Hastati	Italian_Socii_Hastati	Italian_Allied_Hastati	0.0750	0.9750	Ita_Sword
	Aux_Num_Cav	Aux_Num_Cav	Afr_Numidian_Cav	0.0750	1.0000	Afr_Numidian_Cav
	Aux_Num_Javelinmen	Aux_Num_Javelinmen	Num_Javelinmen	0.0750	1.0000	Num_Javelinmen
	Aux_Par_Horse_Archers	Aux_Par_Horse_Archers	Eas_Parthian_Horse_Archers	0.0750	1.0000	Eas_Parthian_Horse_Archers
	Aux_Par_Spear	Aux_Par_Spear	Eas_Spear	0.0750	1.0000	Eas_Spear
	Aux_Per_Archers	Aux_Per_Archers	Eas_Persian_Light_Archers	0.0750	1.0000	Eas_Persian_Light_Archers
	Aux_Per_Cav	Aux_Per_Cav	Eas_Persian_Cavalry	0.0750	1.0000	Eas_Persian_Cavalry
	Aux_Sar_Armour_Lancers	Aux_Sar_Armour_Lancers	Ste_Armoured_Lancers	0.0750	1.0000	Ste_Armoured_Lancers
	Aux_Sar_Horse_Archers	Aux_Sar_Horse_Archers	Ste_Horse_Archers	0.0750	1.0000	Ste_Horse_Archers
	Aux_Sar_Lancers	Aux_Sar_Lancers	Ste_Lancers	0.0750	1.0000	Ste_Lancers
	Aux_Scy_Armour_horse_Archers	Aux_Scy_Armour_horse_Archers	Ste_Armour_Horse_Archers	0.0750	1.0000	Ste_Armour_Horse_Archers
	Aux_Scy_Horse_Archers	Aux_Scy_Horse_Archers	Ste_Horse_Archers	0.0750	1.0000	Ste_Horse_Archers
	Aux_Syrian_Archers	Aux_Syrian_Archers	Eas_Syrian_Heavy_Archers	0.0750	1.0000	Eas_Syrian_Heavy_Archers
	Aux_Thr_Cav	Aux_Thr_Cav	Thr_Cav	0.0750	1.0250	Thr_Cav
	Aux_Thr_Peltasts	Aux_Thr_Peltasts	Thr_Peltasts	0.0750	1.0250	Thr_Peltasts
	Aux_Thr_Warriors	Aux_Thr_Warriors	Thr_Warriors	0.0750	1.0250	Thr_Warriors
	Bac_Hillmen	Bac_Hillmen	Bac_Hillmen	0.0750	1.0000	Bac_Hillmen
	Bac_Horse_Archers	Bac_Horse_Archers	Bac_Horse_Archers	0.0750	1.0000	Bac_Horse_Archers
	Bac_Light_Horse	Bac_Light_Horse	Bac_Light_Horse	0.0750	1.0000	Bac_Light_Horse
	Bac_Noble_Horse	Bac_Noble_Horse	Bac_Noble_Horse	0.0750	1.0000	Bac_Noble_Horse
	Bac_Peltasts	Bac_Peltasts	Bac_Peltasts	0.0750	0.9750	Bac_Peltasts
	Bac_Royal_Cav	Bac_Royal_Cav	Bac_Royal_Cav	0.0750	1.0000	Bac_Royal_Cav
	Bac_Royal_Guard	Bac_Royal_Guard	Bac_Royal_Guard	0.0750	1.0000	Bac_Royal_Guard
	Bac_Scale_Thorax_Hoplites	Bac_Scale_Thorax_Hoplites	Bac_Scale_Thorax_Hoplites	0.0750	0.9750	Bac_Scale_Thorax_Hoplites
	Bri_Ambushers	Bri_Ambushers	Bri_Ambushers	0.0750	1.0250	Bri_Ambushers
	Bri_Ballista	Bri_Ballista	Bri_Art_Crew	0.0750	1.0250	Rom_Ballista
	Bri_Ballista_Bastion	Bri_Ballista_Bastion	Bri_Art_Crew	0.0750	1.0250	Rom_Ballista
	Bri_Ballista_Shp	Bri_Ballista_Shp	Bri_Art_Crew	0.0750	1.0250	Rom_Ballista
	Bri_Chariots	Bri_Chariots	Bri_Heroic_Nobles	0.0750	1.0250	Bri_Chariots
	Bri_Cheiroballistra	Bri_Cheiroballistra	Bri_Art_Crew	0.0750	1.0250	Rom_Scorpion
	Bri_Chosen_Spear_Band	Bri_Chosen_Spear_Band	Bri_Chosen_Spear_Band	0.0750	1.0250	Bri_Chosen_Spear_Band
	Bri_Chosen_Sword_Band	Bri_Chosen_Sword_Band	Bri_Chosen_Sword_Band	0.0750	1.0250	Bri_Chosen_Sword_Band
	Bri_Druidic_Nobles	Bri_Druidic_Nobles	Bri_Druidic_Nobles	0.0750	1.0250	Bri_Druidic_Nobles
	Bri_Farmers	Bri_Farmers	Bri_Farmers	0.0750	1.0250	Bri_Farmers
	Bri_Giant_Ballista	Bri_Giant_Ballista	Bri_Art_Crew	0.0750	1.0250	Rom_Giant_Ballista
	Bri_Heroic_Nobles	Bri_Heroic_Nobles	Bri_Heroic_Nobles	0.0750	1.0250	Bri_Heroic_Nobles
	Bri_Heroic_Riders	Bri_Heroic_Riders	Bri_Heroic_Riders	0.0750	1.0250	Bri_Heroic_Riders
	Bri_Large_Onager	Bri_Large_Onager	Bri_Art_Crew	0.0750	1.0250	Rom_Large_Onager
	Bri_Onager	Bri_Onager	Bri_Art_Crew	0.0750	1.0250	Rom_Onager
	Bri_Onager_Bastion	Bri_Onager_Bastion	Bri_Art_Crew	0.0750	1.0250	Rom_Onager
	Bri_Onager_Shp	Bri_Onager_Shp	Bri_Art_Crew	0.0750	1.0250	Rom_Onager
	Bri_Painted_Ones	Bri_Painted_Ones	Bri_Painted_Ones	0.0750	1.0250	Bri_Painted_Ones
	Bri_Scorpion	Bri_Scorpion	Bri_Art_Crew	0.0750	1.0250	Rom_Scorpion_fixed
	Bri_Scorpion_Bastion	Bri_Scorpion_Bastion	Bri_Art_Crew	0.0750	1.0250	Rom_Scorpion_fixed
	Bri_Scout_Riders	Bri_Scout_Riders	Bri_Scout_Riders	0.0750	1.0250	Bri_Scout_Riders
	Bri_Skirm	Bri_Skirm	Bri_Skirm	0.0750	1.0250	Bri_Skirm
	Bri_Slingers	Bri_Slingers	Bri_Slingers	0.0750	1.0250	Bri_Slingers
	Bri_Spear_Band	Bri_Spear_Band	Bri_Spear_Band	0.0750	1.0250	Bri_Spear_Band
	Bri_Sword_Band	Bri_Sword_Band	Bri_Sword_Band	0.0750	1.0250	Bri_Sword_Band
	Bri_Veteran_Riders	Bri_Veteran_Riders	Bri_Veteran_Riders	0.0750	1.0250	Bri_Veteran_Riders
	Car_African_Pike	Carthaginian_African_Pikemen	Car_African_Pike	0.0750	1.0000	Car_African_Pike
	Car_Ballista	Carthaginian_Ballista	Car_Art_Crew	0.0750	0.9750	Rom_Ballista
	Car_Ballista_Bastion	Car_Ballista_Bastion	Car_Art_Crew	0.0750	0.9750	Rom_Ballista
	Car_Ballista_Shp	Car_Ballista_Shp	Car_Art_Crew	0.0750	0.9750	Rom_Ballista
	Car_Cav	Carthaginian_Liby_Phoenician_Cavalry	Car_Cav	0.0750	0.9750	Car_Cav
	Car_Cheiroballistra	Car_Cheiroballista	Car_Art_Crew	0.0750	0.9750	Rom_Scorpion
	Car_Citizen_Militia	Carthaginian_Citizen_Militia	Car_Citizen_Militia	0.0750	0.9750	Car_Citizen_Militia
	Car_General	Carthaginian_General	Car_General	0.0750	0.9750	Car_General
	Car_Giant_Ballista	Carthaginian_Giant_Ballista	Car_Art_Crew	0.0750	0.9750	Rom_Giant_Ballista
	Car_Hoplites	Carthaginian_Liby_Phoenician_Hoplites	Car_Hoplites	0.0750	0.9750	Car_Hoplites
	Car_Large_Onager	Carthaginian_Large_Onager	Car_Art_Crew	0.0750	0.9750	Rom_Large_Onager
	Car_Late_Hoplites	Carthaginian_Late_Carthaginian_Hoplites	Car_Late_Hoplites	0.0750	0.9750	Car_Late_Hoplites
	Car_Late_Libyan_Hoplites	Carthaginian_Late_Libyan_Hoplites	Car_Late_Libyan_Hoplites	0.0750	1.0000	Car_Late_Libyan_Hoplites
	Car_Libyan_Hoplites	Carthaginian_African_Hoplites	Car_Libyan_Hoplites	0.0750	1.0000	Car_Libyan_Hoplites
	Car_Libyan_Infantry	Carthaginian_Libyan_Infantry	Car_Libyan_Infantry	0.0750	1.0000	Car_Libyan_Infantry
	Car_Libyan_Javelin	Carthaginian_African_Javelinmen	Car_Libyan_Javelin	0.0750	1.0000	Car_Libyan_Javelin
	Car_Libyan_Peltasts	Carthaginian_African_Heavy_Javelinmen	Car_Libyan_Peltasts	0.0750	1.0000	Car_Libyan_Peltasts
	Car_Mob	Carthaginian_Mob	Car_Mob	0.0750	0.9750	Car_Mob
	Car_Noble_Cav	Carthaginian_Noble_Cavalry	Car_Noble_Cav	0.0750	0.9750	Car_Noble_Cav
	Car_Onager	Carthaginian_Onager	Car_Art_Crew	0.0750	0.9750	Rom_Onager
