ancillary	effect	effect_scope	value
r2_sp_anc_egyptian_scrollmaker	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_egyptian_wrestler	rom_agent_defence_wound_chance_mod	this_agent	-2.0000
r2_sp_anc_egyptian_wrestler	rom_building_province_attribute_all	this_general	1.0000
r2_sp_anc_garamantian_bodyguard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_gaul_briton_religion_teutatis	rom_tech_engineering_siege_defence_time_mod	this_character_local_region	1.0000
r2_sp_anc_gaul_religion_abnoba	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_gaul_religion_brigantia	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_gaul_religion_brigantia	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_gaul_religion_druid	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_gaul_religion_epona	rom_force_unit_mod_cavalry_melee_attack	this_general_force	5.0000
r2_sp_anc_gaul_religion_esus	rom_building_gdp_mod_agriculture_farming	this_character_local_region_province	5.0000
r2_sp_anc_gaul_religion_moulinex	rom_province_initiative_trade_base_food	this_character_local_province	1.0000
r2_sp_anc_gaul_religion_rosmerta	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_anc_german_army_hero	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_german_army_master_axe	rom_force_unit_mod_infantry_melee_attack	this_general_force	5.0000
r2_sp_anc_german_item_god_donar	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_german_item_god_woden	rom_agent_field_line_of_sight_mod	this_agent	1.0000
r2_sp_anc_german_lake_benacus_survivor	rom_force_unit_mod_melee_attack_versus_romans	this_general_force	5.0000
r2_sp_anc_german_religion_donar	rom_force_unit_mod_infantry_melee_attack	this_general_force	5.0000
r2_sp_anc_german_religion_woden	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_anc_goth_naissus_survivor	rom_force_unit_mod_melee_defence_versus_romans	this_general_force	10.0000
r2_sp_anc_greek_army_armour_helmet_1	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_army_armour_helmet_2	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_army_armour_helmet_3	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_army_armour_helmet_4	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_army_baggage_slave	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_greek_army_bodyguard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_greek_army_hero_companion	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_greek_army_hero_hoplite	rom_force_unit_mod_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_master_hoplite	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_greek_army_master_slinger_rhodes	rom_force_unit_mod_missile_damage	this_general_force	5.0000
r2_sp_anc_greek_army_shield_1	rom_force_unit_mod_infantry_hellenic_melee_defence	this_general_force	5.0000
r2_sp_anc_greek_army_shield_2	rom_force_unit_mod_infantry_hellenic_melee_defence	this_general_force	5.0000
r2_sp_anc_greek_army_shield_thrower	rom_force_unit_mod_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_spear_1	rom_force_unit_mod_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_spear_2	rom_force_unit_mod_spears_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_sword_1	rom_force_unit_swords_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_sword_2	rom_force_unit_swords_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_army_trumpet	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_greek_army_young_hoplite	rom_building_unit_training_attack_melee_inf	this_general_local_province	5.0000
r2_sp_anc_greek_arts_actor_chorus	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_arts_actor	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_arts_poet_epic	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_boxer_bodyguard	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_greek_corrupt_coin_forger	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_greek_corrupt_coin_forger	rom_tech_civil_economy_administration_cost_mod	this_character_faction	5.0000
r2_sp_anc_greek_corrupt_election_rigger	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_greek_corrupt_election_rigger	rom_tech_civil_economy_administration_cost_mod	this_character_faction	5.0000
r2_sp_anc_greek_eastern_army_fugitive_general	rom_force_unit_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_greek_eastern_army_fugitive_general	rom_general_local_mod_mercenary_pool_replenishment	this_faction	5.0000
r2_sp_anc_greek_eastern_army_fugitive_general	rom_tech_engineering_siege_elephant_damage_mod	this_general_force	5.0000
r2_sp_anc_greek_eastern_drug_book	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_greek_eastern_religion_cybele	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_greek_eastern_religion_moon_god	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_greek_eastern_religion_sun_god	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_greek_fish_loony	rom_building_gdp_mod_trade_all	this_character_local_region_province	1.0000
r2_sp_anc_greek_games_boxer	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_greek_gym_instructor	rom_force_unit_mod_movement_speed	this_general_when_on_land	3.0000
r2_sp_anc_greek_harpist	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_greek_herm_carver	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_anc_greek_honest_clerk	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_greek_honest_coin_tester	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_greek_honest_legislator	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_greek_husband_pol_spartan	rom_building_gdp_mod_culture_all	this_character_local_region_province	-5.0000
r2_sp_anc_greek_husband_pol_spartan	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_greek_husband_pol_spartan	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_greek_husband_spartan	rom_building_gdp_mod_culture_all	this_character_local_region_province	-5.0000
r2_sp_anc_greek_husband_spartan	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_greek_item_boots	rom_force_unit_mod_infantry_charge_bonus	this_agent	5.0000
r2_sp_anc_greek_item_boxing_glove	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_greek_item_curse_tablet	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_greek_item_drinking_horn_sparta	rom_general_bodyguard_mod_morale	this_general_when_on_land	1.0000
r2_sp_anc_greek_item_drinking_horn_thrace	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_greek_item_god_ares	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_greek_item_god_dionysus	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_greek_item_god_dionysus	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_greek_item_god_hephaestus	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_item_graven_image	rom_tech_civil_economy_industry_gdp_mod	this_character_local_region_province	5.0000
r2_sp_anc_greek_item_parasol	rom_general_force_mod_siege_defence_attrition	this_agent	-3.0000
r2_sp_anc_greek_item_poison_hemlock_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_greek_item_sandals	rom_agent_defence_evade_enemies_mod	this_agent	3.0000
r2_sp_anc_greek_item_sunhat_1	rom_character_culture_conversion_to_state_culture	this_character_local_region	3.0000
r2_sp_anc_greek_item_sunhat_2	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_greek_item_sword_alexander	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_greek_item_wine_bowl	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_greek_item_wine_bowl	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_greek_item_wine_bowl	rom_general_attribute_mod_subterfuge	this_general	1.0000
r2_sp_anc_greek_item_wine_cup	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_greek_item_wine_jar	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_greek_magic_oracle	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_greek_money_changer	rom_tech_civil_economy_administration_cost_mod	this_character_faction	-5.0000
r2_sp_anc_greek_mysteries_adept	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_greek_mysteries_initiate_1	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_greek_mysteries_initiate_2	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_greek_mysteries_temple_leader	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_mysteries_temple_leader	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_greek_mysteries_virgin_athena	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_philosopher_teacher	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_greek_producer_1	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_producer_2	rom_building_gdp_mod_culture_all	this_character_local_region_province	-5.0000
r2_sp_anc_greek_producer_2	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_racist_advisor	rom_building_trade_tariffs_all	this_character_faction	5.0000
r2_sp_anc_greek_religion_aphrodite	rom_fertility_mod	this_agent	10.0000
r2_sp_anc_greek_religion_aphrodite	rom_force_campaign_mod_happiness_own_culture	this_character_local_province	5.0000
r2_sp_anc_greek_religion_ares	rom_force_unit_mod_chariot_charge_bonus	this_general_force	5.0000
r2_sp_anc_greek_religion_artemis	rom_tech_module_civil_agriculture	this_character_local_province	1.0000
r2_sp_anc_greek_religion_asklepios	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_greek_religion_athena	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_greek_religion_demeter	rom_tech_module_civil_agriculture	this_character_local_province	1.0000
r2_sp_anc_greek_religion_dionysus	rom_character_province_growth	this_character_local_province	1.0000
r2_sp_anc_greek_religion_dionysus	rom_fertility_mod	this_agent	10.0000
r2_sp_anc_greek_religion_hephaestus	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_greek_religion_hercules	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_anc_greek_religion_hermes_1	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	3.0000
r2_sp_anc_greek_religion_hermes_2	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_greek_religion_nike	rom_force_unit_mod_morale_own_territory	this_agent	3.0000
r2_sp_anc_greek_religion_poseidon	rom_force_unit_mod_morale	this_general_fleet	2.0000
r2_sp_anc_greek_religion_zeus	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_greek_shieldmaker	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_greek_sycophant	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_greek_wife_pol_spartan	rom_building_gdp_mod_culture_all	this_character_local_region_province	-5.0000
r2_sp_anc_greek_wife_pol_spartan	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_greek_wife_pol_spartan	rom_character_political_marriage_loyalty	this_agent	3.0000
r2_sp_anc_greek_wife_spartan	rom_building_gdp_mod_culture_all	this_character_local_region_province	-5.0000
r2_sp_anc_greek_wife_spartan	rom_character_gravitas_per_turn_mod	this_general	2.0000
r2_sp_anc_husband_foreign_african_arabian	rom_building_gdp_mod_agriculture_all	this_character_local_region_province	10.0000
r2_sp_anc_husband_foreign_african_arabian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_barb_east	rom_building_gdp_mod_agriculture_animal_husbandry	this_character_local_region_province	10.0000
r2_sp_anc_husband_foreign_barb_east	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_british	rom_building_gdp_mod_culture_learning	this_character_local_region_province	10.0000
r2_sp_anc_husband_foreign_british	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_carthaginian	rom_building_trade_tariffs_all	this_character_faction	10.0000
r2_sp_anc_husband_foreign_carthaginian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_celtiberian	rom_building_gdp_mod_culture_learning	this_character_local_region_province	10.0000
r2_sp_anc_husband_foreign_celtiberian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_celtic	rom_building_gdp_mod_culture_learning	this_character_local_region_province	10.0000
r2_sp_anc_husband_foreign_celtic	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_daco_thracian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_daco_thracian	rom_force_campaign_mod_raid_income	this_army	10.0000
r2_sp_anc_husband_foreign_eastern	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_eastern	rom_general_attribute_mod_zeal	this_general	3.0000
r2_sp_anc_husband_foreign_egyptian	rom_building_research_cost_mod_civil	this_faction	5.0000
r2_sp_anc_husband_foreign_egyptian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_gaul	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_gaul	rom_general_attribute_mod_authority	this_general	3.0000
r2_sp_anc_husband_foreign_germanic	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_germanic	rom_general_attribute_mod_authority	this_general	3.0000
r2_sp_anc_husband_foreign_greek	rom_character_culture_conversion_to_state_culture	this_character_faction	5.0000
r2_sp_anc_husband_foreign_greek	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_illyrian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_illyrian	rom_force_campaign_mod_raid_income	this_army	10.0000
r2_sp_anc_husband_foreign_parthian	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_parthian	rom_general_attribute_mod_zeal	this_general	3.0000
r2_sp_anc_husband_foreign_pontic	rom_character_culture_conversion_to_state_culture	this_character_faction	5.0000
r2_sp_anc_husband_foreign_pontic	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_roman	rom_character_diplomatic_marriage_relations	this_agent	10.0000
r2_sp_anc_husband_foreign_roman	rom_general_attribute_mod_subterfuge	this_general	3.0000
r2_sp_anc_iberian_army_sword	rom_force_unit_swords_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_non_greek_slave_greek	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_non_roman_judean_rebel	rom_force_unit_mod_melee_attack_versus_romans	this_general_force	10.0000
r2_sp_anc_pontic_antidotes	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_punic_african_slave	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_anc_punic_african_spy	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_punic_african_spy	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_punic_architect	rom_tech_engineering_construction_building_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_punic_army_barbarian_guide	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_punic_army_defeatist	rom_force_unit_mod_morale_attacking	this_general_force	2.0000
r2_sp_anc_punic_army_defeatist	rom_general_attribute_mod_zeal	this_agent	1.0000
r2_sp_anc_punic_army_libyan_groom	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_punic_coinmaker	rom_force_unit_mod_morale_mercenary	this_general_force	2.0000
r2_sp_anc_punic_coinmaker	rom_tech_military_management_mercenary_cost	this_character_faction	-5.0000
r2_sp_anc_punic_elder_council_member_martin	rom_tech_military_management_mercenary_upkeep	this_general_force	-5.0000
r2_sp_anc_punic_emissary	rom_building_culture_conversion_punic	this_character_faction	2.0000
r2_sp_anc_punic_executioner	rom_general_local_mod_repression	this_character_local_province	1.0000
r2_sp_anc_punic_greek_army_elephant_rider	rom_tech_engineering_siege_elephant_morale_mod	this_general_force	5.0000
r2_sp_anc_punic_greek_army_elephant_spike	rom_tech_engineering_siege_elephant_damage_mod	this_general_force	5.0000
r2_sp_anc_punic_greek_eastern_army_elephant_comman	rom_tech_engineering_siege_elephant_damage_mod	this_general_force	5.0000
r2_sp_anc_punic_hannibal_companions_surus	rom_tech_engineering_siege_elephant_damage_mod	this_general_force	5.0000
r2_sp_anc_punic_item_animal_skin	rom_building_culture_conversion_punic	this_character_faction	1.0000
r2_sp_anc_punic_item_fancy_mask	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_anc_punic_item_god_baal	rom_building_research_points_mod_military	this_character_faction	5.0000
r2_sp_anc_punic_item_god_tanit	rom_building_research_points_mod_civil	this_character_faction	5.0000
r2_sp_anc_punic_item_ivory_bowl	rom_force_unit_mod_morale	this_general_force	1.0000
r2_sp_anc_punic_item_lovely_carpet	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_punic_item_perfume_burner	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_punic_item_sacred_stone	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_punic_item_sardinian_lamp	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_item_wig	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_punic_judge	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_punic_masked_mincer	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_anc_punic_mercenary_gallic	rom_general_local_mod_mercenary_pool_replenishment	this_character_faction	5.0000
r2_sp_anc_punic_mercenary_greek	rom_agent_action_target_army_melee_attack	this_general_force	5.0000
r2_sp_anc_punic_mercenary_iberian	rom_force_unit_swords_mod_melee_attack	this_general_force	10.0000
r2_sp_anc_punic_mercenary_italian	rom_force_campaign_mod_recruitment_cost_mercenary	this_general	-5.0000
r2_sp_anc_punic_merchant_italian	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_merchant_libyan_garlic	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_merchant_libyan_glass	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_merchant_sardinian	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_merchant_sicilian	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_metallurgist	rom_building_gdp_mod_trade_all	this_character_local_region_province	5.0000
r2_sp_anc_punic_numidian_chef	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_punic_propagandist	rom_building_culture_conversion_punic	this_character_faction	2.0000
r2_sp_anc_punic_religion_acolyte	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_punic_religion_astarte	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_punic_religion_baal_hammon	rom_fertility_mod	this_agent	5.0000
r2_sp_anc_punic_religion_baal_hammon	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_punic_religion_baal_lucan	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	1.0000
r2_sp_anc_punic_religion_eshmoun	rom_agent_wound_recovery_time_mod	this_agent	-1.0000
r2_sp_anc_punic_religion_gareth	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_punic_religion_milqart	rom_force_unit_mod_morale	this_general_fleet	2.0000
r2_sp_anc_punic_religion_tanit	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_roman_army_armour_1	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_roman_army_armour_2	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_roman_army_armour_3	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_roman_army_artilleryman	rom_force_unit_mod_artillery_rate	this_general_force	5.0000
r2_sp_anc_roman_army_barley_ration	rom_general_force_mod_non_merc_upkeep_costs	this_general_when_on_land	5.0000
r2_sp_anc_roman_army_cadet	rom_building_unit_training_morale_cavalry	this_general_local_province	5.0000
r2_sp_anc_roman_army_camp_prefect	rom_force_unit_mod_morale_foreign_territory	this_general_when_on_land	3.0000
r2_sp_anc_roman_army_cape	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_roman_army_carrier_pigeon	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_roman_army_carrier_pigeon	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_roman_army_centurion_primus	rom_force_unit_mod_infantry_heavy_melee_attack	this_general_force	5.0000
r2_sp_anc_roman_army_common_prozzy	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_dagger	rom_building_province_attribute_all	this_general	1.0000
r2_sp_anc_roman_army_hero_auxiliary	rom_force_unit_mod_morale_auxiliary	this_general_force	2.0000
r2_sp_anc_roman_army_hero_hastatus	rom_building_unit_training_morale_melee_inf	this_general_local_province	5.0000
r2_sp_anc_roman_army_hero_principes	rom_force_unit_mod_infantry_morale	this_general_force	5.0000
r2_sp_anc_roman_army_hero_triarius	rom_force_unit_mod_infantry_xp_gain_rate	this_general_force	5.0000
r2_sp_anc_roman_army_hero_velite	rom_building_unit_training_morale_ranged_inf	this_general_local_province	5.0000
r2_sp_anc_roman_army_javelin_legionary_early	rom_force_unit_mod_missile_range	this_general_force	5.0000
r2_sp_anc_roman_army_javelin_velite	rom_force_unit_mod_missile_range	this_general_force	5.0000
r2_sp_anc_roman_army_legionary_guard_captain	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_legionary_senior	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_legionary_skilled	rom_general_attribute_mod_authority_land	this_general_when_on_land	1.0000
r2_sp_anc_roman_army_lucius_vorinus	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_optio	rom_building_unit_training_morale_cavalry	this_general_local_province	5.0000
r2_sp_anc_roman_army_praetorian	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_roman_army_scout	rom_force_campaign_mod_line_of_sight	this_agent	1.0000
r2_sp_anc_roman_army_shield_1	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_roman_army_shield_2	rom_force_unit_mod_armour	this_general_force	5.0000
r2_sp_anc_roman_army_sling_and_shot	rom_force_unit_mod_auxiliary_missile_rate	this_general_force	5.0000
r2_sp_anc_roman_army_slinger	rom_agent_action_target_army_firing_rate	this_general_force	5.0000
r2_sp_anc_roman_army_spear_1	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_standard_bearer	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_army_standard_eagle	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_roman_army_sword_1	rom_force_unit_swords_mod_melee_attack	this_general_force	5.0000
r2_sp_anc_roman_army_titus_pullo	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_roman_army_tribune	rom_building_unit_training_morale_cavalry	this_general_local_province	5.0000
r2_sp_anc_roman_army_trumpeter_veteran	rom_force_unit_mod_charge_bonus	this_general_force	5.0000
r2_sp_anc_roman_army_veteran_centurion	rom_agent_defence_evade_enemies_mod	this_general	5.0000
r2_sp_anc_roman_army_watch_goose	rom_agent_action_deployed_province_subterfuge	this_character_local_province	1.0000
r2_sp_anc_roman_arts_actor	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_arts_comedian	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_arts_poet_ode	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_civil_publican	rom_tech_engineering_construction_temple_cost_mod	this_character_local_region_province	-5.0000
r2_sp_anc_roman_client_equestrian_1	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_roman_client_equestrian_2	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_roman_client_freeman	rom_character_gravitas_per_turn_mod	this_general	1.0000
r2_sp_anc_roman_client_lanista	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_client_magistrate	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_roman_client_mobster	rom_general_attribute_mod_subterfuge	this_agent	1.0000
r2_sp_anc_roman_client_plebian_1	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_roman_client_plebian_2	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_roman_client_senator	rom_general_attribute_mod_authority	this_agent	1.0000
r2_sp_anc_roman_commentarii_de_bello_gallico	rom_force_unit_mod_melee_attack_versus_barbarians	this_general_force	10.0000
r2_sp_anc_roman_corona_graminea	rom_general_attribute_mod_authority	this_general	1.0000
r2_sp_anc_roman_corona_graminea	rom_general_force_mod_siege_defence_holdout_time	this_force_general	1.0000
r2_sp_anc_roman_crocodile_wrestler	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_roman_diligent_centurion	rom_character_province_public_order	this_character_local_province	2.0000
r2_sp_anc_roman_disc_of_sol_invictus	rom_general_attribute_mod_zeal	this_general	2.0000
r2_sp_anc_roman_edessa_survivor	rom_force_unit_mod_melee_attack_versus_easterners	this_general_force	10.0000
r2_sp_anc_roman_eyeliner	rom_force_unit_mod_morale	this_general_force	2.0000
r2_sp_anc_roman_games_animal	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_boxer	rom_agent_defence_wound_chance_mod	this_agent	5.0000
r2_sp_anc_roman_games_charioteer_blue	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_charioteer_green	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_charioteer_red	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_charioteer_white	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_doctore	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
r2_sp_anc_roman_games_editor	rom_building_gdp_mod_culture_all	this_character_local_region_province	5.0000
