key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icon_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	settler_rebellion_faction	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	card_colour_r	card_colour_g	card_colour_b	diplomacy_culture	senator_total	use_legion_names
rom_massilia_civil_war	2041770204	sc_rom_greek	playable	Massilian Nobles	Massilian Nobles	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Massilia_civil_war		data\ui\flags\Carthage	149.0000	89.0000	17.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	massilia	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Massilian Noble Usurpers!	You are defending against Massilian Noble Usurpers!		FACTION_CHOSOKABE	true	149.0000	89.0000	17.0000	rom_Hellenistic	0	false
rom_massilia_secession	2041770890	sc_rom_greek	playable	Massilian Secessionists	Massilian Secessionists	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Massilia_civil_war		data\ui\flags\Carthage	149.0000	89.0000	17.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	massilia	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Massilian Secessionists!	You are defending against Massilian Secessionists!		FACTION_CHOSOKABE	true	149.0000	89.0000	17.0000	rom_Hellenistic	0	false
rom_media	2041768570	sc_rom_eastern	playable	Media	Media	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Media		data\ui\flags\Carthage	127.0000	132.0000	136.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	seleucid_eastern	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Media!	You are defending against Media!		FACTION_CHOSOKABE	true	127.0000	132.0000	136.0000	rom_Eastern	0	false
rom_media_atropatene	2041768585	sc_rom_eastern	playable	Media Atropatene	Media Atropatene	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Media Atropatene		data\ui\flags\Carthage	229.0000	132.0000	29.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	media	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Media Atropatene!	You are defending against Media Atropatene!		FACTION_CHOSOKABE	true	229.0000	132.0000	29.0000	rom_Eastern	0	false
rom_meroe	2041768739	sc_rom_african_arabian	playable	Meroe	Meroe	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\meroe_Civil_War		data\ui\flags\Carthage	246.0000	210.0000	124.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	aethiopian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Meroe!	You are defending against Meroe!		FACTION_CHOSOKABE	true	246.0000	210.0000	124.0000	rom_Eastern	0	false
rom_nabatea	2041768732	sc_rom_african_arabian	playable	Nabataea	Nabataea	170	eastern		false	true	true	data\ui\units\icons\france	data\ui\flags\Nabatea		data\ui\flags\Carthage	160.0000	81.0000	66.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	dk_nabatean	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Nabataea!	You are defending against Nabataea!		FACTION_CHOSOKABE	true	160.0000	81.0000	66.0000	rom_Eastern	0	false
rom_nabatea_civil_war	2041771159	sc_rom_african_arabian	playable	Nabataean Nobles	Nabataean Nobles	170	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Nabatea_Civil_War		data\ui\flags\Carthage	37.0000	53.0000	76.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	dk_nabatean	date_rebels	173.0000	173.0000	173.0000	0	false	false	63	63	You are attacking Nabataean Nobles!	You are defending against Nabataean Nobles!		FACTION_CHOSOKABE	true	160.0000	81.0000	66.0000	rom_Eastern	0	false
rom_nabatea_secession	2041771165	sc_rom_african_arabian	playable	Nabataean Secessionists	Nabataean Secessionists	170	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Nabatea_Civil_War		data\ui\flags\Carthage	37.0000	53.0000	76.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	dk_nabatean	date_rebels	173.0000	173.0000	173.0000	0	false	false	63	63	You are attacking Nabataean Secessionists!	You are defending against Nabataean Secessionists!		FACTION_CHOSOKABE	true	160.0000	81.0000	66.0000	rom_Eastern	0	false
rom_namnetes	2041768309	sc_rom_gaul	playable	Namnetes	Namnetes	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Namnetes		data\ui\flags\Carthage	166.0000	126.0000	65.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	gallic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Namnetes!	You are defending against Namnetes!		FACTION_CHOSOKABE	true	166.0000	126.0000	65.0000	rom_Barbarian	0	false
rom_nasamones	2041768751	sc_rom_african_arabian	playable	Nasamones	Nasamones	63	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Nasamones		data\ui\flags\Carthage	221.0000	169.0000	96.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	african	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Nasamones!	You are defending against the Nasamones!		FACTION_CHOSOKABE	true	221.0000	169.0000	96.0000	rom_Eastern	0	false
rom_nervii	2041768346	sc_rom_gaul	playable	Nervii	Nervii	55	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Nervii		data\ui\flags\Carthage	229.0000	207.0000	149.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	belgae	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Nervii!	You are defending against the Nervii!		FACTION_CHOSOKABE	true	229.0000	207.0000	149.0000	rom_Barbarian	1200	false
rom_nervii_civil_war	2041769358	sc_rom_gaul	playable	Nervii tribal council	Nervii tribal council	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nervii_Civil_War		data\ui\flags\Carthage	105.0000	128.0000	74.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	belgae	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Nervii Tribal Council!	You are defending against the Nervii Tribal Council!		FACTION_CHOSOKABE	true	105.0000	128.0000	74.0000	rom_Barbarian	0	false
rom_nervii_secession	2041770897	sc_rom_gaul	playable	Nervii Secessionists	Nervii Secessionists	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nervii_Civil_War		data\ui\flags\Carthage	105.0000	128.0000	74.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	belgae	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Nervii Secessionists!	You are defending against Nervii Secessionists!		FACTION_CHOSOKABE	true	105.0000	128.0000	74.0000	rom_Barbarian	0	false
rom_nori	2041768395	sc_rom_celtic	playable	Nori	Nori	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Nori		data\ui\flags\Carthage	124.0000	109.0000	70.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cisalpine_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Nori!	You are defending against the Nori!		FACTION_CHOSOKABE	true	124.0000	109.0000	70.0000	rom_Barbarian	0	false
rom_nova_carthago	2041768230	sc_rom_carthaginian	playable	Nova Carthago	Nova Carthago	81	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Nova Carthago		data\ui\flags\Carthage	116.0000	25.0000	43.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	carthaginian_colony	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Nova Carthago!	You are defending against Nova Carthago!		FACTION_CHOSOKABE	true	116.0000	25.0000	43.0000	rom_Eastern	0	false
rom_odryssia	2041768499	sc_rom_daco_thracian	playable	Odrysian Kingdom	Odrysian Kingdom	108	barbarian		false	true	true	data\ui\units\icons\france	data\ui\flags\Odryssian Kingdom		data\ui\flags\Carthage	194.0000	206.0000	196.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	thracian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Odrysian Kingdom!	You are defending against the Odrysian Kingdom!		FACTION_CHOSOKABE	true	194.0000	206.0000	196.0000	rom_Barbarian	400	false
rom_odryssia_civil_war	2041769638	sc_rom_daco_thracian	playable	Odrysian tribal council	Odrysian Kingdom	108	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Odrysian_Kingdom_civil_war		data\ui\flags\Carthage	222.0000	191.0000	137.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	thracian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Odrysian Kingdom!	You are defending against the Odrysian Kingdom!		FACTION_CHOSOKABE	true	222.0000	191.0000	137.0000	rom_Barbarian	0	false
rom_odryssia_secession	2041770900	sc_rom_daco_thracian	playable	Odrysian Secessionists	Odrysian Secessionists	108	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Odrysian_Kingdom_civil_war		data\ui\flags\Carthage	222.0000	191.0000	137.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	thracian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Odrysian Secessionists!	You are defending against Odrysian Secessionists!		FACTION_CHOSOKABE	true	222.0000	191.0000	137.0000	rom_Barbarian	0	false
rom_parthava	2041768695	sc_rom_eastern	playable	Parthava	Parthava	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Parthava		data\ui\flags\Carthage	131.0000	134.0000	141.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	seleucid_eastern	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Parthava!	You are defending against Parthava!		FACTION_CHOSOKABE	true	131.0000	134.0000	141.0000	rom_Eastern	0	false
rom_parthia	2041768650	sc_rom_parthian	playable	Parthia	Parthia	64	eastern		false	true	true	data\ui\units\icons\france	data\ui\flags\Parthia		data\ui\flags\Carthage	133.0000	92.0000	106.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	parthian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Parthia!	You are defending against Parthia!		FACTION_CHOSOKABE	true	133.0000	92.0000	106.0000	rom_Eastern	300	false
rom_parthia_civil_war	2041768954	sc_rom_parthian	playable	Parthian Nobles	Parthian Nobles	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Parthia_Civil_War		data\ui\flags\Carthage	122.0000	183.0000	175.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	parthian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Parthian Noble Usurpers!	You are defending against Parthian Noble Usurpers!		FACTION_CHOSOKABE	true	122.0000	183.0000	175.0000	rom_Eastern	0	false
rom_parthia_secession	2041770905	sc_rom_parthian	playable	Parthian Secessionists	Parthian Secessionists	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Parthia_Civil_War		data\ui\flags\Carthage	122.0000	183.0000	175.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	parthian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Parthian Secessionists!	You are defending against Parthian Secessionists!		FACTION_CHOSOKABE	true	122.0000	183.0000	175.0000	rom_Eastern	0	false
rom_pergamon	2041768549	sc_rom_greek	playable	Pergamon	Pergamon	48	hellenic		false	true	true	data\ui\units\icons\france	data\ui\flags\Pergamon		data\ui\flags\Carthage	116.0000	25.0000	43.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pergamon	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pergamon!	You are defending against Pergamenes Noble Usurpers!		FACTION_CHOSOKABE	true	116.0000	25.0000	43.0000	rom_Hellenistic	300	false
rom_pergamon_civil_war	2041770211	sc_rom_greek	playable	Pergamenes Nobles	Pergamon Nobles	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Pergamon_civil_war		data\ui\flags\Carthage	75.0000	131.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pergamon	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pergamon Noble Usurpers!	You are defending against Pergamon!		FACTION_CHOSOKABE	true	75.0000	131.0000	60.0000	rom_Hellenistic	0	false
rom_pergamon_secession	2041770915	sc_rom_greek	playable	Pergamenes Secessionists	Pergamenes Secessionists	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Pergamon_civil_war		data\ui\flags\Carthage	75.0000	131.0000	60.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pergamon	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pergamenes Secessionists!	You are defending against Pergamenes Secessionists!		FACTION_CHOSOKABE	true	75.0000	131.0000	60.0000	rom_Hellenistic	0	false
rom_persia	2041768688	sc_rom_eastern	playable	Persia	Persia	64	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Persia		data\ui\flags\Carthage	109.0000	174.0000	238.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	seleucid_eastern	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Persia!	You are defending against Persia!		FACTION_CHOSOKABE	true	109.0000	174.0000	238.0000	rom_Eastern	0	false
rom_pictones	2041768303	sc_rom_gaul	playable	Pictones	Pictones	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Pictones		data\ui\flags\Carthage	79.0000	54.0000	14.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	gallic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Pictones!	You are defending against Pictones!		FACTION_CHOSOKABE	true	79.0000	54.0000	14.0000	rom_Barbarian	0	false
rom_pontus	2041768552	sc_rom_pontic	playable	Pontus	Pontus	48	hellenic		false	true	true	data\ui\units\icons\france	data\ui\flags\Pontus		data\ui\flags\Carthage	38.0000	76.0000	97.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pontic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pontus!	You are defending against Pontus!		FACTION_CHOSOKABE	true	38.0000	76.0000	97.0000	rom_Hellenistic	300	false
rom_pontus_civil_war	2041768960	sc_rom_pontic	playable	Pontic Nobles	Pontic Nobles	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Pontus_Civil_War		data\ui\flags\Carthage	219.0000	145.0000	36.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pontic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pontic Noble Usurpers!	You are defending against Pontic Noble Usurpers!		FACTION_CHOSOKABE	true	219.0000	145.0000	36.0000	rom_Hellenistic	0	false
rom_pontus_secession	2041770925	sc_rom_pontic	playable	Pontic Secessionists	Pontic Secessionists	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Pontus_Civil_War		data\ui\flags\Carthage	219.0000	145.0000	36.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pontic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Pontic Secessionists!	You are defending against Pontic Secessionists!		FACTION_CHOSOKABE	true	219.0000	145.0000	36.0000	rom_Hellenistic	0	false
rom_ptolemaics	2041768188	sc_rom_egyptian	playable	Egypt	Egypt	48	hellenic		false	true	true	data\ui\units\icons\france	data\ui\flags\Egypt		data\ui\flags\Carthage	99.0000	134.0000	164.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	ptolemaic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Egypt!	You are defending against Egypt!		FACTION_CHOSOKABE	true	99.0000	134.0000	164.0000	rom_Hellenistic	300	false
rom_ptolemaics_civil_war	2041768978	sc_rom_egyptian	playable	Egyptian Nobles	Egyptian Nobles	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Egypt_Civil_War		data\ui\flags\Carthage	245.0000	206.0000	111.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	ptolemaic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Egyptian Noble Usurpers!	You are defending against Egyptian Noble Usurpers!		FACTION_CHOSOKABE	true	245.0000	206.0000	111.0000	rom_Hellenistic	0	false
rom_ptolemaics_secession	2041770930	sc_rom_egyptian	playable	Egyptian Secessionists	Egyptian Secessionists	48	hellenic		false	false	false	data\ui\units\icons\france	data\ui\flags\Egypt_Civil_War		data\ui\flags\Carthage	245.0000	206.0000	111.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	ptolemaic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Egyptian Secessionists!	You are defending against Egyptian Secessionists!		FACTION_CHOSOKABE	true	245.0000	206.0000	111.0000	rom_Hellenistic	0	false
rom_qidri	2041768694	sc_rom_african_arabian	playable	Qidri	Qidri	170	eastern		false	false	false	data\ui\units\icons\france	data\ui\flags\Qidri		data\ui\flags\Carthage	188.0000	192.0000	175.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	arabian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Qidri!	You are defending against the Qidri!		FACTION_CHOSOKABE	true	188.0000	192.0000	175.0000	rom_Eastern	0	false
rom_raeti	2041768374	sc_rom_celtic	playable	Raeti	Raeti	55	barbarian		false	false	false	data\ui\units\icons\france	data\ui\flags\Raeti		data\ui\flags\Carthage	196.0000	170.0000	147.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cisalpine_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking the Raeti!	You are defending against the Raeti!		FACTION_CHOSOKABE	true	196.0000	170.0000	147.0000	rom_Barbarian	0	false
rom_rebel_african	2041768902	sc_rom_african_arabian	playable	African Rebels	African Rebels	63	eastern		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_African		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	aethiopian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking African Rebels!	You are defending against African Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Eastern	0	false
rom_rebel_arabian	2041768874	sc_rom_african_arabian	playable	Arabian Rebels	Arabian Rebels	170	eastern		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Arabian		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	arabian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Arabian Rebels!	You are defending against Arabian Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Eastern	0	false
rom_rebel_briton	2041768917	sc_rom_british	playable	British Rebels	British Rebels	55	barbarian		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Briton		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	briton	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking British Rebels!	You are defending against British Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Barbarian	0	false
rom_rebel_celt	2041768853	sc_rom_celtic	playable	Celtic Rebels	Celtic Rebels	55	barbarian		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Celtic		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	balkan_celts	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Celtic Rebels!	You are defending against Celtic Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Barbarian	0	false
rom_rebel_dacian	2041768933	sc_rom_celtic	playable	Dacian Rebels	Dacian Rebels	55	barbarian		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Dacian		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	dacian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Dacian Rebels!	You are defending against Dacian Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Barbarian	0	false
rom_rebel_eastern	2041768883	sc_rom_eastern	playable	Eastern Rebels	Eastern Rebels	64	eastern		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Eastern		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	cappadocia	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Eastern Rebels!	You are defending against Eastern Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Eastern	0	false
rom_rebel_egyptian	2041768942	sc_rom_egyptian	playable	Egyptian Rebels	Egyptian Rebels	48	hellenic		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Egyptian		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	ptolemaic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Egyptian Rebels!	You are defending against Egyptian Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Hellenistic	0	false
rom_rebel_german	2041768861	sc_rom_germanic	playable	German Rebels	German Rebels	87	barbarian		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Germanic		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	germanic	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking German Rebels!	You are defending against German Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Barbarian	0	false
rom_rebel_hellenic	2041768878	sc_rom_greek	playable	Hellenic Rebels	Hellenic Rebels	48	hellenic		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Hellenic		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	pergamon	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Hellenic Rebels!	You are defending against Hellenic Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Hellenistic	0	false
rom_rebel_iberian	2041768907	sc_rom_celtiberian	playable	Iberian Rebels	Iberian Rebels	55	barbarian		true	false	false	data\ui\units\icons\france	data\ui\flags\Rebels_Iberian		data\ui\flags\Carthage	109.0000	107.0000	95.0000	9.0000	79.0000	150.0000	228.0000	180.0000	9.0000	228.0000	180.0000	9.0000	255.0000	255.0000	240.0000	255.0000	255.0000	240.0000	iberian	date_rebels	173.0000	173.0000	173.0000	71	false	false	63	63	You are attacking Iberian Rebels!	You are defending against Iberian Rebels!		FACTION_CHOSOKABE	true	109.0000	107.0000	95.0000	rom_Barbarian	0	false
