uniform_name	filename	battle_filename	campaign_porthole_filename	audio_armour_type	audio_weapon_type	audio_shield_type	campaign_politician_filename
Ste_General_03	Ste_General_03	Ste_General_03_Battle	Ste_General_03	chainmail	sword	wood	Ste_General_politician_03
Ste_General_04	Ste_General_04	Ste_General_04_Battle	Ste_General_04	chainmail	sword	wood	Ste_General_politician_04
Ste_General_05	Ste_General_05	Ste_General_05_Battle	Ste_General_05	chainmail	sword	wood	Ste_General_politician_05
Ste_General_06	Ste_General_06	Ste_General_06_Battle	Ste_General_06	chainmail	sword	wood	Ste_General_politician_06
Ste_General_07	Ste_General_07	Ste_General_07_Battle	Ste_General_07	chainmail	sword	wood	Ste_General_politician_07
Ste_General_08	Ste_General_08	Ste_General_08_Battle	Ste_General_08	chainmail	sword	wood	Ste_General_politician_08
Ste_General_09	Ste_General_09	Ste_General_09_Battle	Ste_General_09	chainmail	sword	wood	Ste_General_politician_09
Ste_General_10	Ste_General_10	Ste_General_10_Battle	Ste_General_10	chainmail	sword	wood	Ste_General_politician_10
Ste_General_11	Ste_General_11	Ste_General_11_Battle	Ste_General_11	chainmail	sword	wood	Ste_General_politician_11
Ste_General_12	Ste_General_12	Ste_General_12_Battle	Ste_General_12	chainmail	sword	wood	Ste_General_politician_12
Ste_General_13	Ste_General_13	Ste_General_13_Battle	Ste_General_13	chainmail	sword	wood	Ste_General_politician_13
Ste_General_14	Ste_General_14	Ste_General_14_Battle	Ste_General_14	chainmail	sword	wood	Ste_General_politician_14
Ste_General_15	Ste_General_15	Ste_General_15_Battle	Ste_General_15	chainmail	sword	wood	Ste_General_politician_15
Ste_General_16	Ste_General_16	Ste_General_16_Battle	Ste_General_16	chainmail	sword	wood	Ste_General_politician_16
Ste_General_17	Ste_General_17	Ste_General_17_Battle	Ste_General_17	chainmail	sword	wood	Ste_General_politician_17
Ste_General_18	Ste_General_18	Ste_General_18_Battle	Ste_General_18	chainmail	sword	wood	Ste_General_politician_18
Ste_General_19	Ste_General_19	Ste_General_19_Battle	Ste_General_19	chainmail	sword	wood	Ste_General_politician_19
Ste_General_20	Ste_General_20	Ste_General_20_Battle	Ste_General_20	chainmail	sword	wood	Ste_General_politician_20
Thr_General_01	Thr_General_01	Thr_General_01_Battle	Thr_General_01	bronze	sword	wood	Thr_General_politician_01
Thr_General_02	Thr_General_02	Thr_General_02_Battle	Thr_General_02	bronze	sword	wood	Thr_General_politician_02
Thr_General_03	Thr_General_03	Thr_General_03_Battle	Thr_General_03	bronze	sword	wood	Thr_General_politician_03
Thr_General_04	Thr_General_04	Thr_General_04_Battle	Thr_General_04	bronze	sword	wood	Thr_General_politician_04
Thr_General_05	Thr_General_05	Thr_General_05_Battle	Thr_General_05	bronze	sword	wood	Thr_General_politician_05
Thr_General_06	Thr_General_06	Thr_General_06_Battle	Thr_General_06	bronze	sword	wood	Thr_General_politician_06
Thr_General_07	Thr_General_07	Thr_General_07_Battle	Thr_General_07	bronze	sword	wood	Thr_General_politician_07
Thr_General_08	Thr_General_08	Thr_General_08_Battle	Thr_General_08	bronze	sword	wood	Thr_General_politician_08
Thr_General_09	Thr_General_09	Thr_General_09_Battle	Thr_General_09	bronze	sword	wood	Thr_General_politician_09
Thr_General_10	Thr_General_10	Thr_General_10_Battle	Thr_General_10	bronze	sword	wood	Thr_General_politician_10
Varus	Varus_General	Varus_General_Battle	Varus_General	bronze	sword	wood	Varus_General
Vercingetorix	Vercingetorix_General	Vercingetorix_General_Battle	Vercingetorix_General	chainmail	sword	wood	Vercingetorix_General
agent_champion_female_briton	agent_champion_female_briton		agent_champion_female_briton_portrait	cloth	spear	body	
agent_champion_female_gaul	agent_champion_female_gaul		agent_champion_female_gaul_portrait	cloth	spear	body	
agent_champion_female_german	agent_champion_female_german		agent_champion_female_german_portrait	cloth	spear	body	
agent_champion_male_afroarabian_01	agent_champion_male_afroarabian		agent_champion_male_afroarabian_portrait_01	chainmail	sword_long	wood	
agent_champion_male_afroarabian_02	agent_champion_male_afroarabian		agent_champion_male_afroarabian_portrait_01	chainmail	sword_long	wood	
agent_champion_male_afroarabian_03	agent_champion_male_afroarabian		agent_champion_male_afroarabian_portrait_01	chainmail	sword_long	wood	
agent_champion_male_afroarabian_04	agent_champion_male_afroarabian		agent_champion_male_afroarabian_portrait_01	chainmail	sword_long	wood	
agent_champion_male_afroarabian_05	agent_champion_male_afroarabian		agent_champion_male_afroarabian_portrait_01	chainmail	sword_long	wood	
agent_champion_male_briton_01	agent_champion_male_briton		agent_champion_male_briton_portrait_01	cloth	sword_long	wood	
agent_champion_male_briton_02	agent_champion_male_briton		agent_champion_male_briton_portrait_01	cloth	sword_long	wood	
agent_champion_male_briton_03	agent_champion_male_briton		agent_champion_male_briton_portrait_01	cloth	sword_long	wood	
agent_champion_male_briton_04	agent_champion_male_briton		agent_champion_male_briton_portrait_01	cloth	sword_long	wood	
agent_champion_male_briton_05	agent_champion_male_briton		agent_champion_male_briton_portrait_01	cloth	sword_long	wood	
agent_champion_male_egyptian_01	agent_champion_male_egyptian		agent_champion_male_egyptian_portrait_01	body	spear	wood	
agent_champion_male_egyptian_02	agent_champion_male_egyptian		agent_champion_male_egyptian_portrait_02	body	spear	wood	
agent_champion_male_egyptian_03	agent_champion_male_egyptian		agent_champion_male_egyptian_portrait_03	body	spear	wood	
agent_champion_male_egyptian_04	agent_champion_male_egyptian		agent_champion_male_egyptian_portrait_04	body	spear	wood	
agent_champion_male_egyptian_05	agent_champion_male_egyptian		agent_champion_male_egyptian_portrait_05	body	spear	wood	
agent_champion_male_gaul_01	agent_champion_male_gaul		agent_champion_male_gaul_portrait_01	cloth	sword_long	wood	
agent_champion_male_gaul_02	agent_champion_male_gaul		agent_champion_male_gaul_portrait_02	cloth	sword_long	wood	
agent_champion_male_gaul_03	agent_champion_male_gaul		agent_champion_male_gaul_portrait_03	cloth	sword_long	wood	
agent_champion_male_gaul_04	agent_champion_male_gaul		agent_champion_male_gaul_portrait_04	cloth	sword_long	wood	
agent_champion_male_gaul_05	agent_champion_male_gaul		agent_champion_male_gaul_portrait_04	cloth	sword_long	wood	
agent_champion_male_german_01	agent_champion_male_german		agent_champion_male_german_portrait_01	cloth	sword_long	wood	
agent_champion_male_german_02	agent_champion_male_german		agent_champion_male_german_portrait_02	cloth	sword_long	wood	
agent_champion_male_german_03	agent_champion_male_german		agent_champion_male_german_portrait_03	cloth	sword_long	wood	
agent_champion_male_german_04	agent_champion_male_german		agent_champion_male_german_portrait_04	cloth	sword_long	wood	
agent_champion_male_german_05	agent_champion_male_german		agent_champion_male_german_portrait_05	cloth	sword_long	wood	
agent_champion_male_greek_01	agent_champion_male_greek		agent_champion_male_greek_portrait_01	bronze	sword	bronze	
agent_champion_male_greek_02	agent_champion_male_greek		agent_champion_male_greek_portrait_02	bronze	sword	bronze	
agent_champion_male_greek_03	agent_champion_male_greek		agent_champion_male_greek_portrait_03	bronze	sword	bronze	
agent_champion_male_greek_04	agent_champion_male_greek		agent_champion_male_greek_portrait_04	bronze	sword	bronze	
agent_champion_male_greek_05	agent_champion_male_greek		agent_champion_male_greek_portrait_05	bronze	sword	bronze	
agent_champion_male_parthian_01	agent_champion_male_parthian		agent_champion_male_parthian_portrait_01	cloth	sword	body	
agent_champion_male_parthian_02	agent_champion_male_parthian		agent_champion_male_parthian_portrait_02	cloth	sword	body	
agent_champion_male_parthian_03	agent_champion_male_parthian		agent_champion_male_parthian_portrait_03	cloth	sword	body	
agent_champion_male_parthian_04	agent_champion_male_parthian		agent_champion_male_parthian_portrait_04	cloth	sword	body	
agent_champion_male_parthian_05	agent_champion_male_parthian		agent_champion_male_parthian_portrait_05	cloth	sword	body	
agent_champion_male_roman_01	agent_champion_male_roman		agent_champion_male_roman_portrait_01	segmented	sword	wood	
agent_champion_male_roman_02	agent_champion_male_roman		agent_champion_male_roman_portrait_02	segmented	sword	wood	
agent_champion_male_roman_03	agent_champion_male_roman		agent_champion_male_roman_portrait_03	segmented	sword	wood	
agent_champion_male_roman_04	agent_champion_male_roman		agent_champion_male_roman_portrait_04	segmented	sword	wood	
agent_champion_male_roman_05	agent_champion_male_roman		agent_champion_male_roman_portrait_05	segmented	sword	wood	
agent_dignitary_female_barbarian	agent_dignitary_female_barbarian		agent_dignitary_female_barbarian_portrait	cloth	sword	body	
agent_dignitary_female_druidic	agent_dignitary_female_druidic		agent_dignitary_female_druidic_portrait	cloth	sword	body	
agent_dignitary_female_egyptian	agent_dignitary_female_egyptian		agent_dignitary_female_egyptian_portrait	cloth	sword	body	
agent_dignitary_female_germanic	agent_dignitary_female_germanic		agent_dignitary_female_germanic_portrait	cloth	sword	body	
agent_dignitary_female_hellenic	agent_dignitary_female_hellenic		agent_dignitary_female_hellenic_portrait	cloth	sword	body	
agent_dignitary_male_afroarabian_01	agent_dignitary_male_afroarabian		agent_dignitary_male_afroarabian_portrait_01	cloth	sword	body	
agent_dignitary_male_afroarabian_02	agent_dignitary_male_afroarabian		agent_dignitary_male_afroarabian_portrait_02	cloth	sword	body	
agent_dignitary_male_afroarabian_03	agent_dignitary_male_afroarabian		agent_dignitary_male_afroarabian_portrait_03	cloth	sword	body	
agent_dignitary_male_afroarabian_04	agent_dignitary_male_afroarabian		agent_dignitary_male_afroarabian_portrait_04	cloth	sword	body	
agent_dignitary_male_afroarabian_05	agent_dignitary_male_afroarabian		agent_dignitary_male_afroarabian_portrait_05	cloth	sword	body	
agent_dignitary_male_briton_01	agent_dignitary_male_briton		agent_dignitary_male_briton_portrait_01	cloth	sword	body	
agent_dignitary_male_briton_02	agent_dignitary_male_briton		agent_dignitary_male_briton_portrait_01	cloth	sword	body	
agent_dignitary_male_briton_03	agent_dignitary_male_briton		agent_dignitary_male_briton_portrait_01	cloth	sword	body	
agent_dignitary_male_briton_04	agent_dignitary_male_briton		agent_dignitary_male_briton_portrait_01	cloth	sword	body	
agent_dignitary_male_briton_05	agent_dignitary_male_briton		agent_dignitary_male_briton_portrait_01	cloth	sword	body	
agent_dignitary_male_druidic_01	agent_dignitary_male_druidic		agent_dignitary_male_druidic_portrait_01	cloth	sword	body	
agent_dignitary_male_druidic_02	agent_dignitary_male_druidic		agent_dignitary_male_druidic_portrait_01	cloth	sword	body	
agent_dignitary_male_druidic_03	agent_dignitary_male_druidic		agent_dignitary_male_druidic_portrait_01	cloth	sword	body	
agent_dignitary_male_druidic_04	agent_dignitary_male_druidic		agent_dignitary_male_druidic_portrait_01	cloth	sword	body	
agent_dignitary_male_druidic_05	agent_dignitary_male_druidic		agent_dignitary_male_druidic_portrait_01	cloth	sword	body	
agent_dignitary_male_eastern_01	agent_dignitary_male_eastern		agent_dignitary_male_eastern_portrait_01	cloth	sword	body	
agent_dignitary_male_eastern_02	agent_dignitary_male_eastern		agent_dignitary_male_eastern_portrait_02	cloth	sword	body	
agent_dignitary_male_eastern_03	agent_dignitary_male_eastern		agent_dignitary_male_eastern_portrait_03	cloth	sword	body	
agent_dignitary_male_eastern_04	agent_dignitary_male_eastern		agent_dignitary_male_eastern_portrait_04	cloth	sword	body	
agent_dignitary_male_eastern_05	agent_dignitary_male_eastern		agent_dignitary_male_eastern_portrait_05	cloth	sword	body	
agent_dignitary_male_hellenic_01	agent_dignitary_male_hellenic		agent_dignitary_male_hellenic_portrait_01	cloth	sword	body	
agent_dignitary_male_hellenic_02	agent_dignitary_male_hellenic		agent_dignitary_male_hellenic_portrait_02	cloth	sword	body	
agent_dignitary_male_hellenic_03	agent_dignitary_male_hellenic		agent_dignitary_male_hellenic_portrait_03	cloth	sword	body	
agent_dignitary_male_hellenic_04	agent_dignitary_male_hellenic		agent_dignitary_male_hellenic_portrait_04	cloth	sword	body	
agent_dignitary_male_hellenic_05	agent_dignitary_male_hellenic		agent_dignitary_male_hellenic_portrait_05	cloth	sword	body	
agent_dignitary_male_roman_01	agent_dignitary_male_roman		agent_dignitary_male_roman_portrait_01	cloth	sword	body	
agent_dignitary_male_roman_02	agent_dignitary_male_roman		agent_dignitary_male_roman_portrait_02	cloth	sword	body	
agent_dignitary_male_roman_03	agent_dignitary_male_roman		agent_dignitary_male_roman_portrait_03	cloth	sword	body	
agent_dignitary_male_roman_04	agent_dignitary_male_roman		agent_dignitary_male_roman_portrait_04	cloth	sword	body	
agent_dignitary_male_roman_05	agent_dignitary_male_roman		agent_dignitary_male_roman_portrait_05	cloth	sword	body	
agent_spy_female_roman	agent_spy_female_roman		agent_spy_female_roman_portrait	cloth	sword	body	
agent_spy_female_skythian	agent_spy_female_skythian		agent_spy_female_skythian_portrait	cloth	sword	body	
agent_spy_male_briton_01	Agent_spy_male_briton		Agent_spy_male_briton_portrait_01	cloth	sword	body	
agent_spy_male_briton_02	Agent_spy_male_briton		Agent_spy_male_briton_portrait_02	cloth	sword	body	
agent_spy_male_briton_03	Agent_spy_male_briton		Agent_spy_male_briton_portrait_03	cloth	sword	body	
agent_spy_male_briton_04	Agent_spy_male_briton		Agent_spy_male_briton_portrait_04	cloth	sword	body	
agent_spy_male_briton_05	Agent_spy_male_briton		Agent_spy_male_briton_portrait_05	cloth	sword	body	
agent_spy_male_gaul_01	Agent_spy_male_gaul		Agent_spy_male_gaul_portrait_01	cloth	sword	body	
agent_spy_male_gaul_02	Agent_spy_male_gaul		Agent_spy_male_gaul_portrait_02	cloth	sword	body	
agent_spy_male_gaul_03	Agent_spy_male_gaul		Agent_spy_male_gaul_portrait_03	cloth	sword	body	
agent_spy_male_gaul_04	Agent_spy_male_gaul		Agent_spy_male_gaul_portrait_04	cloth	sword	body	
agent_spy_male_gaul_05	Agent_spy_male_gaul		Agent_spy_male_gaul_portrait_05	cloth	sword	body	
agent_spy_male_german_01	Agent_spy_male_german		Agent_spy_male_german_portrait_01	cloth	sword	body	
agent_spy_male_german_02	Agent_spy_male_german		Agent_spy_male_german_portrait_02	cloth	sword	body	
agent_spy_male_german_03	Agent_spy_male_german		Agent_spy_male_german_portrait_03	cloth	sword	body	
agent_spy_male_german_04	Agent_spy_male_german		Agent_spy_male_german_portrait_04	cloth	sword	body	
agent_spy_male_german_05	Agent_spy_male_german		Agent_spy_male_german_portrait_05	cloth	sword	body	
agent_spy_male_parthian_01	Agent_spy_male_parthian		Agent_spy_male_parthian_portrait_01	cloth	sword	body	
agent_spy_male_parthian_02	Agent_spy_male_parthian		Agent_spy_male_parthian_portrait_02	cloth	sword	body	
agent_spy_male_parthian_03	Agent_spy_male_parthian		Agent_spy_male_parthian_portrait_03	cloth	sword	body	
agent_spy_male_parthian_04	Agent_spy_male_parthian		Agent_spy_male_parthian_portrait_04	cloth	sword	body	
agent_spy_male_parthian_05	Agent_spy_male_parthian		Agent_spy_male_parthian_portrait_05	cloth	sword	body	
campaign_ship_barb_agent	campaign_ship_trireme_barbarian_agent01		campaign_ship_trireme_barbarian_agent01	leather	club	wood	
campaign_ship_barb_army	campaign_ship_trireme_barbarian_army01		campaign_ship_trireme_barbarian_army01	leather	club	wood	
campaign_ship_barb_fleet	campaign_ship_trireme_barbarian_fleet01		campaign_ship_trireme_barbarian_fleet01	leather	club	wood	
campaign_ship_civ_agent	campaign_ship_trireme_roman_agent01		campaign_ship_trireme_roman_agent01	leather	club	wood	
campaign_ship_civ_army	campaign_ship_trireme_roman_army01		campaign_ship_trireme_roman_army01	leather	club	wood	
campaign_ship_civ_fleet	campaign_ship_trireme_roman_fleet01		campaign_ship_trireme_roman_fleet01	leather	club	wood	
dk_fem_afr_general_01	dk_fem_afr_general_01_campaign	dk_fem_afr_general_01	dk_fem_afr_general_01_campaign	chainmail	sword	wood	dk_fem_afr_general_01_statesman
dk_fem_afr_general_02	dk_fem_afr_general_02_campaign	dk_fem_afr_general_02	dk_fem_afr_general_02_campaign	chainmail	sword	wood	dk_fem_afr_general_02_statesman
dk_fem_afr_general_03	dk_fem_afr_general_03_campaign	dk_fem_afr_general_03	dk_fem_afr_general_03_campaign	chainmail	sword	wood	dk_fem_afr_general_03_statesman
dk_fem_afr_general_04	dk_fem_afr_general_04_campaign	dk_fem_afr_general_04	dk_fem_afr_general_04_campaign	chainmail	sword	wood	dk_fem_afr_general_04_statesman
dk_fem_afr_general_05	dk_fem_afr_general_05_campaign	dk_fem_afr_general_05	dk_fem_afr_general_05_campaign	chainmail	sword	wood	dk_fem_afr_general_05_statesman
dk_fem_afr_general_queen	dk_fem_afr_queen_campaign	dk_fem_afr_queen	dk_fem_afr_queen_campaign	chainmail	sword	wood	dk_fem_afr_queen_politician
dk_fem_barbeast_general_01	dk_fem_barbeast_general_01_campaign	dk_fem_barbeast_general_01	dk_fem_barbeast_general_01_campaign	chainmail	sword	wood	dk_fem_barbeast_general_01_statesman
dk_fem_barbeast_general_02	dk_fem_barbeast_general_02_campaign	dk_fem_barbeast_general_02	dk_fem_barbeast_general_02_campaign	chainmail	sword	wood	dk_fem_barbeast_general_02_statesman
dk_fem_barbeast_general_03	dk_fem_barbeast_general_03_campaign	dk_fem_barbeast_general_03	dk_fem_barbeast_general_03_campaign	chainmail	sword	wood	dk_fem_barbeast_general_03_statesman
dk_fem_barbeast_general_04	dk_fem_barbeast_general_04_campaign	dk_fem_barbeast_general_04	dk_fem_barbeast_general_04_campaign	chainmail	sword	wood	dk_fem_barbeast_general_04_statesman
dk_fem_barbeast_general_05	dk_fem_barbeast_general_05_campaign	dk_fem_barbeast_general_05	dk_fem_barbeast_general_05_campaign	chainmail	sword	wood	dk_fem_barbeast_general_05_statesman
dk_fem_celt_general_01	dk_fem_celt_general_01_campaign	dk_fem_celt_general_01	dk_fem_celt_general_01_campaign	chainmail	sword	wood	dk_fem_celt_general_01_statesman
dk_fem_celt_general_02	dk_fem_celt_general_02_campaign	dk_fem_celt_general_02	dk_fem_celt_general_02_campaign	chainmail	sword	wood	dk_fem_celt_general_02_statesman
dk_fem_celt_general_03	dk_fem_celt_general_03_campaign	dk_fem_celt_general_03	dk_fem_celt_general_03_campaign	chainmail	sword	wood	dk_fem_celt_general_03_statesman
dk_fem_celt_general_04	dk_fem_celt_general_04_campaign	dk_fem_celt_general_04	dk_fem_celt_general_04_campaign	chainmail	sword	wood	dk_fem_celt_general_04_statesman
dk_fem_celt_general_05	dk_fem_celt_general_05_campaign	dk_fem_celt_general_05	dk_fem_celt_general_05_campaign	chainmail	sword	wood	dk_fem_celt_general_05_statesman
dk_fem_civ_general_01	dk_fem_civ_general_01_campaign	dk_fem_civ_general_01	dk_fem_civ_general_01_campaign	chainmail	sword	wood	dk_fem_civ_general_01_statesman
dk_fem_civ_general_02	dk_fem_civ_general_02_campaign	dk_fem_civ_general_02	dk_fem_civ_general_02_campaign	chainmail	sword	wood	dk_fem_civ_general_02_statesman
dk_fem_civ_general_03	dk_fem_civ_general_03_campaign	dk_fem_civ_general_03	dk_fem_civ_general_03_campaign	chainmail	sword	wood	dk_fem_civ_general_03_statesman
dk_fem_east_general_01	dk_fem_east_general_01_campaign	dk_fem_east_general_01	dk_fem_east_general_01_campaign	chainmail	sword	wood	dk_fem_east_general_01_statesman
dk_fem_east_general_02	dk_fem_east_general_02_campaign	dk_fem_east_general_02	dk_fem_east_general_02_campaign	chainmail	sword	wood	dk_fem_east_general_02_statesman
dk_fem_east_general_03	dk_fem_east_general_03_campaign	dk_fem_east_general_03	dk_fem_east_general_03_campaign	chainmail	sword	wood	dk_fem_east_general_03_statesman
dk_fem_east_general_04	dk_fem_east_general_04_campaign	dk_fem_east_general_04	dk_fem_east_general_04_campaign	chainmail	sword	wood	dk_fem_east_general_04_statesman
dk_fem_east_general_05	dk_fem_east_general_05_campaign	dk_fem_east_general_05	dk_fem_east_general_05_campaign	chainmail	sword	wood	dk_fem_east_general_05_statesman
dk_fem_egy_general_01	dk_fem_egy_general_01_campaign	dk_fem_egy_general_01	dk_fem_egy_general_01_campaign	chainmail	sword	wood	dk_fem_egy_general_01_statesman
dk_fem_egy_general_02	dk_fem_egy_general_02_campaign	dk_fem_egy_general_02	dk_fem_egy_general_02_campaign	chainmail	sword	wood	dk_fem_egy_general_02_statesman
dk_fem_egy_general_03	dk_fem_egy_general_03_campaign	dk_fem_egy_general_03	dk_fem_egy_general_03_campaign	chainmail	sword	wood	dk_fem_egy_general_03_statesman
dk_fem_ger_general_01	dk_fem_ger_general_01_campaign	dk_fem_ger_general_01	dk_fem_ger_general_01_campaign	chainmail	sword	wood	dk_fem_ger_general_01_statesman
dk_fem_ger_general_02	dk_fem_ger_general_02_campaign	dk_fem_ger_general_02	dk_fem_ger_general_02_campaign	chainmail	sword	wood	dk_fem_ger_general_02_statesman
dk_fem_ger_general_03	dk_fem_ger_general_03_campaign	dk_fem_ger_general_03	dk_fem_ger_general_03_campaign	chainmail	sword	wood	dk_fem_ger_general_03_statesman
dk_fem_ger_general_04	dk_fem_ger_general_04_campaign	dk_fem_ger_general_04	dk_fem_ger_general_04_campaign	chainmail	sword	wood	dk_fem_ger_general_04_statesman
dk_fem_ger_general_05	dk_fem_ger_general_05_campaign	dk_fem_ger_general_05	dk_fem_ger_general_05_campaign	chainmail	sword	wood	dk_fem_ger_general_05_statesman
dk_fem_ibe_general_01	dk_fem_ibe_general_01_campaign	dk_fem_ibe_general_01	dk_fem_ibe_general_01_campaign	chainmail	sword	wood	dk_fem_ibe_general_01_politician
dk_fem_ibe_general_02	dk_fem_ibe_general_02_campaign	dk_fem_ibe_general_02	dk_fem_ibe_general_02_campaign	chainmail	sword	wood	dk_fem_ibe_general_02_politician
dk_fem_ibe_general_03	dk_fem_ibe_general_03_campaign	dk_fem_ibe_general_02	dk_fem_ibe_general_03_campaign	chainmail	sword	wood	dk_fem_ibe_general_03_politician
dk_fem_illy_general_01	dk_fem_illy_general_01_campaign	dk_fem_illy_general_01	dk_fem_illy_general_01_campaign	chainmail	sword	wood	dk_fem_illy_general_01_statesman
dk_fem_illy_general_02	dk_fem_illy_general_02_campaign	dk_fem_illy_general_02	dk_fem_illy_general_02_campaign	chainmail	sword	wood	dk_fem_illy_general_02_statesman
dk_fem_illy_general_03	dk_fem_illy_general_03_campaign	dk_fem_illy_general_03	dk_fem_illy_general_03_campaign	chainmail	sword	wood	dk_fem_illy_general_03_statesman
dk_fem_illy_general_04	dk_fem_illy_general_04_campaign	dk_fem_illy_general_04	dk_fem_illy_general_04_campaign	chainmail	sword	wood	dk_fem_illy_general_04_statesman
dk_fem_illy_general_05	dk_fem_illy_general_05_campaign	dk_fem_illy_general_05	dk_fem_illy_general_05_campaign	chainmail	sword	wood	dk_fem_illy_general_05_statesman
dk_kush_general_01	dk_kush_general_01_campaign	dk_kush_general_01	dk_kush_general_01_campaign	chainmail	sword	wood	dk_kush_general_01_statesman
dk_kush_general_02	dk_kush_general_02_campaign	dk_kush_general_02	dk_kush_general_02_campaign	chainmail	sword	wood	dk_kush_general_02_statesman
dk_kush_general_03	dk_kush_general_03_campaign	dk_kush_general_03	dk_kush_general_03_campaign	chainmail	sword	wood	dk_kush_general_03_statesman
dk_kush_general_04	dk_kush_general_04_campaign	dk_kush_general_04	dk_kush_general_04_campaign	chainmail	sword	wood	dk_kush_general_04_statesman
dk_kush_general_05	dk_kush_general_05_campaign	dk_kush_general_05	dk_kush_general_05_campaign	chainmail	sword	wood	dk_kush_general_05_statesman
dk_kush_general_06	dk_kush_general_06_campaign	dk_kush_general_06	dk_kush_general_06_campaign	chainmail	sword	wood	dk_kush_general_06_statesman
dk_kush_general_07	dk_kush_general_07_campaign	dk_kush_general_07	dk_kush_general_07_campaign	chainmail	sword	wood	dk_kush_general_07_statesman
dk_kush_general_08	dk_kush_general_08_campaign	dk_kush_general_08	dk_kush_general_08_campaign	chainmail	sword	wood	dk_kush_general_08_statesman
dk_kush_general_09	dk_kush_general_09_campaign	dk_kush_general_09	dk_kush_general_09_campaign	chainmail	sword	wood	dk_kush_general_09_statesman
dk_kush_general_10	dk_kush_general_10_campaign	dk_kush_general_10	dk_kush_general_10_campaign	chainmail	sword	wood	dk_kush_general_10_statesman
dk_nab_general_01	dk_nab_general_01_campaign	dk_nab_general_01	dk_nab_general_01_campaign	chainmail	sword	wood	dk_nab_general_01_statesman
dk_nab_general_02	dk_nab_general_02_campaign	dk_nab_general_02	dk_nab_general_02_campaign	chainmail	sword	wood	dk_nab_general_02_statesman
dk_nab_general_03	dk_nab_general_03_campaign	dk_nab_general_03	dk_nab_general_03_campaign	chainmail	sword	wood	dk_nab_general_03_statesman
dk_nab_general_04	dk_nab_general_04_campaign	dk_nab_general_04	dk_nab_general_04_campaign	chainmail	sword	wood	dk_nab_general_04_statesman
dk_nab_general_05	dk_nab_general_05_campaign	dk_nab_general_05	dk_nab_general_05_campaign	chainmail	sword	wood	dk_nab_general_05_statesman
dk_nab_general_06	dk_nab_general_06_campaign	dk_nab_general_06	dk_nab_general_06_campaign	chainmail	sword	wood	dk_nab_general_06_statesman
dk_nab_general_07	dk_nab_general_07_campaign	dk_nab_general_07	dk_nab_general_07_campaign	chainmail	sword	wood	dk_nab_general_07_statesman
dk_nab_general_08	dk_nab_general_08_campaign	dk_nab_general_08	dk_nab_general_08_campaign	chainmail	sword	wood	dk_nab_general_08_statesman
dk_nab_general_09	dk_nab_general_09_campaign	dk_nab_general_09	dk_nab_general_09_campaign	chainmail	sword	wood	dk_nab_general_09_statesman
dk_nab_general_10	dk_nab_general_10_campaign	dk_nab_general_10	dk_nab_general_10_campaign	chainmail	sword	wood	dk_nab_general_10_statesman
dk_num_general_01	dk_num_general_01_campaign	dk_num_general_01	dk_num_general_01_campaign	chainmail	sword	wood	dk_num_general_01_statesman
dk_num_general_02	dk_num_general_02_campaign	dk_num_general_02	dk_num_general_02_campaign	chainmail	sword	wood	dk_num_general_02_statesman
dk_num_general_03	dk_num_general_03_campaign	dk_num_general_03	dk_num_general_03_campaign	chainmail	sword	wood	dk_num_general_03_statesman
dk_num_general_04	dk_num_general_04_campaign	dk_num_general_04	dk_num_general_04_campaign	chainmail	sword	wood	dk_num_general_04_statesman
dk_num_general_05	dk_num_general_05_campaign	dk_num_general_05	dk_num_general_05_campaign	chainmail	sword	wood	dk_num_general_05_statesman
dk_num_general_06	dk_num_general_06_campaign	dk_num_general_06	dk_num_general_06_campaign	chainmail	sword	wood	dk_num_general_06_statesman
dk_num_general_07	dk_num_general_07_campaign	dk_num_general_07	dk_num_general_07_campaign	chainmail	sword	wood	dk_num_general_07_statesman
dk_num_general_08	dk_num_general_08_campaign	dk_num_general_08	dk_num_general_08_campaign	chainmail	sword	wood	dk_num_general_08_statesman
dk_num_general_09	dk_num_general_09_campaign	dk_num_general_09	dk_num_general_09_campaign	chainmail	sword	wood	dk_num_general_09_statesman
dk_num_general_10	dk_num_general_10_campaign	dk_num_general_10	dk_num_general_10_campaign	chainmail	sword	wood	dk_num_general_10_statesman
dk_saba_general_01	dk_saba_general_01_campaign	dk_saba_general_01	dk_saba_general_01_campaign	chainmail	sword	wood	dk_saba_general_01_statesman
dk_saba_general_02	dk_saba_general_02_campaign	dk_saba_general_02	dk_saba_general_02_campaign	chainmail	sword	wood	dk_saba_general_02_statesman
dk_saba_general_03	dk_saba_general_03_campaign	dk_saba_general_03	dk_saba_general_03_campaign	chainmail	sword	wood	dk_saba_general_03_statesman
dk_saba_general_04	dk_saba_general_04_campaign	dk_saba_general_04	dk_saba_general_04_campaign	chainmail	sword	wood	dk_saba_general_04_statesman
dk_saba_general_05	dk_saba_general_05_campaign	dk_saba_general_05	dk_saba_general_05_campaign	chainmail	sword	wood	dk_saba_general_05_statesman
dk_saba_general_06	dk_saba_general_06_campaign	dk_saba_general_06	dk_saba_general_06_campaign	chainmail	sword	wood	dk_saba_general_06_statesman
dk_saba_general_07	dk_saba_general_07_campaign	dk_saba_general_07	dk_saba_general_07_campaign	chainmail	sword	wood	dk_saba_general_07_statesman
