attitude	culture	government_type	key	option	string
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	barbarian_reject_angry_offer_demand_cooperation_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	barbarian_reject_angry_offer_demand_cooperation_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	barbarian_reject_angry_offer_demand_cooperation_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	20	fem_barbarian_reject_angry_offer_demand_cooperation
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	barbarian_reject_angry_offer_demand_cooperation_04
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	barbarian_reject_angry_offer_demand_cooperation_05
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	barbarian_reject_angry_offer_demand_cooperation_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	eastern_generic_reject_respectful_01
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	eastern_generic_reject_respectful_02
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	eastern_generic_reject_respectful_03
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	eastern_generic_reject_respectful_04
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	eastern_generic_reject_respectful_05
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	eastern_generic_reject_respectful_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	6	eastern_generic_reject_respectful_07
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	7	eastern_generic_reject_respectful_08
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	8	eastern_generic_reject_respectful_09
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	9	eastern_generic_reject_respectful_10
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	eastern_reject_angry_offer_demand_cooperation_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	eastern_reject_angry_offer_demand_cooperation_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	eastern_reject_angry_offer_demand_cooperation_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	20	fem_eastern_reject_angry_offer_demand_cooperation
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	eastern_reject_angry_offer_demand_cooperation_04
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	eastern_reject_angry_offer_demand_cooperation_05
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	eastern_reject_angry_offer_demand_cooperation_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	greek_generic_reject_respectful_01
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	greek_generic_reject_respectful_02
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	greek_generic_reject_respectful_03
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	greek_generic_reject_respectful_04
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	greek_generic_reject_respectful_05
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	greek_generic_reject_respectful_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	6	greek_generic_reject_respectful_07
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	7	greek_generic_reject_respectful_08
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	8	greek_generic_reject_respectful_09
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	9	greek_generic_reject_respectful_10
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	greek_reject_angry_offer_demand_cooperation_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	greek_reject_angry_offer_demand_cooperation_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	greek_reject_angry_offer_demand_cooperation_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	greek_reject_angry_offer_demand_cooperation_04
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	greek_reject_angry_offer_demand_cooperation_05
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	greek_reject_angry_offer_demand_cooperation_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	rome_generic_reject_respectful_01
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	rome_generic_reject_respectful_02
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	rome_generic_reject_respectful_03
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	rome_generic_reject_respectful_04
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	rome_generic_reject_respectful_05
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	rome_generic_reject_respectful_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	6	rome_generic_reject_respectful_07
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	7	rome_generic_reject_respectful_08
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	8	rome_generic_reject_respectful_09
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	9	rome_generic_reject_respectful_10
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	0	rome_reject_angry_offer_demand_cooperation_01
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	1	rome_reject_angry_offer_demand_cooperation_02
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	2	rome_reject_angry_offer_demand_cooperation_03
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	3	rome_reject_angry_offer_demand_cooperation_04
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	4	rome_reject_angry_offer_demand_cooperation_05
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_defensive_alliance	5	rome_reject_angry_offer_demand_cooperation_06
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	barbarian_generic_reject_respectful_01
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	barbarian_generic_reject_respectful_02
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	barbarian_generic_reject_respectful_03
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	barbarian_generic_reject_respectful_04
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	barbarian_generic_reject_respectful_05
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	barbarian_generic_reject_respectful_06
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	6	barbarian_generic_reject_respectful_07
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	7	barbarian_generic_reject_respectful_08
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	8	barbarian_generic_reject_respectful_09
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	9	barbarian_generic_reject_respectful_10
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	barbarian_reject_angry_offer_demand_cooperation_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	barbarian_reject_angry_offer_demand_cooperation_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	barbarian_reject_angry_offer_demand_cooperation_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	20	fem_barbarian_reject_angry_offer_demand_cooperation
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	barbarian_reject_angry_offer_demand_cooperation_04
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	barbarian_reject_angry_offer_demand_cooperation_05
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	barbarian_reject_angry_offer_demand_cooperation_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	eastern_generic_reject_respectful_01
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	eastern_generic_reject_respectful_02
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	eastern_generic_reject_respectful_03
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	eastern_generic_reject_respectful_04
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	eastern_generic_reject_respectful_05
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	eastern_generic_reject_respectful_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	6	eastern_generic_reject_respectful_07
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	7	eastern_generic_reject_respectful_08
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	8	eastern_generic_reject_respectful_09
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	9	eastern_generic_reject_respectful_10
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	eastern_reject_angry_offer_demand_cooperation_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	eastern_reject_angry_offer_demand_cooperation_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	eastern_reject_angry_offer_demand_cooperation_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	20	fem_eastern_reject_angry_offer_demand_cooperation
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	eastern_reject_angry_offer_demand_cooperation_04
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	eastern_reject_angry_offer_demand_cooperation_05
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	eastern_reject_angry_offer_demand_cooperation_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	greek_generic_reject_respectful_01
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	greek_generic_reject_respectful_02
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	greek_generic_reject_respectful_03
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	greek_generic_reject_respectful_04
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	greek_generic_reject_respectful_05
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	greek_generic_reject_respectful_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	6	greek_generic_reject_respectful_07
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	7	greek_generic_reject_respectful_08
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	8	greek_generic_reject_respectful_09
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	9	greek_generic_reject_respectful_10
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	greek_reject_angry_offer_demand_cooperation_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	greek_reject_angry_offer_demand_cooperation_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	greek_reject_angry_offer_demand_cooperation_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	greek_reject_angry_offer_demand_cooperation_04
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	greek_reject_angry_offer_demand_cooperation_05
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	greek_reject_angry_offer_demand_cooperation_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	rome_generic_reject_respectful_01
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	rome_generic_reject_respectful_02
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	rome_generic_reject_respectful_03
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	rome_generic_reject_respectful_04
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	rome_generic_reject_respectful_05
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	rome_generic_reject_respectful_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	6	rome_generic_reject_respectful_07
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	7	rome_generic_reject_respectful_08
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	8	rome_generic_reject_respectful_09
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	9	rome_generic_reject_respectful_10
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	0	rome_reject_angry_offer_demand_cooperation_01
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	1	rome_reject_angry_offer_demand_cooperation_02
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	2	rome_reject_angry_offer_demand_cooperation_03
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	3	rome_reject_angry_offer_demand_cooperation_04
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	4	rome_reject_angry_offer_demand_cooperation_05
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_military_alliance	5	rome_reject_angry_offer_demand_cooperation_06
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	barbarian_generic_reject_respectful_01
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	barbarian_generic_reject_respectful_02
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	barbarian_generic_reject_respectful_03
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	barbarian_generic_reject_respectful_04
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	barbarian_generic_reject_respectful_05
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	barbarian_generic_reject_respectful_06
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	6	barbarian_generic_reject_respectful_07
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	7	barbarian_generic_reject_respectful_08
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	8	barbarian_generic_reject_respectful_09
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	9	barbarian_generic_reject_respectful_10
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	barbarian_reject_angry_offer_demand_cooperation_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	barbarian_reject_angry_offer_demand_cooperation_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	barbarian_reject_angry_offer_demand_cooperation_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	20	fem_barbarian_reject_angry_offer_demand_cooperation
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	barbarian_reject_angry_offer_demand_cooperation_04
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	barbarian_reject_angry_offer_demand_cooperation_05
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	barbarian_reject_angry_offer_demand_cooperation_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	eastern_generic_reject_respectful_01
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	eastern_generic_reject_respectful_02
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	eastern_generic_reject_respectful_03
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	eastern_generic_reject_respectful_04
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	eastern_generic_reject_respectful_05
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	eastern_generic_reject_respectful_06
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	6	eastern_generic_reject_respectful_07
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	7	eastern_generic_reject_respectful_08
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	8	eastern_generic_reject_respectful_09
friendly	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	9	eastern_generic_reject_respectful_10
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	eastern_reject_angry_offer_demand_cooperation_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	eastern_reject_angry_offer_demand_cooperation_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	eastern_reject_angry_offer_demand_cooperation_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	20	fem_eastern_reject_angry_offer_demand_cooperation
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	eastern_reject_angry_offer_demand_cooperation_04
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	eastern_reject_angry_offer_demand_cooperation_05
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	eastern_reject_angry_offer_demand_cooperation_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	greek_generic_reject_respectful_01
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	greek_generic_reject_respectful_02
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	greek_generic_reject_respectful_03
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	greek_generic_reject_respectful_04
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	greek_generic_reject_respectful_05
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	greek_generic_reject_respectful_06
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	6	greek_generic_reject_respectful_07
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	7	greek_generic_reject_respectful_08
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	8	greek_generic_reject_respectful_09
friendly	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	9	greek_generic_reject_respectful_10
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	greek_reject_angry_offer_demand_cooperation_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	greek_reject_angry_offer_demand_cooperation_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	greek_reject_angry_offer_demand_cooperation_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	greek_reject_angry_offer_demand_cooperation_04
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	greek_reject_angry_offer_demand_cooperation_05
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	greek_reject_angry_offer_demand_cooperation_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	rome_generic_reject_respectful_01
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	rome_generic_reject_respectful_02
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	rome_generic_reject_respectful_03
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	rome_generic_reject_respectful_04
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	rome_generic_reject_respectful_05
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	rome_generic_reject_respectful_06
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	6	rome_generic_reject_respectful_07
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	7	rome_generic_reject_respectful_08
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	8	rome_generic_reject_respectful_09
friendly	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	9	rome_generic_reject_respectful_10
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	0	rome_reject_angry_offer_demand_cooperation_01
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	1	rome_reject_angry_offer_demand_cooperation_02
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	2	rome_reject_angry_offer_demand_cooperation_03
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	20	fem_rome_greek_reject_angry_offer_demand_cooperation
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	3	rome_reject_angry_offer_demand_cooperation_04
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	4	rome_reject_angry_offer_demand_cooperation_05
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_non_aggression_pact	5	rome_reject_angry_offer_demand_cooperation_06
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	0	barbarian_reject_angry_offer_demand_peace_01
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	1	barbarian_reject_angry_offer_demand_peace_02
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	2	barbarian_reject_angry_offer_demand_peace_03
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	20	fem_barbarian_reject_angry_offer_demand_peace
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	3	barbarian_reject_angry_offer_demand_peace_04
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	4	barbarian_reject_angry_offer_demand_peace_05
hostile	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_peace	5	barbarian_reject_angry_offer_demand_peace_06
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	0	eastern_reject_angry_offer_demand_peace_01
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	1	eastern_reject_angry_offer_demand_peace_02
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	2	eastern_reject_angry_offer_demand_peace_03
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	20	fem_eastern_reject_angry_offer_demand_peace
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	3	eastern_reject_angry_offer_demand_peace_04
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	4	eastern_reject_angry_offer_demand_peace_05
hostile	rom_Eastern	gov_absolute_monarchy	reject_offer_demand_peace	5	eastern_reject_angry_offer_demand_peace_06
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	0	greek_reject_angry_offer_demand_peace_01
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	1	greek_reject_angry_offer_demand_peace_02
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	2	greek_reject_angry_offer_demand_peace_03
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	20	fem_rome_greek_reject_angry_offer_demand_peace
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	3	greek_reject_angry_offer_demand_peace_04
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	4	greek_reject_angry_offer_demand_peace_05
hostile	rom_Hellenistic	gov_absolute_monarchy	reject_offer_demand_peace	5	greek_reject_angry_offer_demand_peace_06
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	0	rome_reject_angry_offer_demand_peace_01
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	1	rome_reject_angry_offer_demand_peace_02
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	2	rome_reject_angry_offer_demand_peace_03
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	20	fem_rome_greek_reject_angry_offer_demand_peace
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	3	rome_reject_angry_offer_demand_peace_04
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	4	rome_reject_angry_offer_demand_peace_05
hostile	rom_Roman	gov_absolute_monarchy	reject_offer_demand_peace	5	rome_reject_angry_offer_demand_peace_06
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_trade	0	barbarian_generic_reject_respectful_01
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_trade	1	barbarian_generic_reject_respectful_02
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_trade	2	barbarian_generic_reject_respectful_03
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_trade	3	barbarian_generic_reject_respectful_04
friendly	rom_Barbarian	gov_absolute_monarchy	reject_offer_demand_trade	4	barbarian_generic_reject_respectful_05
