key	localised_description	localised_title	ui_icon	bundle_target
pun_tech_module_laws_2	To unlock the following effect, unlock Laws I and research the technologies below.	Laws II	wealth_positive.png	faction
pun_tech_module_laws_3	To unlock the following effect, unlock Laws II and research the technologies below.	Laws III	wealth_positive.png	faction
pythian_celebratory	Although the Pythian Games are over, the people feel joyous at the results.	Pythian Games	public_order_positive.png	faction
pythian_successful	The people feel joyous at our participation in the great Pythian Games.	Successful Games	public_order_positive.png	faction
pythian_unhappy	That we did not even take part in the recent games brings great shame upon the people.	Pythian Shame	public_order_negative.png	faction
pythian_unsuccessful	The people are pleased we took part, but wish the investment had brought a greater reward.	Unsuccessful Games	public_order_positive.png	faction
rom_agent_action_all_agent_manipulated	This agent has been manipulated into joining your cause.	Recruited	agent_positive.png	character
rom_agent_action_all_failure	This agent has recently failed an attempt.	Failure	agent_negative.png	character
rom_agent_action_all_failure_compromised	This agent has been compromised following an unsuccessful mission.	Compromised	agent_negative.png	character
rom_agent_action_all_failure_target	An agent has recently made an attempt against this target.	Hostile Agent	agent_negative.png	faction
rom_agent_action_all_failure_target_army	In response to hostile agent's recent attempt, this army is on its guard.	On Guard	agent_positive.png	force
rom_agent_action_all_failure_target_character	In response to hostile agent's recent attempt, this character is on their guard.	On Guard	agent_positive.png	character
rom_agent_action_all_failure_target_province	In response to hostile agent's recent attempt, security in this province has been temporarily increased.	Security	agent_positive.png	province
rom_agent_action_all_hinder_agent_authority_success	This agent has been enthralled by the enemy and is unable to move or act.	Recruit Agent	agent_negative.png	character
rom_agent_action_all_hinder_agent_critical_success_self	This agent has recently manipulated an enemy into joining their cause.	Recruit Agent	agent_positive.png	character
rom_agent_action_all_hinder_agent_subterfuge_success	This agent has been distracted by the enemy and is unable to move or act.	Temptation	agent_negative.png	character
rom_agent_action_all_hinder_agent_success_self	This agent has recently attempted to manipulate an enemy.	Manipulation Attempt	agent_positive.png	character
rom_agent_action_all_hinder_agent_zeal_success	This agent has been hindered by the enemy and is unable to move or act.	Coercion	agent_negative.png	character
rom_agent_action_all_hinder_character_critical_success_self	This agent has recently assassinated an enemy.	Assassination	agent_positive.png	character
rom_agent_action_all_hinder_character_success_self	This agent has recently attempted to assassinate an enemy.	Assassination Attempt	agent_positive.png	character
rom_agent_action_champion_assist_army_zeal_cannot_fail	This army is being advised by a great champion.	Military Training	champion_positive.png	force
rom_agent_action_champion_assist_army_zeal_cannot_fail_self	This champion is advising an army.	Military Training	champion_positive.png	character
rom_agent_action_champion_assist_province_zeal_cannot_fail	The people of this province are being rallied by a great champion.	Military Fervour	champion_positive.png	province
rom_agent_action_champion_assist_province_zeal_cannot_fail_self	This champion is rallying the people of the local province.	Military Fervour	champion_positive.png	character
rom_agent_action_champion_hinder_army_authority_success	A rival champion has subverted this army, thereby slowing its progress.	Military Subversion	champion_negative.png	force
rom_agent_action_champion_hinder_army_authority_success_self	This champion has recently hindered a rival army.	Show of Force	champion_positive.png	character
rom_agent_action_champion_hinder_army_subterfuge_success	A rival champion has critically harassed this army, killing troops of a single unit.	Critical Military Subversion	champion_negative.png	force
rom_agent_action_champion_hinder_army_subterfuge_success_self	This champion has recently harassed a rival army.	Harass	champion_positive.png	character
rom_agent_action_champion_hinder_army_zeal_success	The units in this army have been demoralized by a rival champion.	Demoralize Army	champion_negative.png	force
rom_agent_action_champion_hinder_army_zeal_success_self	This champion has recently demoralized an enemy army.	Demoralize Army	champion_positive.png	character
rom_agent_action_champion_hinder_province_zeal_cannot_fail	A rival champion's military activities are causing disarray in this province.	Rile Populace	champion_negative.png	province
rom_agent_action_champion_hinder_province_zeal_cannot_fail_self	This champion is using small scale military actions against the local province.	Rile Populace	champion_positive.png	character
rom_agent_action_champion_hinder_settlement_authority_success	The local slave population has been rallied by a rival champion.	Rally Slaves	champion_negative.png	province
rom_agent_action_champion_hinder_settlement_authority_success_self	This champion has recently rallied slaves in a rival province.	Rally Slaves	champion_positive.png	character
rom_agent_action_champion_hinder_settlement_subterfuge_success	This province has been raided by a rival champion.	Raid	champion_negative.png	province
rom_agent_action_champion_hinder_settlement_subterfuge_success_self	This champion has recently raided a rival settlement.	Raid	champion_positive.png	character
rom_agent_action_champion_hinder_settlement_zeal_success	A district within this settlement has been devastated after a fire started by a rival champion.	Commit Arson	champion_negative.png	province
rom_agent_action_champion_hinder_settlement_zeal_success_self	This champion has recently set fire to a rival settlement.	Commit Arson	champion_positive.png	character
rom_agent_action_champion_passive_ability_zeal_cannot_fail	This champion is questing in search of fortune and glory.	Adventuring	champion_positive.png	character
rom_agent_action_dignitary_assist_army_authority_cannot_fail	This army is being advised by a venerable dignitary.	Military Administration	dignitary_positive.png	force
rom_agent_action_dignitary_assist_army_authority_cannot_fail_self	This dignitary is advising an army.	Military Administration	dignitary_positive.png	character
rom_agent_action_dignitary_assist_province_authority_cannot_fail	This province is being overseen by a venerable dignitary.	Civil Administration	dignitary_positive.png	province
rom_agent_action_dignitary_assist_province_authority_cannot_fail_self	This dignitary is on official duty within the local province.	Civil Administration	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_army_authority_success	A rival dignitary has attempted to bribe our general, causing the soldiers to attack their commander for his betrayal.	Bribe General	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_army_authority_success_critical	A dignitary has bribed this general, causing them to leave their army behind and join your faction!	Bribe Commander	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_army_authority_success_self	This dignitary has recently attempted to bribe a rival commander, only to have them attacked by their own troops.	Bribe Commander	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_army_authority_success_self_critical	This dignitary has recently bribed a rival commander, persuading them to join your cause!	Bribe Commander	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_army_subterfuge_success	A rival dignitary has critically disrupted this army, thereby stopping it in its tracks.	Critical Military Disruption	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_army_subterfuge_success_self	This dignitary has recently misled a rival general.	Mislead Command	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_army_zeal_success	A unit in this army has been bribed into disbanding by a rival dignitary.	Bribe Units	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_army_zeal_success_critical	A unit in this army has been persuaded into disbanding by a rival dignitary without even taking a bribe.	Bribe Units	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_army_zeal_success_self	This dignitary has recently bribed a unit from an enemy army into disbanding.	Bribe Units	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_army_zeal_success_self_critical	This dignitary has recently caused a unit from an enemy army to disband - and they did it for free!	Bribe Units	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_character_subterfuge_critical_success_self	This dignitary has recently sacrificed an enemy as tribute to the gods.	Sacrifice	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_character_subterfuge_success_self	This dignitary has recently attempted to sacrifice an enemy as tribute to the gods.	Sacrifice Attempt	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_character_zeal_success	This character has been degraded by a rival dignitary and has reduced attributes as a result.	Discredit	dignitary_negative.png	character
rom_agent_action_dignitary_hinder_character_zeal_success_self	This dignitary has recently attempted to discredit an enemy agent or general.	Discredit	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_province_authority_cannot_fail	A rival dignitary is stealing part of this province's income.	Steal Income	dignitary_negative.png	province
rom_agent_action_dignitary_hinder_province_authority_cannot_fail_self	This dignitary is stealing part of the local province's income.	Steal Income	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_settlement_authority_success	A rival dignitary has spread their own traditions within your settlement, causing cultural differences.	Convert	dignitary_negative.png	province
rom_agent_action_dignitary_hinder_settlement_authority_success_self	This dignitary has turned a settlement's people to your faction's ways, causing cultural differences.	Convert	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_settlement_subterfuge_success	A rival dignitary has bribed the local workforce, thereby diminishing wealth production.	Buy Off Merchants	dignitary_negative.png	province
rom_agent_action_dignitary_hinder_settlement_subterfuge_success_self	This dignitary has recently hindered a rival's production and commerce.	Buy Off Merchants	dignitary_positive.png	character
rom_agent_action_dignitary_hinder_settlement_zeal_success	A rival dignitary has been spreading unhapiness within this province.	Incite Unrest	dignitary_negative.png	province
rom_agent_action_dignitary_hinder_settlement_zeal_success_self	This dignitary has recently provoked unhapiness in an enemy settlement.	Incite Unrest	dignitary_positive.png	character
rom_agent_action_dignitary_passive_ability_authority_cannot_fail	This dignitary is a proponent of their culture.	Culture	dignitary_positive.png	character
rom_agent_action_spy_assist_army_subterfuge_cannot_fail	This army is being guided by an astute spy.	Guide	spy_positive.png	force
rom_agent_action_spy_assist_army_subterfuge_cannot_fail_self	This spy is guiding an army.	Guide	spy_positive.png	character
rom_agent_action_spy_assist_province_subterfuge_cannot_fail	An astute spy is keeping a watchful eye on all comings and goings within this province.	Counter-Intelligence	spy_positive.png	province
rom_agent_action_spy_assist_province_subterfuge_cannot_fail_self	This spy is improving security measures in the local province.	Counter-Intelligence	spy_positive.png	character
rom_agent_action_spy_hinder_army_authority_success	A rival spy has sabotaged this army, destroying some of their ammunition.	Destroy Ammunition	spy_negative.png	force
rom_agent_action_spy_hinder_army_authority_success_self	This spy has burned through some of the enemy army's ammunition.	Destroy Ammunition	spy_positive.png	character
rom_agent_action_spy_hinder_army_subterfuge_success	A rival spy has sabotaged this army, slowing their march.	Military Sabotage	spy_negative.png	faction
rom_agent_action_spy_hinder_army_subterfuge_success_critical	A rival spy has critically sabotaged this army, thereby stopping it in its tracks.	Critical Military Sabotage	spy_negative.png	force
rom_agent_action_spy_hinder_army_subterfuge_success_self	This spy has recently sabotaged supplies belonging to a rival army.	Sabotage Supplies	spy_positive.png	character
rom_agent_action_spy_hinder_army_zeal_success	This army's baggage train has been sabotaged by a rival spy.	Wreck Baggage Train	spy_negative.png	force
rom_agent_action_spy_hinder_army_zeal_success_self	This spy has recently wrecked a rival army's baggage train.	Wreck Baggage Train	spy_positive.png	character
rom_agent_action_spy_hinder_province_subterfuge_cannot_fail	A rival spy's efforts within this region is reducing our food supplies.	Stolen Food	spy_negative.png	province
rom_agent_action_spy_hinder_province_subterfuge_cannot_fail_self	This spy is organizing robbery of food from the region and delivering it to your reserves.	Steal Food	spy_positive.png	character
rom_agent_action_spy_hinder_settlement_authority_success	A rival spy has stolen information on our lands and military affairs.	Reconnoitre	spy_negative.png	province
rom_agent_action_spy_hinder_settlement_authority_success_self	This spy has recently obtained information about your enemy's lands and military affairs.	Reconnoitre	spy_positive.png	character
rom_agent_action_spy_hinder_settlement_subterfuge_success	This settlement's water supply has been poisoned by a rival spy.	Poison Water Source	spy_negative.png	province
rom_agent_action_spy_hinder_settlement_subterfuge_success_self	This spy has recently poisoned a rival settlement's water supply.	Poison Water Source	spy_positive.png	character
rom_agent_action_spy_hinder_settlement_zeal_success	A district within this settlement has been devastated after a fire started by a rival spy.	Commit Arson	spy_negative.png	province
rom_agent_action_spy_hinder_settlement_zeal_success_self	This spy has recently set fire to a rival settlement.	Commit Arson	spy_positive.png	character
rom_agent_action_spy_passive_ability_subterfuge_cannot_fail	This spy is ever stalking the shadows, moving unseen from one province to the next.	Infiltration	spy_positive.png	character
rom_dummy_effect_bundle	"The Senate and the People of Rome"	SPQR	trait_rome.png	faction
rom_faction_empire_carthaginian	Carthage is a great empire again. The known world stands in awe of the glorious Punic hegemony!	The Carthaginian Empire	trait_carthage.png	faction
rom_faction_empire_roman	The Roman Republic is no more! Rome is an empire, led by the greatest patrician families, ruling the known world. Excelsior!	The Roman Empire	trait_rome.png	faction
rom_faction_republic_carthaginian	The power-mad pretenders are beaten, and democracy is restored to Carthage.	The Carthaginian Republic	trait_carthage.png	faction
rom_faction_republic_roman	The power-hungry patrician families have failed, and the glory and stability of the Roman Republic are unchallenged again.	The Roman Republic	trait_rome.png	faction
rom_faction_trait_african	[DO NOT LOCALISE]	African Kingdoms	resource.png	faction
rom_faction_trait_arabian	[DO NOT LOCALISE]	Arabian Kingdoms	resource.png	faction
rom_faction_trait_ardiaei	The Ardiaei are at home on the sea.	The Ardiaei	trait_ardiaei.png	faction
rom_faction_trait_armenia	Once a mighty empire, now the pawn of stronger powers, Armenia seeks to regain its lost glory.	Kingdom of Armenia	trait_armenia.png	faction
rom_faction_trait_black_sea	The people of the Black Sea worked hard to change the name of the Unhospitable Sea to Hospitable one. 	Black Sea Colonies	trait_greek_states.png	faction
rom_faction_trait_black_sea_cimmeria	Cimmerians are the cultural child of the Hellenic-Scythian civilizations' marriage. 	Cimmeria	trait_cimmeria.png	faction
rom_faction_trait_black_sea_colchis	Skilful traders, stepping between the boundaries of reality and legend at the edge of the Greek world. 	Colchis	trait_colchis.png	faction
rom_faction_trait_black_sea_pergamon	Pergamon has great builders , great traders and amateur soldiers. 	Pergamon	trait_pergamon.png	faction
rom_faction_trait_britannic	Described by Pytheas as "Pretani", the "painted ones" are a fierce and independent people.	Britannic Tribes	trait_britannic_tribes.png	faction
rom_faction_trait_britannic_iceni	The Iceni are a proud people from the flatlands of eastern Britannia, among the toughest tribes of that mist-wreathed island. 	The Iceni	trait_iceni.png	faction
rom_faction_trait_carthage	Carthage was once a Phoenician trading colony, now a trading and maritime empire in its own right.	Carthage	trait_carthage.png	faction
rom_faction_trait_carthage_barcid	This notable Carthaginian family is named after Barca or Barcas, meaning "lightning".	The Barcid Dynasty	trait_barcid_dynasty.png	faction
rom_faction_trait_carthage_hannonid	Founded by Hanno the Great, the Hannonid dynasty ruled Carthage for 50 years during the 3rd century BC.	The Hannonid Dynasty	trait_hannonid_dynasty.png	faction
rom_faction_trait_carthage_magonid	The Magonids are an old and prominent family, once tyrannical masters of Carthage.	The Magonid Dynasty	trait_magonid_dynasty.png	faction
rom_faction_trait_celtiberian	The tribes of Iberia are fierce warriors who do not back down from a fight.	Iberian Tribes	trait_celtiberian_tribes.png	faction
rom_faction_trait_celtic	[DO NOT LOCALISE]	Celtic Tribes	resource.png	faction
rom_faction_trait_daco_thracian	The tribes of the Balkans have earned their fierce reputation.	Balkan Tribes	trait_daco_thracian_tribes.png	faction
rom_faction_trait_desert	Experienced in desert warfare and assiduous in working the land, the indigenous peoples of the region are slow to adopt new methods.	Masters of the Desert	trait_desert_kingdoms.png	faction
rom_faction_trait_desert_kush	A major regional power with vast resources coming from trade with gold, jewels and hides from exotic animals.	Kush	trait_meroe.png	faction
rom_faction_trait_desert_nabatea	The Nabataeans were the first to use cement extensively and build remarkable watertight reservoirs to ensure they always had the necessary supplies.	Nabataea	trait_nabatea.png	faction
rom_faction_trait_desert_numidia	Before the kingdom of Numidia was founded its people were divided in two Berber tribes – the Massylii and the Masaesyli.	Masaesyli	trait_masaesyli.png	faction
rom_faction_trait_desert_saba	The Sabaean kingdom lies in the harsh lands of the southern Arabian Peninsula, but the inhospitable conditions haven't prevented these ingenious people from thriving.	Saba	trait_saba.png	faction
rom_faction_trait_eastern	After the fall of Persian Empire, eastern traditions and culture were both respected and cultivated by their successors.	Eastern Empires	trait_eastern_empires.png	faction
rom_faction_trait_eastern_parthia	Arsaces, lord of the Parni tribe, claimed Parthia from the remnants of Persian and Seleucid rule.	Parthian Empire	trait_parthia.png	faction
rom_faction_trait_eastern_pontus	Mithridates founded Pontus upon the ashes of the Persian and Macedonian empires.	Kingdom of Pontus	trait_pontus.png	faction
rom_faction_trait_etruscan	[DO NOT LOCALISE]	Etruria	resource.png	faction
rom_faction_trait_gallic	The Gauls are an influential, vigorous people, not just warriors but master craftsmen too.	Gallic Tribes	trait_gallic_tribes.png	faction
rom_faction_trait_gallic_arverni	Ruled by great warrior kings, the Arverni are reputed to play hard and fight hard. 	The Arverni	trait_arverni.png	faction
rom_faction_trait_gallic_boii	Frugal in outlook, these fierce warriors prize both gold and cattle.	The Boii	trait_boii.png	faction
rom_faction_trait_gallic_galatia	Far from their ancestral lands, the Galatians will have to fight to establish themselves in the east.	The Galatians	trait_galatia.png	faction
rom_faction_trait_gallic_nervii	The Nervii, the most warlike of all the Belgae, are both savage and brave.	The Nervii	trait_nervii.png	faction
rom_faction_trait_germanic	The Germanic tribes are fearless warriors, abhorring weakness in others and valuing their independence above all.	Germanic Tribes	trait_germanic_tribes.png	faction
rom_faction_trait_germanic_suebi	Marked by their distinctive hair-knot, the Suebi have a reputation for cunning and belligerence.	The Suebi	trait_suebi.png	faction
rom_faction_trait_getae	The Getae is a group of strong tribes eager to forge a mighty kingdom.	The Getae	trait_getae.png	faction
rom_faction_trait_greek	The world-renowned culture of the Greeks was built upon hard toil, keen thinking and military excellence.	Greek States	trait_greek_states.png	faction
rom_faction_trait_greek_athens	The magistrates of Athens have executive powers. An ambitious individual could secure total power for himself...	Athens	trait_athens.png	faction
rom_faction_trait_greek_epirus	Epirus was founded by the self-proclaimed descendants of the mythical Molossus following the sacking of Troy.	Epirus	trait_epirus.png	faction
rom_faction_trait_greek_massilia	The Massiliots are famous both for their trading skills and their conservatism.	Massilia	trait_massilia.png	faction
rom_faction_trait_greek_sparta	The two hereditary kings of Sparta, from the Agiad and Eurypontid families, claim descent from Heracles himself.	Sparta	trait_sparta.png	faction
rom_faction_trait_nomadic	The Scythians and Sarmatians are aggressive nomad warriors, famed for their horsemanship and skill with the bow. 	Nomadic Tribes	trait_nomadic_tribes.png	faction
rom_faction_trait_nomadic_massagetae	The Massagetae are a confederation of tribes, and fierce steppe warriors all.	Massagetae	trait_massagetae.png	faction
rom_faction_trait_nomadic_roxolani	Every man has his day in the sun. As the Scythians grow weak, the Roxolani are ready to take up the sword in their place.	Roxolani	trait_roxolani.png	faction
rom_faction_trait_nomadic_scythian	Royal Scythians are the social and tribal elite of nomad society.	Royal Scythians	trait_scythia.png	faction
rom_faction_trait_odrysia	The Odrysian Kingdom is home to mighty Thracian warriors.	Kingdom of Odrysia	trait_odrysian.png	faction
rom_faction_trait_rome	He who rules in Rome can rule the world, but only through the glory of conquest!	Rome	trait_rome.png	faction
rom_faction_trait_rome_cornelia	The Cornelii are among the most illustrious of Roman families, giving rise to more consuls, generals and statesmen than any other.	The House of Cornelia	trait_house_of_cornelia.png	faction
rom_faction_trait_rome_julia	The Julii clan are an ancient patrician family with a tradition of attaining high office dating from the first days of the Republic.	The House of Julia	trait_house_of_julia.png	faction
rom_faction_trait_rome_junia	The Roman Republic owes its existence to the Junii, as it was Lucius Junius Brutus who once drove out the last Roman king.	The House of Junia	trait_house_of_junia.png	faction
rom_faction_trait_successors	After Alexander's death, his mightiest generals tore apart his empire as they fought for it, each claiming to be his one true successor.	Successor Kingdoms	trait_successor_kingdoms.png	faction
rom_faction_trait_successors_baktria	Baktria, land of a thousand golden cities all grown rich on trade.	Graeco-Baktrian Kingdom	trait_baktria.png	faction
rom_faction_trait_successors_egypt	One of Alexander the Great’s generals, Ptolemy, was father to the current ruling Egyptian dynasty.	Ptolemaic Kingdom of Egypt	trait_egypt.png	faction
rom_faction_trait_successors_macedon	The Macedonians can trace their heritage beyond Alexander the Great to the mists of antiquity.	Kingdom of Macedon	trait_macedon.png	faction
rom_faction_trait_successors_seleucid	The Seleucids rule a vast and culturally diverse territory formed from the remnants of the great Macedonian conqueror's eastern empire.	Seleucid Empire	trait_seleucid.png	faction
rom_faction_trait_tylis	The city of Tylis terrorizes its neighbours with its mix of Celtic and Thracian courage.	Tylis	trait_tylis.png	faction
rom_food_bundle_faction_negative	Your faction is suffering from a shortage of food. Exempting provinces from tax may improve the food supply in the short term.	Food Shortage	food_negative.png	faction
rom_food_bundle_faction_positive	Your faction is benefitting from a surplus of food.	Food Surplus	food_positive.png	faction
rom_food_bundle_province_negative	This province is being severely affected by the current food shortage.	Food Shortage	food_negative.png	province
rom_initiative_barbarian_migration	Settle remote clans in local settlements to increase growth.	Migration	religion_positive.png	province
rom_initiative_barbarian_tribute	Ensure that everyone pays their due.	Tribute Collection	tax_growth_1.png	province
rom_initiative_eastern_conscripts	Rally the common man to heed the call and protect his lands from the enemy.	Conscription	army_positive.png	province
rom_initiative_festival	Appease the local populace with religious festivals, games and ample food.	Bread & Games	religion_positive.png	province
rom_initiative_hellenic_liturgies	Encourage the local elite to invest in public and military works.	Noble Philanthropy	construction_positive.png	province
rom_initiative_mercenaries	Secure the support of local mercenaries to supplement your armed forces.	Mercenary Negotiation	army_positive.png	province
rom_initiative_non_barbarian_taxes	Ensure that everyone pays their due.	Tax Harvesting	tax_growth_1.png	province
rom_initiative_political_party_loyalty	Loyalty to political party.	Loyalty	loyalty_positive.png	province
rom_initiative_roman_romanisation	Champion the Roman way and Latin values to indigenous elements.	Romanisation	faction_leader_positive.png	province
rom_initiative_trade	Stimulate local industry and commerce to boost the local economy.	Commercial Stimulation	trade_positive.png	province
rom_payload_agent_champion_cost	Unwavering, your champions execute their mission efficiently.	Martial Discipline	champion_positive.png	faction
rom_payload_agent_champion_experience	With zealous focus on the matter at hand, your champions are learning from their experiences.	Martial Training	champion_positive.png	faction
rom_payload_agent_champion_success	Their commitment to the war effort unmatched, your champions act with unbridled zeal.	Martial Skill	champion_positive.png	faction
rom_payload_agent_dignitary_cost	Responsible to the end, your dignitaries work with the utmost efficiency.	Indisputable Restraint	dignitary_positive.png	faction
rom_payload_agent_dignitary_experience	Wise and discerning, your dignitaries are learning more from their experiences.	Indisputable Wisdom	dignitary_positive.png	faction
rom_payload_agent_dignitary_success	Driven by purpose, your dignitaries are fulfilling their duty with unmatched authority.	Indisputable Authority	dignitary_positive.png	faction
rom_payload_agent_spy_cost	Their resourcefulness without bounds, your spies are working with greater efficiency.	Clandestine Resources	spy_positive.png	faction
rom_payload_agent_spy_experience	With keenest perception, your spies are learning from their experiences.	Clandestine Knowledge	spy_positive.png	faction
rom_payload_agent_spy_success	Their cunning without equal, your spies are excelling in acts of subterfuge.	Clandestine Practices	spy_positive.png	faction
rom_payload_agrarian_purpose	Your agricultural efforts are helping keep the people fed and the coffers filled.	Agrarian Yield	wealth_positive.png	faction
rom_payload_agriculture_gdp_mod_negative	Even great empires falter in hard times.	Faltering Supplies	wealth_negative.png	province
rom_payload_auxiliary_recruitment	Once, they were your adversaries. Now, they fight and die by your command!	Auxiliary Conscription	military_positive.png	faction
rom_payload_bread_circuses	Your dedication to providing the people with life's simple pleasures is improving public order across your domain.	Bread & Circuses	public_order_positive.png	faction
rom_payload_call_sea	A trireme and a star to steer her by.	Call of the Sea	navy_positive.png	faction
rom_payload_call_to_arms_global	Your military expertise is making recruitment across your domain more efficient.	Call to Arms	military_positive.png	faction
rom_payload_call_to_arms_local	Your military expertise is making recruitment within this province more efficient.	Call to Arms	military_positive.png	faction
rom_payload_cavalry_command	A focus on cavalry tactics and leadership is increasing the effectiveness of your cavalry units in battle.	Cavalry Command	cavalry_positive.png	force
rom_payload_cavalry_recruitment	A focus on cavalry warfare is reducing the cost of recruiting mounted units.	Cavalry Recruitment	cavalry_positive.png	faction
rom_payload_cavalry_training	A focus on horsemanship is increasing the effectiveness of your newly-recruited cavalry units.	Horsemanship	cavalry_positive.png	faction
rom_payload_cultural_unrest	Disaffection amongst your own citizens has escalated, thereby affecting public order across your domain.	Cultural Unrest	public_order_negative.png	faction
rom_payload_cultural_unrest_hellenic	Disaffection amongst your Hellenic subjects has escalated, thereby affecting public order.	Hellenic Unrest	public_order_negative.png	faction
rom_payload_culture_integration	Incorporate outsiders so that all may profit from your cultural cohabitation.	Cultural Integration	religion_positive.png	faction
rom_payload_culture_suppression	Oppress all who are unwilling to submit to your cultural ideals.	Cultural Suppression	religion_positive.png	faction
rom_payload_culture_understanding	With discourse and exchange comes the realisation that you are not so different, after all.	Cultural Understanding	religion_positive.png	faction
rom_payload_death_metal	A focus on ironworking is improving the yield from iron mines and helping to reduce recruitment costs.	Death Metal	military_positive.png	faction
rom_payload_decline_global	Even great empires fall under hard times.	Decline	wealth_negative.png	faction
rom_payload_decline_local	Even great empires fall under hard times.	Decline	wealth_negative.png	faction
rom_payload_diplomatic_contempt	Your dubious acts are harming diplomatic relations with other factions.	Diplomatic Contempt	diplomacy_negative.png	faction
rom_payload_diplomatic_contempt_hellenic	Your dubious acts are harming diplomatic relations with many Hellenic peoples.	Hellenic Contempt	diplomacy_negative.png	faction
rom_payload_diplomatic_respect	Your honourable acts are helping to improve diplomatic relations with other factions.	Diplomatic Respect	diplomacy_positive.png	faction
rom_payload_diplomatic_respect_hellenic	Your honourable acts are helping to improve diplomatic relations with the Hellenic peoples.	Hellenic Respect	diplomacy_positive.png	faction
rom_payload_disaffection_global	Disaffection has escalated across your domain, thereby affecting public order.	Disaffection	public_order_negative.png	faction
rom_payload_disaffection_local	Disaffection has escalated within this province, thereby affecting local public order.	Disaffection	public_order_negative.png	province
rom_payload_disaster_earthquake	This settlement is recovering from a recent earthquake. Restoration efforts are underway, but the people live in despair of the event.	Earthquake	disaster_negative.png	region
rom_payload_disaster_fire	This settlement is recovering from a recent fire. Restoration efforts are underway, but the people live in despair of the event.	Great Fire	disaster_negative.png	region
rom_payload_disaster_floods	This settlement is recovering from recent flooding. Restoration efforts are underway, but the people live in despair of the event.	Flooding	disaster_negative.png	region
rom_payload_food	The gods of the forest ensure our warriors have a successful hunt.	A Bountiful Hunt	food_positive.png	province
rom_payload_grateful_populace	Your recent actions made the people of this province rejoice.	Grateful Populace	public_order_positive.png	province
rom_payload_infantry_command	A focus on infantry tactics and leadership is increasing the effectiveness of your infantry units in battle.	Infantry Command	infantry_positive.png	force
rom_payload_infantry_recruitment	Foot soldiers: the backbone of any army.	Infantry Recruitment	infantry_positive.png	faction
rom_payload_infantry_training	A focus on combat drills  is increasing the effectiveness of your newly-recruited infantry units.	Infantry Training	infantry_positive.png	faction
rom_payload_inspired_endeavours_global	Your dedication to your cause and your subjects is inspiring people across your domain.	Inspired Endeavours	growth_positive.png	faction
rom_payload_inspired_endeavours_local	Your dedication to your cause and your subjects is inspiring the people of this province.	Inspired Endeavours	growth_positive.png	province
rom_payload_local_happiness	The presence of this man bolsters happiness.	Local Legend	public_order_positive.png	province
rom_payload_mercenary_compensation	Compensation befitting the valued military support provided by your mercenaries is increasing their upkeep costs.	Mercenary Compensation	wealth_negative.png	force
rom_payload_mercenary_contact	Improved contact with mercenary groups is helping to increase their availability.	Mercenary Contacts	military_positive.png	faction
rom_payload_mercenary_negotiation	Negotiation efforts are helping to reduce the cost of hiring mercenaries.	Mercenary Negotiations	military_positive.png	faction
rom_payload_military_experience	Give a man a weapon and he may become dangerous; teach him how to fight with it and he will become deadly.	Military Training	military_positive.png	faction
rom_payload_military_setback	Having recently suffered a setback, this army's effectiveness is diminished.	Military Setback	army_negative.png	force
rom_payload_naval_recruitment	A man can only march so far before he requires a ship to lead him to new conquests.	Shipwrights	navy_positive.png	faction
rom_payload_pirate_hunting	The only good pirate is a dead pirate!	Pirate Hunting	naval_assault_positive.png	faction
rom_payload_plague_army	This army is being gripped by pestilence, causing death and misery.	Disease	army_negative.png	force
rom_payload_plague_settlement	This settlement is being gripped by pestilence, causing death and misery.	Disease	disaster_negative.png	region
rom_payload_precious	A focus on precious metal working is improving yield from gold and silver mines and is boosting trade.	Precious	trade_positive.png	faction
rom_payload_prosperity_global	Economic pursuits are helping your domain prosper.	Prosperity	wealth_positive.png	faction
rom_payload_prosperity_local	Economic pursuits are helping this province prosper.	Prosperity	wealth_positive.png	province
rom_payload_public_works_global	A focus on public works and infrastructure is improving the efficiency of construction efforts across your domain.	Public Works	construction_positive.png	faction
rom_payload_public_works_local	A focus on public works and infrastructure is improving the efficiency of construction efforts in this province.	Public Works	construction_positive.png	province
rom_payload_rampant_piracy	What's yours is theirs.	Rampant Piracy	trade_negative.png	faction
rom_payload_raw_material	Your industrial potential is ensuring that natural resources are being exploited with the utmost efficiency.	Raw Material	wealth_positive.png	faction
rom_payload_religion_rom_jupiter_will	By the will of Jupiter, the people will find inspiration amid the conflict!	Jupiter's Will	morale_positive.png	faction
