building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
		rom_EASTERN_buff_siege_2	rom_EASTERN_buff_siege_3		cai_category_military_land_artillery	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	13000	4500	11000	3500	2000	1000	15000	5000
		rom_EASTERN_levy_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	300	300	200	200	100	100	0	360
		rom_EASTERN_levy_light_2	rom_EASTERN_levy_light_3		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	2500	1000	2000	900	500	100	2700	1100
		rom_EASTERN_levy_light_2	rom_EASTERN_levy_light_3		cai_category_military_land_infantry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	3000	1200	2500	1100	500	100	3300	1300
		rom_EASTERN_levy_light_2	rom_EASTERN_levy_light_3		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	2000	950	1750	750	250	200	2200	1000
		rom_EASTERN_levy_light_4			cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	13000	13000	8000	9000	6000	6000	0	10000
		rom_EASTERN_levy_light_4			cai_category_military_land_infantry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	16000	18000	10000	12000	5000	5000	0	15000
		rom_EASTERN_levy_light_4			cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	8000	8000	5000	6000	3000	3000	0	6000
		rom_EASTERN_levy_noble_2	rom_EASTERN_levy_noble_3		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	2500	1000	2000	800	500	200	2800	1100
		rom_EASTERN_levy_noble_2	rom_EASTERN_levy_noble_3		cai_category_military_land_infantry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	2500	1000	2000	800	500	200	2800	1100
		rom_EASTERN_levy_noble_2	rom_EASTERN_levy_noble_3		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	4500	2000	4000	1600	500	400	5000	2200
		rom_EASTERN_levy_noble_4			cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	9000	9000	6000	5000	3000	3000	0	7000
		rom_EASTERN_levy_noble_4			cai_category_military_land_infantry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	9000	9000	6000	5000	3000	3000	0	7000
		rom_EASTERN_levy_noble_4			cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	28000	22000	17500	15000	10000	10000	0	18000
		rom_EASTERN_local_temple_imperial_2	rom_EASTERN_local_temple_imperial_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_EASTERN_local_temple_minor_imperial_2	rom_EASTERN_local_temple_minor_imperial_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60
		rom_EASTERN_port_1				cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_EASTERN_port_military_2	rom_EASTERN_port_military_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	3000	600	2000	400	1000	200	3500	700
		rom_EASTERN_port_military_minor_2	rom_EASTERN_port_military_minor_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	2000	600	1500	400	500	200	2100	700
		rom_EASTERN_port_minor_1				cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_EASTERN_stables_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	350	350	250	250	250	250	0	360
		rom_EASTERN_stables_exotic_2	rom_EASTERN_stables_exotic_3		cai_category_military_land_camel	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	4200	2000	2700	900	1500	500	6600	2200
		rom_EASTERN_stables_exotic_2	rom_EASTERN_stables_exotic_3		cai_category_military_land_elephant	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	9500	3500	4500	1500	3000	1000	12000	4000
		rom_EASTERN_stables_heavy_2	rom_EASTERN_stables_heavy_3		cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	6500	2000	5000	1600	1500	400	7000	2200
		rom_EASTERN_stables_heavy_2	rom_EASTERN_stables_heavy_3		cai_category_military_land_cavalry_shock	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	9000	2800	7500	2200	1500	600	10000	3300
		rom_EASTERN_stables_heavy_4			cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	16000	16000	10000	10000	6000	6000	0	20000
		rom_EASTERN_stables_heavy_4			cai_category_military_land_cavalry_shock	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	25000	25000	15000	15000	10000	10000	0	30000
		rom_EASTERN_stables_light_2	rom_EASTERN_stables_light_3		cai_category_military_land_cavalry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	6000	2000	3750	1250	2250	750	7500	2500
		rom_EASTERN_stables_light_2	rom_EASTERN_stables_light_3		cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	6000	2000	3750	1250	2250	750	7500	2500
		rom_EASTERN_stables_light_4			cai_category_military_land_cavalry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	20000	20000	12500	12500	7500	7500	0	25000
		rom_EASTERN_stables_light_4			cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	1	1	20000	20000	12500	12500	7500	7500	0	25000
		rom_HELLENIC_military_buff_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		rom_HELLENIC_military_buff_Hero-Shrine_5				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		rom_HELLENIC_military_buff_aux_2	rom_HELLENIC_military_buff_aux_4		cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_aux_2	rom_HELLENIC_military_buff_aux_4		cai_category_military_land_infantry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_cav_2	rom_HELLENIC_military_buff_cav_4		cai_category_military_land_cavalry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_cav_2	rom_HELLENIC_military_buff_cav_4		cai_category_military_land_cavalry_shock	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_inf_attack_2	rom_HELLENIC_military_buff_inf_attack_4		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_inf_attack_2	rom_HELLENIC_military_buff_inf_attack_4		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1350	270
		rom_HELLENIC_military_buff_inf_defence_2	rom_HELLENIC_military_buff_inf_defence_4		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_military_buff_inf_defence_2	rom_HELLENIC_military_buff_inf_defence_4		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1350	270
		rom_HELLENIC_military_equipment_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		rom_HELLENIC_military_equipment_armour_2	rom_HELLENIC_military_equipment_armour_3		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_military_equipment_armour_2	rom_HELLENIC_military_equipment_armour_3		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		rom_HELLENIC_military_equipment_siege_2	rom_HELLENIC_military_equipment_siege_3		cai_category_military_land_artillery	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4500	900
		rom_HELLENIC_military_equipment_weapon_2	rom_HELLENIC_military_equipment_weapon_3		cai_category_military_land_infantry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1200	240
		rom_HELLENIC_military_equipment_weapon_2	rom_HELLENIC_military_equipment_weapon_3		cai_category_military_land_infantry_spearmen	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	360
		rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_HELLENIC_outskirts_minor_horses_MACEDON_4		cai_category_military_land_cavalry_melee	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_HELLENIC_outskirts_minor_horses_MACEDON_4		cai_category_military_land_cavalry_missile	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_HELLENIC_outskirts_minor_horses_MACEDON_4		cai_category_military_land_cavalry_shock	cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		rom_HELLENIC_temple_Acropolis_5				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	300
		rom_HELLENIC_temple_Ares_2	rom_HELLENIC_temple_Ares_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	150	30
		rom_HELLENIC_temple_Oracle_of_Dodona_5				cai_economic_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0
		rom_HELLENIC_temple_Oracle_of_Dodona_5				cai_public_order_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	260
		rom_HELLENIC_temple_Poseidon_2	rom_HELLENIC_temple_Poseidon_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		rom_HELLENIC_temple_minor_Ares_2	rom_HELLENIC_temple_minor_Ares_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	90	30
		rom_HELLENIC_temple_minor_Poseidon_2	rom_HELLENIC_temple_minor_Poseidon_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	20
		rom_HELLENIC_temple_minor_ptolemaic_Horus_2	rom_HELLENIC_temple_minor_ptolemaic_Horus_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	20
		rom_HELLENIC_temple_minor_ptolemaic_Horus_2	rom_HELLENIC_temple_minor_ptolemaic_Horus_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	20
		rom_HELLENIC_temple_minor_ptolemaic_Imhotep_2	rom_HELLENIC_temple_minor_ptolemaic_Imhotep_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	20
		rom_HELLENIC_temple_minor_ptolemaic_Imhotep_2	rom_HELLENIC_temple_minor_ptolemaic_Imhotep_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	60	20
		rom_HELLENIC_temple_minor_punic_Astarte_2	rom_HELLENIC_temple_minor_punic_Astarte_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	40
		rom_HELLENIC_temple_minor_punic_Astarte_2	rom_HELLENIC_temple_minor_punic_Astarte_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	40
		rom_HELLENIC_temple_minor_punic_BaalZephon_2	rom_HELLENIC_temple_minor_punic_BaalZephon_3			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60
		rom_HELLENIC_temple_minor_punic_Tanit_2	rom_HELLENIC_temple_minor_punic_Tanit_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	100
		rom_HELLENIC_temple_ptolemaic_Horus_2	rom_HELLENIC_temple_ptolemaic_Horus_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		rom_HELLENIC_temple_ptolemaic_Horus_2	rom_HELLENIC_temple_ptolemaic_Horus_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		rom_HELLENIC_temple_ptolemaic_Imhotep_2	rom_HELLENIC_temple_ptolemaic_Imhotep_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		rom_HELLENIC_temple_ptolemaic_Imhotep_2	rom_HELLENIC_temple_ptolemaic_Imhotep_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	100	20
		rom_HELLENIC_temple_punic_Astarte_2	rom_HELLENIC_temple_punic_Astarte_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_HELLENIC_temple_punic_Astarte_2	rom_HELLENIC_temple_punic_Astarte_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		rom_HELLENIC_temple_punic_BaalZephon_2	rom_HELLENIC_temple_punic_BaalZephon_4			cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_HELLENIC_temple_punic_Tanit_2	rom_HELLENIC_temple_punic_Tanit_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		rom_HELLENIC_temple_punic_Tophet_5				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	150
		rom_HELLENIC_temple_punic_Tophet_5				cai_military_sea_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	150
		rom_ROMAN_military_buff_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	10
		rom_ROMAN_military_buff_aux_2	rom_ROMAN_military_buff_aux_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
		rom_ROMAN_military_buff_cav_2	rom_ROMAN_military_buff_cav_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
		rom_ROMAN_military_buff_inf_attack_2	rom_ROMAN_military_buff_inf_attack_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
		rom_ROMAN_military_buff_inf_defence_2	rom_ROMAN_military_buff_inf_defence_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
		rom_ROMAN_military_equipment_1				cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	10
		rom_ROMAN_military_equipment_armour_2	rom_ROMAN_military_equipment_armour_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	75	15
		rom_ROMAN_military_equipment_siege_2	rom_ROMAN_military_equipment_siege_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
		rom_ROMAN_military_equipment_weapon_2	rom_ROMAN_military_equipment_weapon_3			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		rom_ROMAN_temple_Mars_2	rom_ROMAN_temple_Mars_4			cai_military_land_group		rom_Eastern			-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	125	25
				rom_GENERIC_city_minor_fish							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_glass							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_gold							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_grain							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_hides							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_holy_site							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_iron							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_limestone							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_marble							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_military_tradition							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_olives							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_purple_dye							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_silk							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_silver							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_timber							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_township							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
				rom_GENERIC_city_minor_wine							-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	190	15
		rom_HELLENIC_agora_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		rom_HELLENIC_agora_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		rom_HELLENIC_agora_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		rom_HELLENIC_agora_Syracuse_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		rom_HELLENIC_agora_Syracuse_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	650
		rom_HELLENIC_agora_entertainment_2	rom_HELLENIC_agora_entertainment_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_agora_entertainment_2	rom_HELLENIC_agora_entertainment_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_HELLENIC_agora_food_2	rom_HELLENIC_agora_food_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		rom_HELLENIC_agora_food_2	rom_HELLENIC_agora_food_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	120
		rom_HELLENIC_agora_public_2	rom_HELLENIC_agora_public_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_agora_public_2	rom_HELLENIC_agora_public_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		rom_HELLENIC_agora_research_2	rom_HELLENIC_agora_research_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_agora_research_2	rom_HELLENIC_agora_research_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_agora_research_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		rom_HELLENIC_agora_research_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		rom_HELLENIC_agora_satrap_SELEUCID_2	rom_HELLENIC_agora_satrap_SELEUCID_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		rom_HELLENIC_agora_slave_2	rom_HELLENIC_agora_slave_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_HELLENIC_agora_trade_2	rom_HELLENIC_agora_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		rom_HELLENIC_military_equipment_siege_2	rom_HELLENIC_military_equipment_siege_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_HELLENIC_military_equipment_weapon_2	rom_HELLENIC_military_equipment_weapon_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		rom_HELLENIC_outskirts_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		rom_HELLENIC_outskirts_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		rom_HELLENIC_outskirts_industry_2	rom_HELLENIC_outskirts_industry_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		rom_HELLENIC_outskirts_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		rom_HELLENIC_outskirts_minor_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		rom_HELLENIC_outskirts_minor_MACEDON_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		rom_HELLENIC_outskirts_minor_MACEDON_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		rom_HELLENIC_outskirts_minor_cattle_2	rom_HELLENIC_outskirts_minor_cattle_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_HELLENIC_outskirts_minor_cattle_2	rom_HELLENIC_outskirts_minor_cattle_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_HELLENIC_outskirts_minor_grain_2	rom_HELLENIC_outskirts_minor_grain_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_HELLENIC_outskirts_minor_grain_2	rom_HELLENIC_outskirts_minor_grain_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_HELLENIC_outskirts_minor_grain_MACEDON_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_HELLENIC_outskirts_minor_grain_MACEDON_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_HELLENIC_outskirts_minor_horses_MACEDON_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		rom_HELLENIC_outskirts_pottery_2	rom_HELLENIC_outskirts_pottery_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		rom_HELLENIC_port_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_HELLENIC_port_food_2	rom_HELLENIC_port_food_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_port_food_2	rom_HELLENIC_port_food_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_port_large_military_2	rom_HELLENIC_port_large_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		rom_HELLENIC_port_minor_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		rom_HELLENIC_port_minor_food_2	rom_HELLENIC_port_minor_food_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	100
		rom_HELLENIC_port_minor_food_2	rom_HELLENIC_port_minor_food_3			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	100
		rom_HELLENIC_port_minor_small_military_2	rom_HELLENIC_port_minor_small_military_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	450	150
		rom_HELLENIC_port_minor_trade_2	rom_HELLENIC_port_minor_trade_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	300
		rom_HELLENIC_port_small_military_2	rom_HELLENIC_port_small_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
