key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier
rom_briton_military_war_exercises_002_massed_charge			2	rom_briton_military_war_exercises_massed_charge	rom_briton_military_war_exercises	1
rom_briton_military_war_exercises_003_crew_training			6	rom_briton_military_navy_advanced_crew_training	rom_briton_military_war_exercises	1
rom_briton_military_war_exercises_004_war_dance			1	rom_briton_military_warrior_code_war_dance	rom_briton_military_war_exercises	2
rom_briton_military_war_exercises_005_lode_stone			5	rom_briton_military_navy_lode_stone	rom_briton_military_war_exercises	2
rom_briton_military_war_exercises_006_tribal_totem			4	rom_briton_military_warrior_code_tribal_totem	rom_briton_military_war_exercises	3
rom_briton_military_war_exercises_007_war_horn			3	rom_briton_military_warrior_code_war_horn	rom_briton_military_war_exercises	4
rom_briton_military_war_exercises_008_warrior_aristocracy			2	rom_briton_military_war_exercises_warrior_aristocracy	rom_briton_military_war_exercises	5
rom_briton_military_war_exercises_009_servants_of_the_elite			6	rom_briton_military_war_exercises_servants_of_the_elite	rom_briton_military_war_exercises	5
rom_briton_military_warrior_code_001_improved_chariots			3	rom_briton_military_warrior_code_improved_chariots	rom_briton_military_warrior_code	0
rom_briton_military_warrior_code_002_chariot_training			2	rom_briton_military_war_exercises_chariot_training	rom_briton_military_warrior_code	1
rom_briton_military_warrior_code_003_shallow_keel			6	rom_briton_military_navy_shallow_keel	rom_briton_military_warrior_code	1
rom_briton_military_warrior_code_004_advanced_saddle			1	rom_briton_military_warrior_code_advanced_saddle	rom_briton_military_warrior_code	2
rom_briton_military_warrior_code_005_improved_ship_building			5	rom_briton_military_navy_improved_ship_building	rom_briton_military_warrior_code	2
rom_briton_military_warrior_code_006_infantry_chainmail			4	rom_briton_military_warrior_code_infantry_chainmail	rom_briton_military_warrior_code	3
rom_briton_military_warrior_code_007_infantry_drills			3	rom_briton_military_war_exercises_infantry_drills	rom_briton_military_warrior_code	4
rom_briton_military_warrior_code_008_cavalry_tactics			2	rom_briton_military_war_exercises_cavalry_tactics	rom_briton_military_warrior_code	5
rom_briton_military_warrior_code_009_high_prow_and_stern			6	rom_briton_military_navy_high_prow_and_stern	rom_briton_military_warrior_code	5
rom_carthage_civil_economy_001_formal_government			3	rom_carthage_civil_economy_formal_government	rom_carthage_civil_economy	0
rom_carthage_civil_economy_002_fertilisation			2	rom_carthage_civil_economy_fertilisation	rom_carthage_civil_economy	1
rom_carthage_civil_economy_003_preferred_markets			6	rom_carthage_civil_economy_preferred_markets	rom_carthage_civil_economy	1
rom_carthage_civil_economy_004_improved_drainage			1	rom_carthage_civil_economy_improved_drainage	rom_carthage_civil_economy	2
rom_carthage_civil_economy_005_canal_and_dam_system			4	rom_carthage_civil_economy_canal_and_dam_system	rom_carthage_civil_economy	3
rom_carthage_civil_economy_006_armed_escorts			5	rom_carthage_civil_economy_armed_escorts	rom_carthage_civil_economy	2
rom_carthage_civil_economy_007_intensified_agriculture			3	rom_carthage_civil_economy_intensified_agriculture	rom_carthage_civil_economy	4
rom_carthage_civil_economy_008_fixed_tarrifs			6	rom_carthage_civil_economy_fixed_tarrifs	rom_carthage_civil_economy	4
rom_carthage_civil_economy_009_trade_language			2	rom_carthage_civil_economy_trade_language	rom_carthage_civil_economy	5
rom_carthage_civil_philosophy_001_ceremonial_rites			3	rom_carthage_civil_philosophy_ceremonial_rites	rom_carthage_civil_philosophy	0
rom_carthage_civil_philosophy_002_foreign_customs			2	rom_carthage_civil_philosophy_foreign_customs	rom_carthage_civil_philosophy	1
rom_carthage_civil_philosophy_003_temple_tax			6	rom_carthage_civil_philosophy_temple_tax	rom_carthage_civil_philosophy	1
rom_carthage_civil_philosophy_004_foreign_policy			1	rom_carthage_civil_philosophy_foreign_policy	rom_carthage_civil_philosophy	2
rom_carthage_civil_philosophy_005_legal_institutions			5	rom_carthage_civil_philosophy_legal_institutions	rom_carthage_civil_philosophy	2
rom_carthage_civil_philosophy_006_cultural_assimilation			4	rom_carthage_civil_philosophy_cultural_assimilation	rom_carthage_civil_philosophy	3
rom_carthage_civil_philosophy_007_religious_conformity			3	rom_carthage_civil_philosophy_religious_conformity	rom_carthage_civil_philosophy	4
rom_carthage_civil_philosophy_008_tophet			2	rom_carthage_civil_philosophy_tophet	rom_carthage_civil_philosophy	5
rom_carthage_civil_philosophy_009_military_mint			6	rom_carthage_civil_philosophy_military_mint	rom_carthage_civil_philosophy	5
rom_carthage_civil_top_001_land_management			7	rom_carthage_civil_top_land_management	rom_carthage_civil_top	0
rom_carthage_engineering_construction_001_tax_labour			1	rom_carthage_engineering_construction_tax_labour	rom_carthage_engineering_construction	0
rom_carthage_engineering_construction_002_water_sluicing			5	rom_carthage_engineering_construction_water_sluicing	rom_carthage_engineering_construction	1
rom_carthage_engineering_construction_003_city_planning			4	rom_carthage_engineering_construction_city_planning	rom_carthage_engineering_construction	1
rom_carthage_engineering_construction_004_advanced_construction_techniques			3	rom_carthage_engineering_construction_advanced_construction_techniques	rom_carthage_engineering_construction	2
rom_carthage_engineering_construction_005_improved_port_construction			2	rom_carthage_engineering_construction_improved_port_construction	rom_carthage_engineering_construction	3
rom_carthage_engineering_construction_006_measuring_instruments			6	rom_carthage_engineering_construction_measuring_instruments	rom_carthage_engineering_construction	3
rom_carthage_engineering_construction_007_concrete			1	rom_carthage_engineering_construction_concrete	rom_carthage_engineering_construction	4
rom_carthage_engineering_construction_008_crane			5	rom_carthage_engineering_construction_crane	rom_carthage_engineering_construction	4
rom_carthage_engineering_construction_009_monumental_architecture			4	rom_carthage_engineering_construction_monumental_architecture	rom_carthage_engineering_construction	5
rom_carthage_engineering_siege_001_engineering			3	rom_carthage_engineering_top_engineering	rom_carthage_engineering_siege	0
rom_carthage_engineering_siege_002_siege_towers			2	rom_carthage_engineering_siege_siege_tower	rom_carthage_engineering_siege	1
rom_carthage_engineering_siege_003_ammunition_stores			6	rom_carthage_engineering_siege_ammunition_stores	rom_carthage_engineering_siege	1
rom_carthage_engineering_siege_004_battering_ram			1	rom_carthage_engineering_siege_battering_ram	rom_carthage_engineering_siege	2
rom_carthage_engineering_siege_005_armoured_siege_engineers			5	rom_carthage_engineering_siege_armoured_siege_engineers	rom_carthage_engineering_siege	2
rom_carthage_engineering_siege_006_elephant_ram			4	rom_carthage_engineering_siege_elephant_ram	rom_carthage_engineering_siege	3
rom_carthage_engineering_siege_007_onager			3	rom_carthage_engineering_siege_onager	rom_carthage_engineering_siege	4
rom_carthage_engineering_siege_008_improved_defensive_artillery			6	rom_carthage_engineering_siege_improved_defensive_artillery	rom_carthage_engineering_siege	4
rom_carthage_engineering_siege_009_central_grain_warehouse			2	rom_carthage_engineering_siege_central_grain_warehouse	rom_carthage_engineering_siege	5
rom_carthage_military_management_001_military_settlement			3	rom_carthage_military_management_military_settlement	rom_carthage_military_management	0
rom_carthage_military_management_002_mercenaries			2	rom_carthage_military_management_mercenaries	rom_carthage_military_management	1
rom_carthage_military_management_003_naval_manoeuvres			6	rom_carthage_military_management_naval_manoeuvres	rom_carthage_military_management	1
rom_carthage_military_management_004_punicisation			1	rom_carthage_military_management_punicisation	rom_carthage_military_management	2
rom_carthage_military_management_005_sidonian_rights			4	rom_carthage_military_management_sidonian_rights	rom_carthage_military_management	3
rom_carthage_military_management_006_fore_and_aft_rigging			5	rom_carthage_military_management_fore_and_aft_rigging	rom_carthage_military_management	2
rom_carthage_military_management_007_propaganda			3	rom_carthage_military_management_propaganda	rom_carthage_military_management	4
rom_carthage_military_management_008_supply_naval_artillery_training			6	rom_carthage_military_management_naval_artillery_training	rom_carthage_military_management	4
rom_carthage_military_management_009_supply_marine_training			2	rom_carthage_military_management_marine_training	rom_carthage_military_management	5
rom_carthage_military_tactics_001_rites_of_melqart			3	rom_carthage_military_tactics_rites_of_melqart	rom_carthage_military_tactics	0
rom_carthage_military_tactics_002_physical_conditioning			2	rom_carthage_military_tactics_physical_conditioning	rom_carthage_military_tactics	1
rom_carthage_military_tactics_003_ship_ram			6	rom_carthage_military_tactics_ship_ram	rom_carthage_military_tactics	1
rom_carthage_military_tactics_004_weapon_proficiency			1	rom_carthage_military_tactics_weapon_proficiency	rom_carthage_military_tactics	2
rom_carthage_military_tactics_005_improved_ramming			5	rom_carthage_military_tactics_improved_ramming	rom_carthage_military_tactics	2
rom_carthage_military_tactics_006_tactical_flexibility			4	rom_carthage_military_tactics_tactical_flexibility	rom_carthage_military_tactics	3
rom_carthage_military_tactics_007_tactical_drills			3	rom_carthage_military_tactics_tactical_drills	rom_carthage_military_tactics	4
rom_carthage_military_tactics_008_strategic_manoeuvres			2	rom_carthage_military_tactics_strategic_manoeuvres	rom_carthage_military_tactics	5
rom_carthage_military_tactics_009_advanced_elephant_handling			6	rom_carthage_military_tactics_advanced_elephant_handling	rom_carthage_military_tactics	5
rom_carthage_military_top_001_logistics			7	rom_carthage_military_top_logistics	rom_carthage_military_top	0
rom_daorsi_military_war_exercises_009_cavalry_nobility		rom_daorsi	6	rom_illyrian_military_war_exercises_illyrian_spirit	rom_gaul_military_war_exercises	5
rom_daorsi_military_warrior_code_001_spear_training		rom_daorsi	3	rom_illyrian_military_warrior_code_spear_training	rom_gaul_military_warrior_code	0
rom_daorsi_military_warrior_code_004_infantry_tactics		rom_daorsi	1	rom_illyrian_military_war_exercises_infantry_tactics	rom_gaul_military_warrior_code	2
rom_daorsi_military_warrior_code_008_bronze_armour		rom_daorsi	2	rom_illyrian_military_warrior_code_bronze_armour	rom_gaul_military_warrior_code	4
rom_delmatae_military_war_exercises_009_cavalry_nobility		rom_delmatae	6	rom_illyrian_military_war_exercises_illyrian_spirit	rom_gaul_military_war_exercises	5
rom_delmatae_military_warrior_code_001_spear_training		rom_delmatae	3	rom_illyrian_military_warrior_code_spear_training	rom_gaul_military_warrior_code	0
rom_delmatae_military_warrior_code_004_infantry_tactics		rom_delmatae	1	rom_illyrian_military_war_exercises_infantry_tactics	rom_gaul_military_warrior_code	2
rom_delmatae_military_warrior_code_008_bronze_armour		rom_delmatae	2	rom_illyrian_military_warrior_code_bronze_armour	rom_gaul_military_warrior_code	4
rom_dlc_gaul_celtic_politics_0_supply_foraging	main_gaul		0	rom_dlc_gaul_celtic_politics_0_supply_foraging	rom_dlc_gaul_celtic_politics_top	0
rom_dlc_gaul_celtic_politics_aristocracy_1_emergency_measures	main_gaul		3	rom_dlc_gaul_celtic_politics_aristocracy_1_emergency_measures	rom_dlc_gaul_celtic_politics_aristocracy	0
rom_dlc_gaul_celtic_politics_aristocracy_1_war_horn	main_gaul		2	rom_dlc_gaul_celtic_politics_aristocracy_1_war_horn	rom_dlc_gaul_celtic_politics_aristocracy	1
rom_dlc_gaul_celtic_politics_aristocracy_2_servants_of_the_elite	main_gaul		5	rom_dlc_gaul_celtic_politics_aristocracy_2_servants_of_the_elite	rom_dlc_gaul_celtic_politics_aristocracy	2
rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa	main_gaul		4	rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa	rom_dlc_gaul_celtic_politics_aristocracy	3
rom_dlc_gaul_celtic_politics_aristocracy_2_warrior_aristocracy	main_gaul		1	rom_dlc_gaul_celtic_politics_aristocracy_2_warrior_aristocracy	rom_dlc_gaul_celtic_politics_aristocracy	2
rom_dlc_gaul_celtic_politics_aristocracy_3_council_of_chieftains	main_gaul		6	rom_dlc_gaul_celtic_politics_aristocracy_3_council_of_chieftains	rom_dlc_gaul_celtic_politics_aristocracy	5
rom_dlc_gaul_celtic_politics_aristocracy_3_war_chiefs	main_gaul		1	rom_dlc_gaul_celtic_politics_aristocracy_3_war_chiefs	rom_dlc_gaul_celtic_politics_aristocracy	4
rom_dlc_gaul_celtic_politics_druids_1_celtic_calendar	main_gaul		6	rom_dlc_gaul_celtic_politics_druids_1_celtic_calendar	rom_dlc_gaul_celtic_politics_druids	1
rom_dlc_gaul_celtic_politics_druids_1_knowldege_of_the_oak	main_gaul		3	rom_dlc_gaul_celtic_politics_druids_1_knowldege_of_the_oak	rom_dlc_gaul_celtic_politics_druids	0
rom_dlc_gaul_celtic_politics_druids_1_sacred_grove	main_gaul		2	rom_dlc_gaul_celtic_politics_druids_1_sacred_grove	rom_dlc_gaul_celtic_politics_druids	1
rom_dlc_gaul_celtic_politics_druids_2_lode_stone	main_gaul		4	rom_dlc_gaul_celtic_politics_druids_2_lode_stone	rom_dlc_gaul_celtic_politics_druids	3
rom_dlc_gaul_celtic_politics_druids_2_ritual_of_the_stones	main_gaul		5	rom_dlc_gaul_celtic_politics_druids_2_ritual_of_the_stones	rom_dlc_gaul_celtic_politics_druids	2
rom_dlc_gaul_celtic_politics_druids_2_temple_of_the_oak	main_gaul		1	rom_dlc_gaul_celtic_politics_druids_2_temple_of_the_oak	rom_dlc_gaul_celtic_politics_druids	2
rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine	main_gaul		4	rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine	rom_dlc_gaul_celtic_politics_druids	5
rom_dlc_gaul_celtic_politics_druids_3_druidic_judgement	main_gaul		5	rom_dlc_gaul_celtic_politics_druids_3_druidic_judgement	rom_dlc_gaul_celtic_politics_druids	4
rom_dlc_gaul_celtic_politics_druids_3_stargazing	main_gaul		1	rom_dlc_gaul_celtic_politics_druids_3_stargazing	rom_dlc_gaul_celtic_politics_druids	4
rom_dlc_gaul_celtic_politics_people_1_enclosed_settlement	main_gaul		2	rom_dlc_gaul_celtic_politics_people_1_enclosed_settlement	rom_dlc_gaul_celtic_politics_people	1
rom_dlc_gaul_celtic_politics_people_1_tribal_totem	main_gaul		3	rom_dlc_gaul_celtic_politics_people_1_tribal_totem	rom_dlc_gaul_celtic_politics_people	0
rom_dlc_gaul_celtic_politics_people_1_war_dace	main_gaul		6	rom_dlc_gaul_celtic_politics_people_1_war_dace	rom_dlc_gaul_celtic_politics_people	1
rom_dlc_gaul_celtic_politics_people_2_battle_fury	main_gaul		5	rom_dlc_gaul_celtic_politics_people_2_battle_fury	rom_dlc_gaul_celtic_politics_people	2
rom_dlc_gaul_celtic_politics_people_2_cultural_identity	main_gaul		4	rom_dlc_gaul_celtic_politics_people_2_cultural_identity	rom_dlc_gaul_celtic_politics_people	3
rom_dlc_gaul_celtic_politics_people_2_grain_kiln	main_gaul		1	rom_dlc_gaul_celtic_politics_people_2_grain_kiln	rom_dlc_gaul_celtic_politics_people	2
rom_dlc_gaul_celtic_politics_people_3_confederation	main_gaul		4	rom_dlc_gaul_celtic_politics_people_3_confederation	rom_dlc_gaul_celtic_politics_people	5
rom_dlc_gaul_celtic_politics_people_3_great_food_vault	main_gaul		1	rom_dlc_gaul_celtic_politics_people_3_great_food_vault	rom_dlc_gaul_celtic_politics_people	4
rom_dlc_gaul_celtic_politics_people_3_tribal_cooperation	main_gaul		5	rom_dlc_gaul_celtic_politics_people_3_tribal_cooperation	rom_dlc_gaul_celtic_politics_people	4
rom_dlc_gaul_development_0_land_management	main_gaul		0	rom_dlc_gaul_development_0_land_management	rom_dlc_gaul_development_top	0
rom_dlc_gaul_development_culture_1_field_surgery	main_gaul		6	rom_dlc_gaul_development_culture_1_field_surgery	rom_dlc_gaul_development_culture	1
rom_dlc_gaul_development_culture_1_land_and_community_laws	main_gaul		3	rom_dlc_gaul_development_culture_1_land_and_community_laws	rom_dlc_gaul_development_culture	0
rom_dlc_gaul_development_culture_1_multilingual	main_gaul		2	rom_dlc_gaul_development_culture_1_multilingual	rom_dlc_gaul_development_culture	1
rom_dlc_gaul_development_culture_2_common_currency	main_gaul		6	rom_dlc_gaul_development_culture_2_common_currency	rom_dlc_gaul_development_culture	3
rom_dlc_gaul_development_culture_2_common_weights_and_measures	main_gaul		3	rom_dlc_gaul_development_culture_2_common_weights_and_measures	rom_dlc_gaul_development_culture	2
rom_dlc_gaul_development_culture_2_denominational_system	main_gaul		2	rom_dlc_gaul_development_culture_2_denominational_system	rom_dlc_gaul_development_culture	3
rom_dlc_gaul_development_culture_3_hippocratic_oath	main_gaul		5	rom_dlc_gaul_development_culture_3_hippocratic_oath	rom_dlc_gaul_development_culture	4
rom_dlc_gaul_development_culture_3_legal_documentation	main_gaul		1	rom_dlc_gaul_development_culture_3_legal_documentation	rom_dlc_gaul_development_culture	4
rom_dlc_gaul_development_culture_3_legal_institutions	main_gaul		4	rom_dlc_gaul_development_culture_3_legal_institutions	rom_dlc_gaul_development_culture	5
rom_dlc_gaul_development_infrastructure_1_advanced_construction_techniques	main_gaul		2	rom_dlc_gaul_development_infrastructure_1_advanced_construction_techniques	rom_dlc_gaul_development_infrastructure	1
rom_dlc_gaul_development_infrastructure_1_set_prices	main_gaul		6	rom_dlc_gaul_development_infrastructure_1_set_prices	rom_dlc_gaul_development_infrastructure	1
rom_dlc_gaul_development_infrastructure_1_tax_labour	main_gaul		3	rom_dlc_gaul_development_infrastructure_1_tax_labour	rom_dlc_gaul_development_infrastructure	0
rom_dlc_gaul_development_infrastructure_2_economic_archive	main_gaul		6	rom_dlc_gaul_development_infrastructure_2_economic_archive	rom_dlc_gaul_development_infrastructure	3
rom_dlc_gaul_development_infrastructure_2_perennial_irrigation	main_gaul		3	rom_dlc_gaul_development_infrastructure_2_perennial_irrigation	rom_dlc_gaul_development_infrastructure	2
rom_dlc_gaul_development_infrastructure_2_production_lines	main_gaul		2	rom_dlc_gaul_development_infrastructure_2_production_lines	rom_dlc_gaul_development_infrastructure	3
rom_dlc_gaul_development_infrastructure_3_crane_mechanics	main_gaul		4	rom_dlc_gaul_development_infrastructure_3_crane_mechanics	rom_dlc_gaul_development_infrastructure	5
rom_dlc_gaul_development_infrastructure_3_fired_brick	main_gaul		1	rom_dlc_gaul_development_infrastructure_3_fired_brick	rom_dlc_gaul_development_infrastructure	4
rom_dlc_gaul_development_infrastructure_3_moulded_architecture	main_gaul		5	rom_dlc_gaul_development_infrastructure_3_moulded_architecture	rom_dlc_gaul_development_infrastructure	4
rom_dlc_gaul_development_military_1_mercenary_auxiliaries	main_gaul		4	rom_dlc_gaul_development_military_1_mercenary_auxiliaries	rom_dlc_gaul_development_military	1
rom_dlc_gaul_development_military_1_physical_conditioning	main_gaul		1	rom_dlc_gaul_development_military_1_physical_conditioning	rom_dlc_gaul_development_military	0
rom_dlc_gaul_development_military_2_engineering	main_gaul		1	rom_dlc_gaul_development_military_2_engineering	rom_dlc_gaul_development_military	2
rom_dlc_gaul_development_military_2_strategic_manoeuvres	main_gaul		5	rom_dlc_gaul_development_military_2_strategic_manoeuvres	rom_dlc_gaul_development_military	2
rom_dlc_gaul_development_military_2_tactical_drills	main_gaul		4	rom_dlc_gaul_development_military_2_tactical_drills	rom_dlc_gaul_development_military	3
rom_dlc_gaul_development_military_3_professional_soldiery	main_gaul		5	rom_dlc_gaul_development_military_3_professional_soldiery	rom_dlc_gaul_development_military	4
rom_dlc_gaul_development_military_3_siege_tower	main_gaul		4	rom_dlc_gaul_development_military_3_siege_tower	rom_dlc_gaul_development_military	5
rom_dlc_gaul_development_military_3_torsion_techniques	main_gaul		1	rom_dlc_gaul_development_military_3_torsion_techniques	rom_dlc_gaul_development_military	4
rom_dlc_gaul_germanic_politics_elders_1_animal_sacrifice	main_gaul	gaul_suebi	6	rom_dlc_gaul_germanic_politics_elders_1_animal_sacrifice	rom_dlc_gaul_celtic_politics_druids	1
rom_dlc_gaul_germanic_politics_elders_2_human_sacrifice	main_gaul	gaul_suebi	5	rom_dlc_gaul_germanic_politics_elders_2_human_sacrifice	rom_dlc_gaul_celtic_politics_druids	2
rom_dlc_gaul_germanic_politics_elders_3_council_of_elders	main_gaul	gaul_suebi	4	rom_dlc_gaul_germanic_politics_elders_3_council_of_elders	rom_dlc_gaul_celtic_politics_druids	5
rom_dlc_gaul_germanic_politics_elders_3_ritual_chariot	main_gaul	gaul_suebi	5	rom_dlc_gaul_germanic_politics_elders_3_ritual_chariot	rom_dlc_gaul_celtic_politics_druids	4
rom_dlc_gaul_roman_politics_0_adopt_marc_antony	main_gaul		0	rom_dlc_gaul_roman_politics_0_adopt_marc_antony	rom_dlc_gaul_roman_politics_top	0
rom_dlc_gaul_roman_politics_caesar_1_appoint_legates	main_gaul		2	rom_dlc_gaul_roman_politics_caesar_1_appoint_legates	rom_dlc_gaul_roman_politics_caesar	1
rom_dlc_gaul_roman_politics_caesar_1_befriend_gallic_chieftains	main_gaul		6	rom_dlc_gaul_roman_politics_caesar_1_befriend_gallic_chieftains	rom_dlc_gaul_roman_politics_caesar	1
rom_dlc_gaul_roman_politics_caesar_1_mobilise_troops	main_gaul		3	rom_dlc_gaul_roman_politics_caesar_1_mobilise_troops	rom_dlc_gaul_roman_politics_caesar	0
rom_dlc_gaul_roman_politics_caesar_2_ciceros_support	main_gaul		2	rom_dlc_gaul_roman_politics_caesar_2_ciceros_support	rom_dlc_gaul_roman_politics_caesar	3
rom_dlc_gaul_roman_politics_caesar_2_prolong_imperium	main_gaul		6	rom_dlc_gaul_roman_politics_caesar_2_prolong_imperium	rom_dlc_gaul_roman_politics_caesar	3
rom_dlc_gaul_roman_politics_caesar_2_trade_concession_olives	main_gaul		3	rom_dlc_gaul_roman_politics_caesar_2_trade_concession_olives	rom_dlc_gaul_roman_politics_caesar	2
rom_dlc_gaul_roman_politics_caesar_3_bribe_gaius_scribonius_curio	main_gaul		1	rom_dlc_gaul_roman_politics_caesar_3_bribe_gaius_scribonius_curio	rom_dlc_gaul_roman_politics_caesar	4
rom_dlc_gaul_roman_politics_caesar_3_elite_legionary_equipment	main_gaul		5	rom_dlc_gaul_roman_politics_caesar_3_elite_legionary_equipment	rom_dlc_gaul_roman_politics_caesar	4
rom_dlc_gaul_roman_politics_caesar_3_honour_the_brave	main_gaul		4	rom_dlc_gaul_roman_politics_caesar_3_honour_the_brave	rom_dlc_gaul_roman_politics_caesar	5
rom_dlc_gaul_roman_politics_crassus_1_promote_crassus	main_gaul		2	rom_dlc_gaul_roman_politics_crassus_1_promote_crassus	rom_dlc_gaul_roman_politics_crassus	1
rom_dlc_gaul_roman_politics_crassus_1_repay_debts	main_gaul		3	rom_dlc_gaul_roman_politics_crassus_1_repay_debts	rom_dlc_gaul_roman_politics_crassus	0
rom_dlc_gaul_roman_politics_crassus_1_trade_concession_silk	main_gaul		6	rom_dlc_gaul_roman_politics_crassus_1_trade_concession_silk	rom_dlc_gaul_roman_politics_crassus	1
rom_dlc_gaul_roman_politics_crassus_2_influence_senators	main_gaul		1	rom_dlc_gaul_roman_politics_crassus_2_influence_senators	rom_dlc_gaul_roman_politics_crassus	2
rom_dlc_gaul_roman_politics_crassus_2_secure_election	main_gaul		6	rom_dlc_gaul_roman_politics_crassus_2_secure_election	rom_dlc_gaul_roman_politics_crassus	3
rom_dlc_gaul_roman_politics_crassus_3_support_parthian_campaign	main_gaul		6	rom_dlc_gaul_roman_politics_crassus_3_support_parthian_campaign	rom_dlc_gaul_roman_politics_crassus	5
rom_dlc_gaul_roman_politics_crassus_3_support_syrian_claim	main_gaul		1	rom_dlc_gaul_roman_politics_crassus_3_support_syrian_claim	rom_dlc_gaul_roman_politics_crassus	4
rom_dlc_gaul_roman_politics_pompey_1_marriage_with_julia	main_gaul		3	rom_dlc_gaul_roman_politics_pompey_1_marriage_with_julia	rom_dlc_gaul_roman_politics_pompey	0
rom_dlc_gaul_roman_politics_pompey_1_promote_spanish_claim	main_gaul		2	rom_dlc_gaul_roman_politics_pompey_1_promote_spanish_claim	rom_dlc_gaul_roman_politics_pompey	1
rom_dlc_gaul_roman_politics_pompey_1_trade_concession_marble	main_gaul		6	rom_dlc_gaul_roman_politics_pompey_1_trade_concession_marble	rom_dlc_gaul_roman_politics_pompey	1
rom_dlc_gaul_roman_politics_pompey_2_banquet_for_julia	main_gaul		1	rom_dlc_gaul_roman_politics_pompey_2_banquet_for_julia	rom_dlc_gaul_roman_politics_pompey	2
rom_dlc_gaul_roman_politics_pompey_2_gladiatorial_games	main_gaul		6	rom_dlc_gaul_roman_politics_pompey_2_gladiatorial_games	rom_dlc_gaul_roman_politics_pompey	3
rom_dlc_gaul_roman_politics_pompey_3_basilica_julia	main_gaul		1	rom_dlc_gaul_roman_politics_pompey_3_basilica_julia	rom_dlc_gaul_roman_politics_pompey	4
rom_dlc_gaul_roman_politics_pompey_3_return_legion	main_gaul		6	rom_dlc_gaul_roman_politics_pompey_3_return_legion	rom_dlc_gaul_roman_politics_pompey	5
rom_eastern_civil_economy_001_preferred_markets			3	rom_eastern_civil_economy_preferred_markets	rom_eastern_civil_economy	0
rom_eastern_civil_economy_002_seeding_plough			2	rom_eastern_civil_agriculture_seeding_plough	rom_eastern_civil_economy	1
rom_eastern_civil_economy_003_armed_escorts			6	rom_eastern_civil_economy_armed_escorts	rom_eastern_civil_economy	1
rom_eastern_civil_economy_004_crop_rotation			1	rom_eastern_civil_agriculture_crop_rotation	rom_eastern_civil_economy	2
rom_eastern_civil_economy_005_trade_language			5	rom_eastern_civil_economy_trade_language	rom_eastern_civil_economy	2
rom_eastern_civil_economy_006_canal_and_dam_system			4	rom_eastern_civil_agriculture_canal_and_dam_system	rom_eastern_civil_economy	3
rom_eastern_civil_economy_007_terraced_fields			3	rom_eastern_civil_agriculture_terraced_fields	rom_eastern_civil_economy	4
rom_eastern_civil_economy_008_intensified_agriculture			2	rom_eastern_civil_agriculture_intensified_agriculture	rom_eastern_civil_economy	5
rom_eastern_civil_economy_009_fixed_tariffs			6	rom_eastern_civil_economy_fixed_tarrifs	rom_eastern_civil_economy	5
rom_eastern_civil_philosophy_001_formal_government			3	rom_eastern_civil_economy_formal_government	rom_eastern_civil_philosophy	0
rom_eastern_civil_philosophy_002_temple_tax			2	rom_eastern_civil_economy_temple_tax	rom_eastern_civil_philosophy	1
rom_eastern_civil_philosophy_003_foreign_customs			6	rom_eastern_civil_philosophy_foreign_customs	rom_eastern_civil_philosophy	1
rom_eastern_civil_philosophy_004_ceremonial_rites			1	rom_eastern_civil_philosophy_ceremonial_rites	rom_eastern_civil_philosophy	2
rom_eastern_civil_philosophy_005_foreign_policy			5	rom_eastern_civil_philosophy_foreign_policy	rom_eastern_civil_philosophy	2
rom_eastern_civil_philosophy_006_ritual_sacrifice			4	rom_eastern_civil_philosophy_ritual_sacrifice	rom_eastern_civil_philosophy	3
rom_eastern_civil_philosophy_007_religious_ethos			3	rom_eastern_civil_philosophy_religious_ethos	rom_eastern_civil_philosophy	4
rom_eastern_civil_philosophy_008_religious_tolerance			2	rom_eastern_civil_philosophy_religious_tolerance	rom_eastern_civil_philosophy	5
rom_eastern_civil_philosophy_009_cultural_assimilation			6	rom_eastern_civil_philosophy_cultural_assimilation	rom_eastern_civil_philosophy	5
rom_eastern_civil_top_001_social_organisation			7	rom_eastern_civil_top_social_organisation	rom_eastern_civil_top	0
rom_eastern_engineering_construction_001_tax_labour			1	rom_eastern_engineering_construction_tax_labour	rom_eastern_engineering_construction	0
rom_eastern_engineering_construction_002_water_sluicing			5	rom_eastern_engineering_construction_water_sluicing	rom_eastern_engineering_construction	1
rom_eastern_engineering_construction_003_quarrying			4	rom_eastern_engineering_construction_quarrying	rom_eastern_engineering_construction	1
rom_eastern_engineering_construction_004_qanat			3	rom_eastern_civil_agriculture_qanat	rom_eastern_engineering_construction	2
rom_eastern_engineering_construction_005_strengthened_walls			2	rom_eastern_engineering_construction_strengthened_walls	rom_eastern_engineering_construction	3
rom_eastern_engineering_construction_006_measuring_instruments			6	rom_eastern_engineering_construction_measuring_instruments	rom_eastern_engineering_construction	3
rom_eastern_engineering_construction_007_improved_material_transportation			1	rom_eastern_engineering_construction_improved_material_transportation	rom_eastern_engineering_construction	4
rom_eastern_engineering_construction_008_crane			5	rom_eastern_engineering_construction_crane	rom_eastern_engineering_construction	4
