effect	icon	priority	icon_negative
rom_force_campaign_mod_attrition_blockade	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_force_campaign_mod_attrition_blockading	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_force_campaign_mod_attrition_high_seas	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_force_campaign_mod_attrition_siege	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_force_campaign_mod_happiness_own_culture	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_force_campaign_mod_line_of_sight	data/ui/campaign ui/effect_bundles/army_positive.png	101	data/ui/campaign ui/effect_bundles/army_negative.png
rom_force_campaign_mod_local_piracy	data/ui/campaign ui/effect_bundles/loot_raid_negative.png	101	data/ui/campaign ui/effect_bundles/loot_raid_positive.png
rom_force_campaign_mod_loot_income	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_negative.png
rom_force_campaign_mod_movement_range	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	100	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
rom_force_campaign_mod_raid_income	data/ui/campaign ui/effect_bundles/loot_raid_positive.png	101	data/ui/campaign ui/effect_bundles/loot_raid_negative.png
rom_force_campaign_mod_recruitment_cost_all	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_force_campaign_mod_recruitment_cost_auxiliary	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_force_campaign_mod_recruitment_cost_cavalry	data/ui/campaign ui/effect_bundles/infantry_negative.png	101	data/ui/campaign ui/effect_bundles/infantry_positive.png
rom_force_campaign_mod_recruitment_cost_infantry	data/ui/campaign ui/effect_bundles/infantry_negative.png	301	data/ui/campaign ui/effect_bundles/infantry_positive.png
rom_force_campaign_mod_recruitment_cost_mercenary	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_force_campaign_mod_recruitment_cost_native	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_force_campaign_mod_recruitment_cost_naval	data/ui/campaign ui/effect_bundles/navy_negative.png	305	data/ui/campaign ui/effect_bundles/navy_positive.png
rom_force_campaign_mod_recruitment_cost_non_merc	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_force_campaign_mod_reinforcement_range	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
rom_force_campaign_mod_replenishment_rate	data/ui/campaign ui/effect_bundles/replenishment_positive.png	101	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_force_campaign_mod_replenishment_rate_mercenary	data/ui/campaign ui/effect_bundles/replenishment_positive.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_force_campaign_mod_upkeep_land	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_force_campaign_mod_upkeep_land_in_foreign_territory	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_force_campaign_mod_upkeep_naval	data/ui/campaign ui/effect_bundles/navy_spending_negative.png	101	data/ui/campaign ui/effect_bundles/navy_spending_positive.png
rom_force_campaign_mod_upkeep_naval_in_foreign_waters	data/ui/campaign ui/effect_bundles/navy_spending_negative.png	101	data/ui/campaign ui/effect_bundles/navy_spending_positive.png
rom_force_enable_defensive_deployables_barricades	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_barricades_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_brimstone	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_brimstone_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fireballs	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fireballs_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fortification_barbarian	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fortification_eastern	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fortification_hellenic	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_fortification_rome	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_sharp_stones	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_sharp_stones_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_spikes	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_spikes_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_stakes	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_stakes_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_sudes	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_defensive_deployables_sudes_single	data/ui/campaign ui/effect_bundles/fortification_positive.png	101	data/ui/campaign ui/effect_bundles/fortification_negative.png
rom_force_enable_siege_machine_quality_heavy	data/ui/campaign ui/effect_bundles/artillery_positive.png	101	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_force_enable_siege_machine_quality_medium	data/ui/campaign ui/effect_bundles/artillery_positive.png	101	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_force_enemy_unit_mod_morale	data/ui/campaign ui/effect_bundles/morale_negative.png	101	data/ui/campaign ui/effect_bundles/morale_positive.png
rom_force_stance_AP_cost	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png	10	
rom_force_stance_dummy_always_ambush	data/ui/campaign ui/effect_bundles/subterfuge_negative.png	114	
rom_force_stance_dummy_ambush_tooltip_hint	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	80	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
rom_force_stance_dummy_cannot_attack	data/ui/campaign ui/effect_bundles/melee_negative.png	113	
rom_force_stance_dummy_cannot_move	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png	111	
rom_force_stance_dummy_cannot_recruit	data/ui/campaign ui/effect_bundles/military_negative.png	115	
rom_force_stance_dummy_cannot_replenish	data/ui/campaign ui/effect_bundles/replenishment_negative.png	117	
rom_force_stance_dummy_diplomacy_penalty	data/ui/campaign ui/effect_bundles/diplomacy_negative.png	114	
rom_force_stance_dummy_growth_mod_all	data/ui/campaign ui/effect_bundles/growth_positive.png	112	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_force_stance_dummy_hidden	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	102	
rom_force_stance_dummy_public_order_redux	data/ui/campaign ui/effect_bundles/public_order_positive.png	110	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_force_unit_mod_ammunition	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_armour	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
rom_force_unit_mod_artillery_damage	data/ui/campaign ui/effect_bundles/artillery_positive.png	101	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_force_unit_mod_artillery_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_artillery_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_artillery_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_artillery_ship_damage	data/ui/campaign ui/effect_bundles/artillery_positive.png	101	data/ui/campaign ui/effect_bundles/artillery_negative.png
rom_force_unit_mod_artillery_ship_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_artillery_ship_missile_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_artillery_ship_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_artillery_xp_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_assault_ship_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_assault_ship_melee_damage	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_assault_ship_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_assault_ship_xp_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_auxiliary_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_auxiliary_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_auxiliary_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_bows_missile_damage	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_bows_missile_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_bows_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_cavalry_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_cavalry_heavy_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_cavalry_heavy_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_cavalry_heavy_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_cavalry_hellenic_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_cavalry_hellenic_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_cavalry_hellenic_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_cavalry_light_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_cavalry_light_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_cavalry_light_missile_range	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_cavalry_light_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_cavalry_light_movement_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_cavalry_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_cavalry_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_cavalry_missile_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_cavalry_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_cavalry_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_cavalry_xp_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_chariot_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_chariot_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_chariot_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_experience_base	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_artillery	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_cavalry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_infantry	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_naval	data/ui/campaign ui/effect_bundles/experience_positive.png	0	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_ships_artillery	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_ships_assault	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_base_ships_support	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_experience_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_hull_armour	data/ui/campaign ui/effect_bundles/navy_positive.png	101	data/ui/campaign ui/effect_bundles/navy_negative.png
rom_force_unit_mod_infantry_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_infantry_heavy_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_infantry_heavy_melee_damage	data/ui/campaign ui/effect_bundles/infantry_positive.png	101	data/ui/campaign ui/effect_bundles/infantry_negative.png
rom_force_unit_mod_infantry_heavy_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_infantry_heavy_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_infantry_hellenic_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_force_unit_mod_infantry_hellenic_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_infantry_hellenic_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_infantry_light_very_light_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_infantry_light_very_light_movement_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_infantry_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_infantry_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_infantry_missile_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_infantry_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_infantry_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_infantry_spears_armour	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
rom_force_unit_mod_infantry_spears_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_infantry_spears_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_infantry_xp_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_barbarians	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_carthaginians	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_easterners	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_egyptians	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_hellenics	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_raider_armies	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_raider_fleets	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_rebels	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_romans	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_attack_versus_successor_states	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_damage	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_barbarians	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_carthaginians	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_easterners	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_egyptians	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_hellenics	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_romans	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_versus_successor_states	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_melee_defence_when_escorting	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_missile_damage	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_range	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_force_unit_mod_missile_range_navy_missile_and_artillery	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_rate_versus_raider_armies	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_rate_versus_raider_fleets	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_rate_versus_rebels	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_missile_rate_when_escorting	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	107	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_attacking	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_auxiliary	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_blockade	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_blockading	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_defending	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_ambushes	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_ambushes_desert	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_ambushes_forest	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_night	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_night_desert	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_during_night_forest	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_foreign_territory	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_mercenary	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_native	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_own_territory	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_barbarians	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_carthaginians	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_easterners	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_egyptians	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_hellenics	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_raider_armies	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_raider_fleets	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_rebels	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_romans	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_morale_versus_successor_states	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
