id	mission_key	option_key	value
40341	senate_nom_recruit_champion	GEN_TARGET_NONE	
40343	senate_nom_recruit_champion	CND_FACTION	rom_scythia
40346	senate_nom_recruit_champion	CND_FACTION	rom_roxolani
40347	senate_nom_recruit_champion	CND_FACTION	rom_massagetae
40348	senate_nom_recruit_champion	CND_NOT_HAS_AGENT	champion
4035	senate_car_recruit_spy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
40352	senate_nom_recruit_champion	CND_TECHNOLOGY_RESEARCHED	rom_nomad_military_top_supply_foraging
40358	senate_nom_recruit_champion	CND_ROUNDS_UNTIL_NEXT	24
40361	senate_nom_recruit_dignitary	VAR_CHANCE	50
40369	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MIN	1
40377	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MAX	2
40380	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40383	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_ADDITIONAL_MAX	3
40389	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MOD_EASY	2.0
40396	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40403	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MOD_HARD	1.2
40412	senate_nom_recruit_dignitary	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
4042	senate_car_recruit_spy	GEN_TARGET_NONE	
40422	senate_nom_recruit_dignitary	VAR_OBJECTIVE_AGENT	dignitary
40429	senate_nom_recruit_dignitary	CND_CAMPAIGN	main_rome
40438	senate_nom_recruit_dignitary	CND_FIRST_ROUND	8
40442	senate_nom_recruit_dignitary	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
40448	senate_nom_recruit_dignitary	GEN_TARGET_NONE	
40458	senate_nom_recruit_dignitary	CND_FACTION	rom_scythia
40468	senate_nom_recruit_dignitary	CND_FACTION	rom_roxolani
4047	senate_car_recruit_spy	CND_FACTION	rom_carthage
40474	senate_nom_recruit_dignitary	CND_FACTION	rom_massagetae
40477	senate_nom_recruit_dignitary	CND_NOT_HAS_AGENT	dignitary
40487	senate_nom_recruit_dignitary	CND_TECHNOLOGY_RESEARCHED	rom_nomad_civil_tribal_council_cupellation_furnace
40496	senate_nom_recruit_dignitary	CND_ROUNDS_UNTIL_NEXT	24
40504	senate_nom_recruit_spy	VAR_CHANCE	50
40509	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MIN	1
40514	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MAX	2
40520	senate_nom_recruit_spy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40525	senate_nom_recruit_spy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	3
4053	senate_car_recruit_spy	CND_NOT_HAS_AGENT	spy
40534	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MOD_EASY	2.0
40541	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40550	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MOD_HARD	1.2
40553	senate_nom_recruit_spy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
40557	senate_nom_recruit_spy	VAR_OBJECTIVE_AGENT	spy
40566	senate_nom_recruit_spy	CND_CAMPAIGN	main_rome
40570	senate_nom_recruit_spy	CND_FIRST_ROUND	4
40572	senate_nom_recruit_spy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
40579	senate_nom_recruit_spy	GEN_TARGET_NONE	
40588	senate_nom_recruit_spy	CND_FACTION	rom_scythia
40596	senate_nom_recruit_spy	CND_FACTION	rom_roxolani
40601	senate_nom_recruit_spy	CND_FACTION	rom_massagetae
40603	senate_nom_recruit_spy	CND_NOT_HAS_AGENT	spy
40606	senate_nom_recruit_spy	CND_ROUNDS_UNTIL_NEXT	24
40610	senate_nom_research_civil_construction	CND_NOT_RESEARCHING_TECHNOLOGY_ENGINEERING	
40612	senate_nom_research_civil_construction	GEN_TARGET_NONE	
40613	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40619	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
4062	senate_car_recruit_spy	CND_ROUNDS_UNTIL_NEXT	24
40626	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MOD_HARD	1.2
40630	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40640	senate_nom_research_civil_construction	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
40648	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MIN	4
40652	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MOD_EASY	2.0
40655	senate_nom_research_civil_construction	CND_FIRST_ROUND	3
40663	senate_nom_research_civil_construction	CND_MAX_ENGINEERING_TECHNOLOGY_RATIO	30
40669	senate_nom_research_civil_construction	CND_ROUNDS_UNTIL_NEXT	32
4067	senate_egy_recruit_champion	VAR_CHANCE	50
40671	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
40679	senate_nom_research_civil_construction	VAR_CHANCE	50
40683	senate_nom_research_civil_construction	CND_MIN_ENGINEERING_TECHNOLOGY_RATIO	5
40691	senate_nom_research_civil_construction	VAR_MISSION_LENGTH_MAX	6
40696	senate_nom_research_civil_construction	CND_CAMPAIGN	main_rome
40698	senate_nom_research_civil_construction	CND_FACTION	rom_scythia
40699	senate_nom_research_civil_construction	CND_FACTION	rom_roxolani
407	senate_bar_research_military_management	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
4070	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MIN	1
40700	senate_nom_research_civil_construction	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_eng_con
40704	senate_nom_research_civil_construction	CND_FACTION	rom_massagetae
40705	senate_nom_research_civil_economy	CND_NOT_RESEARCHING_TECHNOLOGY_CIVIL	
40706	senate_nom_research_civil_economy	GEN_TARGET_NONE	
40708	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40715	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
40725	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MOD_HARD	1.2
40729	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40734	senate_nom_research_civil_economy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
40737	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MIN	4
40739	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MOD_EASY	2.0
40748	senate_nom_research_civil_economy	CND_FIRST_ROUND	3
40752	senate_nom_research_civil_economy	CND_MAX_CIVIL_TECHNOLOGY_RATIO	30
40756	senate_nom_research_civil_economy	CND_ROUNDS_UNTIL_NEXT	32
40761	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
40762	senate_nom_research_civil_economy	VAR_CHANCE	50
40764	senate_nom_research_civil_economy	CND_MIN_ENGINEERING_TECHNOLOGY_RATIO	5
40766	senate_nom_research_civil_economy	VAR_MISSION_LENGTH_MAX	6
40770	senate_nom_research_civil_economy	CND_CAMPAIGN	main_rome
40772	senate_nom_research_civil_economy	CND_FACTION	rom_scythia
40781	senate_nom_research_civil_economy	CND_FACTION	rom_roxolani
40783	senate_nom_research_civil_economy	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_civ_eco
4079	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MAX	2
40790	senate_nom_research_civil_economy	CND_FACTION	rom_massagetae
40799	senate_nom_research_civil_philosophy	CND_NOT_RESEARCHING_TECHNOLOGY_CIVIL	
40802	senate_nom_research_civil_philosophy	GEN_TARGET_NONE	
40812	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40817	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
40818	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MOD_HARD	1.2
40821	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40826	senate_nom_research_civil_philosophy	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
40835	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MIN	4
40845	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MOD_EASY	2.0
40851	senate_nom_research_civil_philosophy	CND_FIRST_ROUND	3
40854	senate_nom_research_civil_philosophy	CND_MAX_CIVIL_TECHNOLOGY_RATIO	30
40855	senate_nom_research_civil_philosophy	CND_ROUNDS_UNTIL_NEXT	32
40857	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
4086	senate_egy_recruit_champion	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40866	senate_nom_research_civil_philosophy	VAR_CHANCE	50
40868	senate_nom_research_civil_philosophy	CND_MIN_ENGINEERING_TECHNOLOGY_RATIO	5
4087	senate_egy_recruit_champion	VAR_MISSION_LENGTH_ADDITIONAL_MAX	3
40871	senate_nom_research_civil_philosophy	VAR_MISSION_LENGTH_MAX	6
40881	senate_nom_research_civil_philosophy	CND_CAMPAIGN	main_rome
40885	senate_nom_research_civil_philosophy	CND_FACTION	rom_scythia
40886	senate_nom_research_civil_philosophy	CND_FACTION	rom_roxolani
40896	senate_nom_research_civil_philosophy	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_civ_phi
40901	senate_nom_research_civil_philosophy	CND_FACTION	rom_massagetae
40906	senate_nom_research_military_management	CND_NOT_RESEARCHING_TECHNOLOGY_MILITARY	
40910	senate_nom_research_military_management	GEN_TARGET_NONE	
4092	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MOD_EASY	2.0
40920	senate_nom_research_military_management	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
40926	senate_nom_research_military_management	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
40932	senate_nom_research_military_management	VAR_MISSION_LENGTH_MOD_HARD	1.2
40936	senate_nom_research_military_management	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40938	senate_nom_research_military_management	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
4094	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
40947	senate_nom_research_military_management	VAR_MISSION_LENGTH_MIN	4
40956	senate_nom_research_military_management	VAR_MISSION_LENGTH_MOD_EASY	2.0
40965	senate_nom_research_military_management	CND_FIRST_ROUND	3
40967	senate_nom_research_military_management	CND_MAX_MILITARY_TECHNOLOGY_RATIO	30
40972	senate_nom_research_military_management	CND_ROUNDS_UNTIL_NEXT	32
40973	senate_nom_research_military_management	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
40978	senate_nom_research_military_management	VAR_CHANCE	50
40982	senate_nom_research_military_management	CND_MIN_MILITARY_TECHNOLOGY_RATIO	5
40985	senate_nom_research_military_management	VAR_MISSION_LENGTH_MAX	6
40986	senate_nom_research_military_management	CND_CAMPAIGN	main_rome
40993	senate_nom_research_military_management	CND_FACTION	rom_scythia
40999	senate_nom_research_military_management	CND_FACTION	rom_roxolani
41004	senate_nom_research_military_management	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_mil_man
41006	senate_nom_research_military_management	CND_FACTION	rom_massagetae
41009	senate_nom_research_military_siege	CND_NOT_RESEARCHING_TECHNOLOGY_ENGINEERING	
41015	senate_nom_research_military_siege	GEN_TARGET_NONE	
41024	senate_nom_research_military_siege	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
4103	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MOD_HARD	1.2
41032	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41039	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MOD_HARD	1.2
41042	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41046	senate_nom_research_military_siege	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
41050	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MIN	4
41053	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MOD_EASY	2.0
41055	senate_nom_research_military_siege	CND_FIRST_ROUND	3
41062	senate_nom_research_military_siege	CND_MAX_ENGINEERING_TECHNOLOGY_RATIO	30
41064	senate_nom_research_military_siege	CND_ROUNDS_UNTIL_NEXT	32
41071	senate_nom_research_military_siege	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
41079	senate_nom_research_military_siege	VAR_CHANCE	50
41085	senate_nom_research_military_siege	CND_MIN_ENGINEERING_TECHNOLOGY_RATIO	5
41089	senate_nom_research_military_siege	VAR_MISSION_LENGTH_MAX	6
41093	senate_nom_research_military_siege	CND_CAMPAIGN	main_rome
4110	senate_egy_recruit_champion	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41100	senate_nom_research_military_siege	CND_FACTION	rom_scythia
41108	senate_nom_research_military_siege	CND_FACTION	rom_roxolani
41115	senate_nom_research_military_siege	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_eng_sie
41117	senate_nom_research_military_siege	CND_FACTION	rom_massagetae
41123	senate_nom_research_military_tactics	CND_NOT_RESEARCHING_TECHNOLOGY_MILITARY	
41126	senate_nom_research_military_tactics	GEN_TARGET_NONE	
41129	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41139	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41146	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MOD_HARD	1.2
41148	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41151	senate_nom_research_military_tactics	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	12
41158	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MIN	4
4116	senate_egy_recruit_champion	VAR_OBJECTIVE_AGENT	champion
41168	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MOD_EASY	2.0
41178	senate_nom_research_military_tactics	CND_FIRST_ROUND	3
41181	senate_nom_research_military_tactics	CND_MAX_MILITARY_TECHNOLOGY_RATIO	30
4119	senate_egy_recruit_champion	CND_CAMPAIGN	main_rome
41190	senate_nom_research_military_tactics	CND_ROUNDS_UNTIL_NEXT	32
41199	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
412	senate_bar_research_military_management	VAR_MISSION_LENGTH_MOD_HARD	1.2
41204	senate_nom_research_military_tactics	VAR_CHANCE	50
41212	senate_nom_research_military_tactics	CND_MIN_MILITARY_TECHNOLOGY_RATIO	5
41222	senate_nom_research_military_tactics	VAR_MISSION_LENGTH_MAX	6
41228	senate_nom_research_military_tactics	CND_CAMPAIGN	main_rome
41231	senate_nom_research_military_tactics	CND_FACTION	rom_scythia
41239	senate_nom_research_military_tactics	CND_FACTION	rom_roxolani
41243	senate_nom_research_military_tactics	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_mil_tac
41246	senate_nom_research_military_tactics	CND_FACTION	rom_massagetae
41253	senate_rox_defende_gelonus	GEN_CND_NOT_EMBARKED	
41256	senate_rox_defende_gelonus	CND_OWNS_HOME_REGION	
41257	senate_rox_defende_gelonus	GEN_CND_OWNS_REGION	
41266	senate_rox_defende_gelonus	VAR_OBJECTIVE_REQUIRES_VICTORY	
41269	senate_rox_defende_gelonus	GEN_CND_WAR	
41270	senate_rox_defende_gelonus	GEN_CND_TARGET_ARMY_NEAR_ORIGINAL_HOME_REGION	
41275	senate_rox_defende_gelonus	GEN_TARGET_MILITARY_FORCE	
41280	senate_rox_defende_gelonus	VAR_OBJECTIVE_ARMIES_ONLY	
41281	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41282	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41286	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MOD_HARD	1.2
41287	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
4129	senate_egy_recruit_champion	CND_FIRST_ROUND	8
41297	senate_rox_defende_gelonus	CND_ROUNDS_UNTIL_NEXT	16
413	senate_bar_research_military_management	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41301	senate_rox_defende_gelonus	CND_FIRST_ROUND	2
41309	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
41319	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MIN	2
41328	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MOD_EASY	2.0
41333	senate_rox_defende_gelonus	VAR_FOLLOWUP_CHANCE	25
41339	senate_rox_defende_gelonus	VAR_MISSION_LENGTH_MAX	3
41349	senate_rox_defende_gelonus	VAR_CHANCE	50
41350	senate_rox_defende_gelonus	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
41352	senate_rox_defende_gelonus	CND_CAMPAIGN	main_rome
41362	senate_rox_defende_gelonus	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
41364	senate_rox_defende_gelonus	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
41373	senate_rox_defende_gelonus	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
41382	senate_rox_defende_gelonus	GEN_CND_NOT_STANCE	MILITARY_FORCE_SITUATIONAL_STANCE_GARRISON
4139	senate_egy_recruit_champion	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
41392	senate_rox_defende_gelonus	CND_FACTION	rom_roxolani
41402	senate_rox_recapture_gelonus	CND_CAMPAIGN	main_rome
41412	senate_rox_recapture_gelonus	CND_FACTION	rom_roxolani
41418	senate_rox_recapture_gelonus	CND_FIRST_ROUND	0
41423	senate_rox_recapture_gelonus	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
41428	senate_rox_recapture_gelonus	CND_NOT_OWNS_HOME_REGION	
41437	senate_rox_recapture_gelonus	CND_ROUNDS_UNTIL_NEXT	16
41446	senate_rox_recapture_gelonus	GEN_CND_NOT_ARMY_IN_REGION	
41456	senate_rox_recapture_gelonus	GEN_CND_NOT_OWNS	
41460	senate_rox_recapture_gelonus	GEN_CND_REGION	
41462	senate_rox_recapture_gelonus	GEN_TARGET_REGION	rom_scythia_scythia
41467	senate_rox_recapture_gelonus	VAR_CHANCE	50
41476	senate_rox_recapture_gelonus	VAR_FOLLOWUP_CHANCE	25
41480	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
4149	senate_egy_recruit_champion	GEN_TARGET_NONE	
41490	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41493	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MAX	3
41497	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MIN	2
41501	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MOD_EASY	2.0
41509	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MOD_HARD	1.2
41515	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41518	senate_rox_recapture_gelonus	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41522	senate_scy_defend_solokha	GEN_CND_NOT_EMBARKED	
41532	senate_scy_defend_solokha	CND_OWNS_HOME_REGION	
41534	senate_scy_defend_solokha	GEN_CND_OWNS_REGION	
41543	senate_scy_defend_solokha	VAR_OBJECTIVE_REQUIRES_VICTORY	
41553	senate_scy_defend_solokha	GEN_CND_WAR	
4156	senate_egy_recruit_champion	CND_FACTION	rom_ptolemaics
41560	senate_scy_defend_solokha	GEN_CND_TARGET_ARMY_NEAR_ORIGINAL_HOME_REGION	
41566	senate_scy_defend_solokha	GEN_TARGET_MILITARY_FORCE	
41567	senate_scy_defend_solokha	VAR_OBJECTIVE_ARMIES_ONLY	
41571	senate_scy_defend_solokha	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41581	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41584	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MOD_HARD	1.2
41589	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41598	senate_scy_defend_solokha	CND_ROUNDS_UNTIL_NEXT	16
416	senate_bar_research_military_management	VAR_OBJECTIVE_TECH_CATEGORY	rom_roman_mil_man
41605	senate_scy_defend_solokha	CND_FIRST_ROUND	2
41608	senate_scy_defend_solokha	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
41609	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MIN	2
41619	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MOD_EASY	2.0
41620	senate_scy_defend_solokha	VAR_FOLLOWUP_CHANCE	25
4163	senate_egy_recruit_champion	CND_NOT_HAS_AGENT	champion
41630	senate_scy_defend_solokha	VAR_MISSION_LENGTH_MAX	3
41633	senate_scy_defend_solokha	VAR_CHANCE	50
41641	senate_scy_defend_solokha	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
41650	senate_scy_defend_solokha	CND_CAMPAIGN	main_rome
41655	senate_scy_defend_solokha	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
41662	senate_scy_defend_solokha	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
41669	senate_scy_defend_solokha	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
41672	senate_scy_defend_solokha	GEN_CND_NOT_STANCE	MILITARY_FORCE_SITUATIONAL_STANCE_GARRISON
41679	senate_scy_defend_solokha	CND_FACTION	rom_scythia
41684	senate_scy_recapture_solokha	CND_CAMPAIGN	main_rome
41689	senate_scy_recapture_solokha	CND_FACTION	rom_scythia
41696	senate_scy_recapture_solokha	CND_FIRST_ROUND	0
41697	senate_scy_recapture_solokha	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
417	senate_bar_research_military_management	CND_CAMPAIGN	main_rome
41705	senate_scy_recapture_solokha	CND_NOT_OWNS_HOME_REGION	
41706	senate_scy_recapture_solokha	CND_ROUNDS_UNTIL_NEXT	16
41710	senate_scy_recapture_solokha	GEN_CND_NOT_ARMY_IN_REGION	
4172	senate_egy_recruit_champion	CND_TECHNOLOGY_RESEARCHED	rom_egypt_military_management_ways_of_horus
41720	senate_scy_recapture_solokha	GEN_CND_NOT_OWNS	
41730	senate_scy_recapture_solokha	GEN_CND_REGION	rom_ponto_caspia_cimmeria
41737	senate_scy_recapture_solokha	GEN_TARGET_REGION	
41746	senate_scy_recapture_solokha	VAR_CHANCE	50
41747	senate_scy_recapture_solokha	VAR_FOLLOWUP_CHANCE	25
41749	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
41756	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41757	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MAX	3
41761	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MIN	2
41766	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MOD_EASY	2.0
41767	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MOD_HARD	1.2
4177	senate_egy_recruit_champion	CND_ROUNDS_UNTIL_NEXT	24
41773	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41776	senate_scy_recapture_solokha	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
41781	senate_sel_defend_antioch	GEN_CND_NOT_EMBARKED	
41791	senate_sel_defend_antioch	CND_OWNS_HOME_REGION	
41793	senate_sel_defend_antioch	GEN_CND_OWNS_REGION	
4180	senate_egy_recruit_dignitary	VAR_CHANCE	50
41802	senate_sel_defend_antioch	VAR_OBJECTIVE_REQUIRES_VICTORY	
41806	senate_sel_defend_antioch	GEN_CND_WAR	
41807	senate_sel_defend_antioch	GEN_CND_TARGET_ARMY_NEAR_ORIGINAL_HOME_REGION	
41816	senate_sel_defend_antioch	GEN_TARGET_MILITARY_FORCE	
41819	senate_sel_defend_antioch	VAR_OBJECTIVE_ARMIES_ONLY	
41822	senate_sel_defend_antioch	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41823	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
4183	senate_egy_recruit_dignitary	VAR_MISSION_LENGTH_MIN	1
41831	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MOD_HARD	1.2
41837	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
41845	senate_sel_defend_antioch	CND_ROUNDS_UNTIL_NEXT	16
41855	senate_sel_defend_antioch	CND_FIRST_ROUND	2
41863	senate_sel_defend_antioch	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
41866	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MIN	2
41873	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MOD_EASY	2.0
41883	senate_sel_defend_antioch	VAR_FOLLOWUP_CHANCE	25
41885	senate_sel_defend_antioch	VAR_MISSION_LENGTH_MAX	3
41892	senate_sel_defend_antioch	VAR_CHANCE	50
41896	senate_sel_defend_antioch	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
419	senate_bar_research_military_management	CND_FIRST_ROUND	3
41900	senate_sel_defend_antioch	CND_CAMPAIGN	main_rome
41902	senate_sel_defend_antioch	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
4191	senate_egy_recruit_dignitary	VAR_MISSION_LENGTH_MAX	2
41911	senate_sel_defend_antioch	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
41920	senate_sel_defend_antioch	GEN_CND_NOT_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
41929	senate_sel_defend_antioch	GEN_CND_NOT_STANCE	MILITARY_FORCE_SITUATIONAL_STANCE_GARRISON
41937	senate_sel_defend_antioch	CND_FACTION	rom_seleucid
41944	senate_sel_recapture_antioch	CND_CAMPAIGN	main_rome
41953	senate_sel_recapture_antioch	CND_FACTION	rom_seleucid
41960	senate_sel_recapture_antioch	CND_FIRST_ROUND	0
41962	senate_sel_recapture_antioch	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
41968	senate_sel_recapture_antioch	CND_NOT_OWNS_HOME_REGION	
41970	senate_sel_recapture_antioch	CND_ROUNDS_UNTIL_NEXT	16
41973	senate_sel_recapture_antioch	GEN_CND_NOT_ARMY_IN_REGION	
41978	senate_sel_recapture_antioch	GEN_CND_NOT_OWNS	
4198	senate_egy_recruit_dignitary	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
41988	senate_sel_recapture_antioch	GEN_CND_REGION	rom_syria_syria
41991	senate_sel_recapture_antioch	GEN_TARGET_REGION	
41998	senate_sel_recapture_antioch	VAR_CHANCE	50
42008	senate_sel_recapture_antioch	VAR_FOLLOWUP_CHANCE	25
42017	senate_sel_recapture_antioch	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
42027	senate_sel_recapture_antioch	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
42035	senate_sel_recapture_antioch	VAR_MISSION_LENGTH_MAX	3
42044	senate_sel_recapture_antioch	VAR_MISSION_LENGTH_MIN	2
