key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate
roman_circus_maximus_straight	generic	roman_circus_maximus_straight	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_wall	generic	roman_circus_maximus_wall	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_circus_maximus_wall02	generic	roman_circus_maximus_wall02	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_colonnade_corner	generic	roman_colonnade_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_colonnade_straight	generic	roman_colonnade_straight	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_colosseum_emperortribune	generic	roman_colosseum_emperortribune	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_colosseum_part10	generic	roman_colosseum_part10	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_colosseum_velum	generic	roman_colosseum_velum	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_1_storey_a	generic	roman_flat_roof_1_storey_a	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_1_storey_a_red	generic	roman_flat_roof_1_storey_a_red	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_1_storey_b	generic	roman_flat_roof_1_storey_b	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_2_storey_a	generic	roman_flat_roof_2_storey_a	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_2_storey_b	generic	roman_flat_roof_2_storey_b	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_2_storey_d	generic	roman_flat_roof_2_storey_d	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_flat_roof_3_storey	generic	roman_flat_roof_3_storey	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_fort_angled_joiner	fort_wall	roman_fort_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	true	false	1.0000
roman_fort_bridgingcolumn_left	fort_wall	roman_fort_bridgingcolumn_left	stone	2000		fort_wall	100		false	0	true	0.7	false	true	1.0000
roman_fort_bridgingcolumn_right	fort_wall	roman_fort_bridgingcolumn_right	stone	2000		fort_wall	100		false	0	true	0.7	false	true	1.0000
roman_fort_external_angled_to_grid_joiner	fort_wall	roman_fort_external_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
roman_fort_external_corner	fort_wall	roman_fort_external_corner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_external_grid_to_angled_joiner	fort_wall	roman_fort_external_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_gateway_e	gate	roman_fort_gateway_e	stone	2800		gate	3000		false	0	true	0.7	false	false	4.0000
roman_fort_internal_angled_to_grid_joiner	fort_wall	roman_fort_internal_angled_to_grid_joiner	stone	2000		fort_wall	100		false	0	true		false	false	1.0000
roman_fort_internal_corner	fort_wall	roman_fort_internal_corner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_internal_grid_to_angled_joiner	fort_wall	roman_fort_internal_grid_to_angled_joiner	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_straight	fort_wall	roman_fort_straight	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_straight_stepped_down_10m_square_bastion_a	unbreachable_fort_wall	roman_fort_straight_stepped_down_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_straight_stepped_up_10m_square_bastion_a	unbreachable_fort_wall	roman_fort_straight_stepped_up_10m_square_bastion_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_straight_with_doors_a	fort_wall	roman_fort_straight_with_doors_a	stone	2000		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_straight_with_solid_squared_bastion	unbreachable_fort_wall	roman_fort_straight_with_solid_squared_bastion	stone	2500		fort_wall	100		false	0	true	0.7	false	false	1.0000
roman_fort_tower_b_corner_with_extension	fort_tower	roman_fort_tower_b_corner_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
roman_fort_tower_c_straight_with_extension	fort_tower	roman_fort_tower_c_straight_with_extension	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
roman_fort_tower_end_left	fort_tower	roman_fort_tower_end_left	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
roman_fort_tower_end_right	fort_tower	roman_fort_tower_end_right	stone	2200	tower_watchtower	fort_tower	100		false	0	true	0.7	false	false	1.0000
roman_lowfence	generic	roman_lowfence	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_lowfence_pillar	generic	roman_lowfence_pillar	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_marchingcamp_equipment01	incidental	roman_marchingcamp_equipment01	stone	10		building	100		false	0	true		false	false	1.0000
roman_marchingcamp_standardeagle	incidental	roman_marchingcamp_standardeagle	stone	10		building	100		false	0	true		false	false	1.0000
roman_marchingcamp_table	incidental	roman_marchingcamp_table	stone	10		building	100		false	0	true		false	false	1.0000
roman_pantheon	generic	roman_pantheon	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_senate_house	generic	roman_senate_house	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_temple01	generic	roman_temple01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_temple01_cinematic	generic	roman_temple01_cinematic	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_tent_side_01	incidental	roman_tent_side_01	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_02	incidental	roman_tent_side_02	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_03	incidental	roman_tent_side_03	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_04	incidental	roman_tent_side_04	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_05	incidental	roman_tent_side_05	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_06	incidental	roman_tent_side_06	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_side_07	incidental	roman_tent_side_07	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_01	incidental	roman_tent_top_01	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_02	incidental	roman_tent_top_02	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_03	incidental	roman_tent_top_03	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_04	incidental	roman_tent_top_04	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_05	incidental	roman_tent_top_05	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_06	incidental	roman_tent_top_06	stone	20		building	100		false	0	true		false	false	1.0000
roman_tent_top_07	incidental	roman_tent_top_07	stone	20		building	100		false	0	true		false	false	1.0000
roman_tower	generic	roman_tower	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_angled	generic	roman_villa_angled	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_angled02	generic	roman_villa_angled02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_atrium	generic	roman_villa_atrium	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_colonade	generic	roman_villa_colonade	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_house01	generic	roman_villa_house01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_house02	generic	roman_villa_house02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_ivy	generic	roman_villa_ivy	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_stables	generic	roman_villa_stables	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_straight01	generic	roman_villa_straight01	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_straight02	generic	roman_villa_straight02	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_tabernae	generic	roman_villa_tabernae	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_tower	generic	roman_villa_tower	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_wall	generic	roman_villa_wall	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_wall_door	generic	roman_villa_wall_door	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_villa_wall_pillar	generic	roman_villa_wall_pillar	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
roman_washinglines_air_01	incidental	roman_washinglines_air_01	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_air_02	incidental	roman_washinglines_air_02	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_air_03	incidental	roman_washinglines_air_03	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_air_04	incidental	roman_washinglines_air_04	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_ground_01	incidental	roman_washinglines_ground_01	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_ground_02	incidental	roman_washinglines_ground_02	stone	10		building	100		false	0	true		false	false	1.0000
roman_washinglines_ground_03	incidental	roman_washinglines_ground_03	stone	10		building	100		false	0	true		false	false	1.0000
ruin_columns_1	generic	ruin_columns_1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_columns_2	generic	ruin_columns_2	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_columns_3	generic	ruin_columns_3	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_columns_4	generic	ruin_columns_4	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_columns_5	generic	ruin_columns_5	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_floor_1	ground_platform	ruin_floor_1	stone	500		building	100		false	0	true		false	false	1.0000
ruin_floor_2	ground_platform	ruin_floor_2	stone	500		building	100		false	0	true		false	false	1.0000
ruin_floor_3	ground_platform	ruin_floor_3	stone	500		building	100		false	0	true		false	false	1.0000
ruin_rubble_1	ground_platform	ruin_rubble_1	stone	500		building	100		false	0	true		false	false	1.0000
ruin_rubble_2	ground_platform	ruin_rubble_2	stone	500		building	100		false	0	true		false	false	1.0000
ruin_single_column_1	generic	ruin_single_column_1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_single_column_2	generic	ruin_single_column_2	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_single_column_3	generic	ruin_single_column_3	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
ruin_single_column_4	generic	ruin_single_column_4	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
scaffolding_1	incidental	scaffolding_1	wood	50		building	100		false	0	true		false	false	1.0000
scaffolding_2	incidental	scaffolding_2	wood	50		building	100		false	0	true		false	false	1.0000
scaffolding_3	incidental	scaffolding_3	wood	50		building	100		false	0	true		false	false	1.0000
scaffolding_tall_02	incidental	scaffolding_tall_02	wood	50		building	100		false	0	true		false	false	1.0000
short_dock_straight_1	generic	short_dock_straight_1	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
short_dock_straight_2	generic	short_dock_straight_2	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
short_dock_straight_3	generic	short_dock_straight_3	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
short_dock_straight_4	generic	short_dock_straight_4	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
short_dock_straight_5	generic	short_dock_straight_5	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
sidewalk_corner	generic	sidewalk_corner	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
sidewalk_straight	generic	sidewalk_straight	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
siege_barricade_stakes	incidental	siege_barricade_stakes	stone	50		building	100		false	0	true		false	false	1.0000
siege_barricade_wall_1	fort_wall	siege_barricade_wall_1	wood	500		building	350	placeholder.tga	false	0	true		false	false	1.0000
siege_barricade_wall_2	fort_wall	siege_barricade_wall_2	wood	500		building	350	placeholder.tga	false	0	true		false	false	1.0000
sky_alps01_double_unlit	generic	sky_alps01_double_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_alps01_full_unlit	generic	sky_alps01_full_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_alps01_half_unlit	generic	sky_alps01_half_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_alps02_double_unlit	generic	sky_alps02_double_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_alps02_full_unlit	generic	sky_alps02_full_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_alps02_half_unlit	generic	sky_alps02_half_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_blue_75	generic	sky_blue_75	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_grey_75	generic	sky_grey_75	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_grey_75_unlit	generic	sky_grey_75_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_grey_storm_75	generic	sky_grey_storm_75	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_grey_storm_half_unlit	generic	sky_grey_storm_half_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_grey_with_land_75	generic	sky_grey_with_land_75	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_night_75	generic	sky_night_75	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_night_half_unlit	generic	sky_night_half_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_pink	generic	sky_pink	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_sunset	generic	sky_sunset	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_sunset_half	generic	sky_sunset_half	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
sky_sunset_half_unlit	generic	sky_sunset_half_unlit	stone	15			500	placeholder.tga	false	0	true		false	false	1.0000
small_pyramid	generic	small_pyramid	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
small_shack	incidental	small_shack	stone	50		building	100		false	0	true		false	false	1.0000
smallrock_01	incidental	smallrock_01	stone	10		building	100		false	0	true		false	false	1.0000
smallrock_02	incidental	smallrock_02	stone	10		building	100		false	0	true		false	false	1.0000
smallrock_03	incidental	smallrock_03	stone	10		building	100		false	0	true		false	false	1.0000
stairs	generic	stairs	stone	200		building	500	placeholder.tga	false	0	true		false	false	1.0000
stairs_30m	ground_platform	stairs_30m	stone	200		building	100		false	0	true		false	false	1.0000
stairs_30m_notech	generic	stairs_30m_notech	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
stairs_doubleheight_30m	generic	stairs_doubleheight_30m	stone	500			100		false	0	true		false	false	1.0000
start_ui_scene	generic	start_ui_scene	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
stock	generic	stock	wood	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
street_barricades_door_1	incidental	street_barricades_door_1	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_door_2	incidental	street_barricades_door_2	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_door_3	incidental	street_barricades_door_3	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_high_1	incidental	street_barricades_high_1	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_high_2	incidental	street_barricades_high_2	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_low_1	incidental	street_barricades_low_1	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_low_2	incidental	street_barricades_low_2	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_low_3	incidental	street_barricades_low_3	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_rubble_1	incidental	street_barricades_rubble_1	stone	100		building	100		false	0	true		false	false	1.0000
street_barricades_rubble_2	incidental	street_barricades_rubble_2	wood	100		building	100		false	0	true		false	false	1.0000
street_barricades_streetborders_1	incidental	street_barricades_streetborders_1	stone	100		building	100		false	0	true		false	false	1.0000
street_barricades_streetborders_2	incidental	street_barricades_streetborders_2	stone	100		building	100		false	0	true		false	false	1.0000
tent_side_01	incidental	tent_side_01	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_02	incidental	tent_side_02	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_03	incidental	tent_side_03	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_04	incidental	tent_side_04	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_05	incidental	tent_side_05	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_06	incidental	tent_side_06	stone	20		building	100		false	0	true		false	false	1.0000
tent_side_07	incidental	tent_side_07	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_01	incidental	tent_top_01	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_02	incidental	tent_top_02	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_03	incidental	tent_top_03	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_04	incidental	tent_top_04	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_05	incidental	tent_top_05	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_06	incidental	tent_top_06	stone	20		building	100		false	0	true		false	false	1.0000
tent_top_07	incidental	tent_top_07	stone	20		building	100		false	0	true		false	false	1.0000
test_circus_maximus	generic	test_circus_maximus	stone	500			500	placeholder.tga	false	0	true		false	false	1.0000
tomb_of_makedon	generic	tomb_of_makedon	stone	500			100		false	0	true		false	false	1.0000
torch_ground_post	incidental	torch_ground_post	stone	10		building	100		false	0	true		false	false	1.0000
torch_sconce	incidental	torch_sconce	stone	10		building	100		false	0	true		false	false	1.0000
torche_cinematic_new	generic	torche_cinematic_new	stone	15			100		false	0	true		false	false	1.0000
tree_stump	generic	tree_stump	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
under_water_100m	generic	under_water_100m	stone	15			100		false	0	true		false	false	1.0000
under_water_150m	generic	under_water_150m	stone	15			100		false	0	true		false	false	1.0000
under_water_200m	generic	under_water_200m	stone	15			100		false	0	true		false	false	1.0000
under_water_300m	generic	under_water_300m	stone	15			100		false	0	true		false	false	1.0000
under_water_50m	generic	under_water_50m	stone	15			100		false	0	true		false	false	1.0000
vines	incidental	vines	stone	10		building	100		false	0	true		false	false	1.0000
vines_pillar	incidental	vines_pillar	stone	10		building	100		false	0	true		false	false	1.0000
washingline_air_01	incidental	washingline_air_01	stone	10		building	100		false	0	true		false	false	1.0000
washingline_air_02	incidental	washingline_air_02	stone	10		building	100		false	0	true		false	false	1.0000
washingline_air_03	incidental	washingline_air_03	stone	10		building	100		false	0	true		false	false	1.0000
washingline_air_04	incidental	washingline_air_04	stone	10		building	100		false	0	true		false	false	1.0000
washingline_ground_01	incidental	washingline_ground_01	stone	10		building	100		false	0	true		false	false	1.0000
washingline_ground_02	incidental	washingline_ground_02	stone	10		building	100		false	0	true		false	false	1.0000
washingline_ground_03	incidental	washingline_ground_03	stone	10		building	100		false	0	true		false	false	1.0000
water_plane	generic	water_plane	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
well	incidental	well	stone	50		building	100		false	0	true		false	false	1.0000
wheelbarrow	incidental	wheelbarrow	wood	10		building	100		false	0	true		false	false	1.0000
wonder_mausoleum	incidental	wonder_mausoleum	stone	15			100		false	0	true		false	false	1.0000
wonder_oracle_of_amun_re	generic	wonder_oracle_of_amun_re	stone	15			100		false	0	true		false	false	1.0000
wonder_temple_of_zeus	generic	wonder_temple_of_zeus	stone	15			100		false	0	true		false	false	1.0000
woodpile	incidental	woodpile	wood	50		building	100		false	0	true		false	false	1.0000
ziggourat	generic	ziggourat	stone	500		building	500	placeholder.tga	false	0	true		false	false	1.0000
