from	to
rom_BARBARIAN_religious_nomad_api_4	rom_BARBARIAN_temple_nomadic_kurgan_field_5
rom_BARBARIAN_religious_nomad_api_minor_2	rom_BARBARIAN_religious_nomad_api_minor_3
rom_BARBARIAN_religious_nomad_goitosyros_2	rom_BARBARIAN_religious_nomad_goitosyros_3
rom_BARBARIAN_religious_nomad_goitosyros_3	rom_BARBARIAN_religious_nomad_goitosyros_4
rom_BARBARIAN_religious_nomad_goitosyros_minor_2	rom_BARBARIAN_religious_nomad_goitosyros_minor_3
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_agin_minor_2
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_agrimpasa_minor_2
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_api_minor_2
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_goitosyros_minor_2
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_papaios_minor_2
rom_BARBARIAN_religious_nomad_minor_1	rom_BARBARIAN_religious_nomad_tabiti_minor_2
rom_BARBARIAN_religious_nomad_papaios_2	rom_BARBARIAN_religious_nomad_papaios_3
rom_BARBARIAN_religious_nomad_papaios_3	rom_BARBARIAN_religious_nomad_papaios_4
rom_BARBARIAN_religious_nomad_papaios_minor_2	rom_BARBARIAN_religious_nomad_papaios_minor_3
rom_BARBARIAN_religious_nomad_tabiti_2	rom_BARBARIAN_religious_nomad_tabiti_3
rom_BARBARIAN_religious_nomad_tabiti_3	rom_BARBARIAN_religious_nomad_tabiti_4
rom_BARBARIAN_religious_nomad_tabiti_minor_2	rom_BARBARIAN_religious_nomad_tabiti_minor_3
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_bendis_2
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_cabeiri_2
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_dionysus_2
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_kotys_2
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_sabazios_2
rom_BARBARIAN_religious_thracian_1	rom_BARBARIAN_religious_thracian_zibelthiurdos_2
rom_BARBARIAN_religious_thracian_bendis_2	rom_BARBARIAN_religious_thracian_bendis_3
rom_BARBARIAN_religious_thracian_bendis_3	rom_BARBARIAN_religious_thracian_bendis_4
rom_BARBARIAN_religious_thracian_bendis_minor_2	rom_BARBARIAN_religious_thracian_bendis_minor_3
rom_BARBARIAN_religious_thracian_cabeiri_2	rom_BARBARIAN_religious_thracian_cabeiri_3
rom_BARBARIAN_religious_thracian_cabeiri_3	rom_BARBARIAN_religious_thracian_cabeiri_4
rom_BARBARIAN_religious_thracian_cabeiri_4	rom_BARBARIAN_religious_thracian_cabeiri_5
rom_BARBARIAN_religious_thracian_cabeiri_minor_2	rom_BARBARIAN_religious_thracian_cabeiri_minor_3
rom_BARBARIAN_religious_thracian_dionysus_2	rom_BARBARIAN_religious_thracian_dionysus_3
rom_BARBARIAN_religious_thracian_dionysus_3	rom_BARBARIAN_religious_thracian_dionysus_4
rom_BARBARIAN_religious_thracian_dionysus_minor_2	rom_BARBARIAN_religious_thracian_dionysus_minor_3
rom_BARBARIAN_religious_thracian_kotys_2	rom_BARBARIAN_religious_thracian_kotys_3
rom_BARBARIAN_religious_thracian_kotys_3	rom_BARBARIAN_religious_thracian_kotys_4
rom_BARBARIAN_religious_thracian_kotys_minor_2	rom_BARBARIAN_religious_thracian_kotys_minor_3
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_bendis_minor_2
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_cabeiri_minor_2
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_dionysus_minor_2
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_kotys_minor_2
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_sabazios_minor_2
rom_BARBARIAN_religious_thracian_minor_1	rom_BARBARIAN_religious_thracian_zibelthiurdos_minor_2
rom_BARBARIAN_religious_thracian_sabazios_2	rom_BARBARIAN_religious_thracian_sabazios_3
rom_BARBARIAN_religious_thracian_sabazios_3	rom_BARBARIAN_religious_thracian_sabazios_4
rom_BARBARIAN_religious_thracian_sabazios_minor_2	rom_BARBARIAN_religious_thracian_sabazios_minor_3
rom_BARBARIAN_religious_thracian_zibelthiurdos_2	rom_BARBARIAN_religious_thracian_zibelthiurdos_3
rom_BARBARIAN_religious_thracian_zibelthiurdos_3	rom_BARBARIAN_religious_thracian_zibelthiurdos_4
rom_BARBARIAN_religious_thracian_zibelthiurdos_minor_2	rom_BARBARIAN_religious_thracian_zibelthiurdos_minor_3
rom_EASTERN_buff_1	rom_EASTERN_buff_melee_2
rom_EASTERN_buff_1	rom_EASTERN_buff_ranged_2
rom_EASTERN_buff_1	rom_EASTERN_buff_siege_2
rom_EASTERN_buff_melee_2	rom_EASTERN_buff_melee_3
rom_EASTERN_buff_ranged_2	rom_EASTERN_buff_ranged_3
rom_EASTERN_buff_siege_2	rom_EASTERN_buff_siege_3
rom_EASTERN_city_major_1	rom_EASTERN_city_major_2
rom_EASTERN_city_major_2	rom_EASTERN_city_major_3
rom_EASTERN_city_major_3	rom_EASTERN_city_major_4
rom_EASTERN_city_minor_fish_1	rom_EASTERN_city_minor_fish_2
rom_EASTERN_city_minor_fish_2	rom_EASTERN_city_minor_fish_3
rom_EASTERN_city_minor_fish_3	rom_EASTERN_city_minor_fish_4
rom_EASTERN_city_minor_glass_1	rom_EASTERN_city_minor_glass_2
rom_EASTERN_city_minor_glass_2	rom_EASTERN_city_minor_glass_3
rom_EASTERN_city_minor_glass_3	rom_EASTERN_city_minor_glass_4
rom_EASTERN_city_minor_gold_1	rom_EASTERN_city_minor_gold_2
rom_EASTERN_city_minor_gold_2	rom_EASTERN_city_minor_gold_3
rom_EASTERN_city_minor_gold_3	rom_EASTERN_city_minor_gold_4
rom_EASTERN_city_minor_grain_1	rom_EASTERN_city_minor_grain_2
rom_EASTERN_city_minor_grain_2	rom_EASTERN_city_minor_grain_3
rom_EASTERN_city_minor_grain_3	rom_EASTERN_city_minor_grain_4
rom_EASTERN_city_minor_hides_1	rom_EASTERN_city_minor_hides_2
rom_EASTERN_city_minor_hides_2	rom_EASTERN_city_minor_hides_3
rom_EASTERN_city_minor_hides_3	rom_EASTERN_city_minor_hides_4
rom_EASTERN_city_minor_iron_1	rom_EASTERN_city_minor_iron_2
rom_EASTERN_city_minor_iron_2	rom_EASTERN_city_minor_iron_3
rom_EASTERN_city_minor_iron_3	rom_EASTERN_city_minor_iron_4
rom_EASTERN_city_minor_limestone_1	rom_EASTERN_city_minor_limestone_2
rom_EASTERN_city_minor_limestone_2	rom_EASTERN_city_minor_limestone_3
rom_EASTERN_city_minor_limestone_3	rom_EASTERN_city_minor_limestone_4
rom_EASTERN_city_minor_marble_1	rom_EASTERN_city_minor_marble_2
rom_EASTERN_city_minor_marble_2	rom_EASTERN_city_minor_marble_3
rom_EASTERN_city_minor_marble_3	rom_EASTERN_city_minor_marble_4
rom_EASTERN_city_minor_olives_1	rom_EASTERN_city_minor_olives_2
rom_EASTERN_city_minor_olives_2	rom_EASTERN_city_minor_olives_3
rom_EASTERN_city_minor_olives_3	rom_EASTERN_city_minor_olives_4
rom_EASTERN_city_minor_purple_dye_1	rom_EASTERN_city_minor_purple_dye_2
rom_EASTERN_city_minor_purple_dye_2	rom_EASTERN_city_minor_purple_dye_3
rom_EASTERN_city_minor_purple_dye_3	rom_EASTERN_city_minor_purple_dye_4
rom_EASTERN_city_minor_silk_1	rom_EASTERN_city_minor_silk_2
rom_EASTERN_city_minor_silk_2	rom_EASTERN_city_minor_silk_3
rom_EASTERN_city_minor_silk_3	rom_EASTERN_city_minor_silk_4
rom_EASTERN_city_minor_silver_1	rom_EASTERN_city_minor_silver_2
rom_EASTERN_city_minor_silver_2	rom_EASTERN_city_minor_silver_3
rom_EASTERN_city_minor_silver_3	rom_EASTERN_city_minor_silver_4
rom_EASTERN_city_minor_timber_1	rom_EASTERN_city_minor_timber_2
rom_EASTERN_city_minor_timber_2	rom_EASTERN_city_minor_timber_3
rom_EASTERN_city_minor_timber_3	rom_EASTERN_city_minor_timber_4
rom_EASTERN_city_minor_township_1	rom_EASTERN_city_minor_township_2
rom_EASTERN_city_minor_township_2	rom_EASTERN_city_minor_township_3
rom_EASTERN_city_minor_township_3	rom_EASTERN_city_minor_township_4
rom_EASTERN_city_minor_wine_1	rom_EASTERN_city_minor_wine_2
rom_EASTERN_city_minor_wine_2	rom_EASTERN_city_minor_wine_3
rom_EASTERN_city_minor_wine_3	rom_EASTERN_city_minor_wine_4
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_entertainment_2
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_governor_2
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_luxury_2
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_research_2
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_slave_2
rom_EASTERN_city_slot_1	rom_EASTERN_city_slot_trade_2
rom_EASTERN_city_slot_entertainment_2	rom_EASTERN_city_slot_entertainment_3
rom_EASTERN_city_slot_entertainment_3	rom_EASTERN_city_slot_entertainment_4
rom_EASTERN_city_slot_governor_2	rom_EASTERN_city_slot_governor_3
rom_EASTERN_city_slot_governor_3	rom_EASTERN_city_slot_governor_4
rom_EASTERN_city_slot_luxury_2	rom_EASTERN_city_slot_luxury_3
rom_EASTERN_city_slot_luxury_3	rom_EASTERN_city_slot_luxury_4
rom_EASTERN_city_slot_research_2	rom_EASTERN_city_slot_research_3
rom_EASTERN_city_slot_research_3	rom_EASTERN_city_slot_research_4
rom_EASTERN_city_slot_slave_2	rom_EASTERN_city_slot_slave_3
rom_EASTERN_city_slot_slave_3	rom_EASTERN_city_slot_slave_4
rom_EASTERN_city_slot_trade_2	rom_EASTERN_city_slot_trade_3
rom_EASTERN_city_slot_trade_3	rom_EASTERN_city_slot_trade_4
rom_EASTERN_levy_1	rom_EASTERN_levy_light_2
rom_EASTERN_levy_1	rom_EASTERN_levy_noble_2
rom_EASTERN_levy_light_2	rom_EASTERN_levy_light_3
rom_EASTERN_levy_light_3	rom_EASTERN_levy_light_4
rom_EASTERN_levy_noble_2	rom_EASTERN_levy_noble_3
rom_EASTERN_levy_noble_3	rom_EASTERN_levy_noble_4
rom_EASTERN_local_temple_1	rom_EASTERN_local_temple_imperial_2
rom_EASTERN_local_temple_1	rom_EASTERN_local_temple_necropolis_2
rom_EASTERN_local_temple_1	rom_EASTERN_local_temple_zoroastrian_2
rom_EASTERN_local_temple_imperial_2	rom_EASTERN_local_temple_imperial_3
rom_EASTERN_local_temple_imperial_3	rom_EASTERN_local_temple_imperial_4
rom_EASTERN_local_temple_minor_1	rom_EASTERN_local_temple_minor_imperial_2
rom_EASTERN_local_temple_minor_1	rom_EASTERN_local_temple_minor_necropolis_2
rom_EASTERN_local_temple_minor_1	rom_EASTERN_local_temple_minor_zoroastrian_2
rom_EASTERN_local_temple_minor_imperial_2	rom_EASTERN_local_temple_minor_imperial_3
rom_EASTERN_local_temple_minor_necropolis_2	rom_EASTERN_local_temple_minor_necropolis_3
rom_EASTERN_local_temple_minor_zoroastrian_2	rom_EASTERN_local_temple_minor_zoroastrian_3
rom_EASTERN_local_temple_necropolis_2	rom_EASTERN_local_temple_necropolis_3
rom_EASTERN_local_temple_necropolis_3	rom_EASTERN_local_temple_necropolis_4
rom_EASTERN_local_temple_zoroastrian_2	rom_EASTERN_local_temple_zoroastrian_3
rom_EASTERN_local_temple_zoroastrian_3	rom_EASTERN_local_temple_zoroastrian_4
rom_EASTERN_outskirts_1	rom_EASTERN_outskirts_industry_2
rom_EASTERN_outskirts_1	rom_EASTERN_outskirts_sanitation_2
rom_EASTERN_outskirts_1	rom_EASTERN_outskirts_water_2
rom_EASTERN_outskirts_industry_2	rom_EASTERN_outskirts_industry_3
rom_EASTERN_outskirts_industry_3	rom_EASTERN_outskirts_industry_4
rom_EASTERN_outskirts_minor_1	rom_EASTERN_outskirts_minor_farming_2
rom_EASTERN_outskirts_minor_1	rom_EASTERN_outskirts_minor_water_2
rom_EASTERN_outskirts_minor_farming_2	rom_EASTERN_outskirts_minor_farming_3
rom_EASTERN_outskirts_minor_farming_3	rom_EASTERN_outskirts_minor_farming_4
rom_EASTERN_outskirts_minor_water_2	rom_EASTERN_outskirts_minor_water_3
rom_EASTERN_outskirts_minor_water_3	rom_EASTERN_outskirts_minor_water_4
rom_EASTERN_outskirts_sanitation_2	rom_EASTERN_outskirts_sanitation_3
rom_EASTERN_outskirts_sanitation_3	rom_EASTERN_outskirts_sanitation_4
rom_EASTERN_outskirts_water_2	rom_EASTERN_outskirts_water_3
rom_EASTERN_outskirts_water_3	rom_EASTERN_outskirts_water_4
rom_EASTERN_port_1	rom_EASTERN_port_food_2
rom_EASTERN_port_1	rom_EASTERN_port_military_2
rom_EASTERN_port_1	rom_EASTERN_port_trade_2
rom_EASTERN_port_food_2	rom_EASTERN_port_food_3
rom_EASTERN_port_food_3	rom_EASTERN_port_food_4
rom_EASTERN_port_military_2	rom_EASTERN_port_military_3
rom_EASTERN_port_military_3	rom_EASTERN_port_military_4
rom_EASTERN_port_military_minor_2	rom_EASTERN_port_military_minor_3
rom_EASTERN_port_minor_1	rom_EASTERN_port_military_minor_2
rom_EASTERN_port_minor_1	rom_EASTERN_port_minor_food_2
rom_EASTERN_port_minor_1	rom_EASTERN_port_minor_trade_2
rom_EASTERN_port_minor_food_2	rom_EASTERN_port_minor_food_3
rom_EASTERN_port_minor_trade_2	rom_EASTERN_port_minor_trade_3
rom_EASTERN_port_trade_2	rom_EASTERN_port_trade_3
rom_EASTERN_port_trade_3	rom_EASTERN_port_trade_4
rom_EASTERN_stables_1	rom_EASTERN_stables_exotic_2
rom_EASTERN_stables_1	rom_EASTERN_stables_heavy_2
rom_EASTERN_stables_1	rom_EASTERN_stables_light_2
rom_EASTERN_stables_exotic_2	rom_EASTERN_stables_exotic_3
rom_EASTERN_stables_heavy_2	rom_EASTERN_stables_heavy_3
rom_EASTERN_stables_heavy_3	rom_EASTERN_stables_heavy_4
rom_EASTERN_stables_light_2	rom_EASTERN_stables_light_3
rom_EASTERN_stables_light_3	rom_EASTERN_stables_light_4
rom_HELLENIC_agora_1	rom_HELLENIC_agora_entertainment_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_food_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_public_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_research_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_satrap_SELEUCID_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_slave_2
rom_HELLENIC_agora_1	rom_HELLENIC_agora_trade_2
rom_HELLENIC_agora_entertainment_2	rom_HELLENIC_agora_entertainment_3
rom_HELLENIC_agora_entertainment_3	rom_HELLENIC_agora_entertainment_4
rom_HELLENIC_agora_entertainment_4	pun_HELLENIC_agora_Syracuse_5
rom_HELLENIC_agora_entertainment_4	rom_HELLENIC_agora_Syracuse_5
rom_HELLENIC_agora_food_2	rom_HELLENIC_agora_food_3
rom_HELLENIC_agora_food_3	rom_HELLENIC_agora_food_4
rom_HELLENIC_agora_public_2	rom_HELLENIC_agora_public_3
rom_HELLENIC_agora_public_3	rom_HELLENIC_agora_public_4
rom_HELLENIC_agora_research_2	rom_HELLENIC_agora_research_3
rom_HELLENIC_agora_research_3	rom_HELLENIC_agora_research_4
rom_HELLENIC_agora_research_4	rom_HELLENIC_agora_research_5
rom_HELLENIC_agora_satrap_SELEUCID_2	rom_HELLENIC_agora_satrap_SELEUCID_3
rom_HELLENIC_agora_satrap_SELEUCID_3	rom_HELLENIC_agora_satrap_SELEUCID_4
rom_HELLENIC_agora_slave_2	rom_HELLENIC_agora_slave_3
rom_HELLENIC_agora_trade_2	rom_HELLENIC_agora_trade_3
rom_HELLENIC_agora_trade_3	rom_HELLENIC_agora_trade_4
rom_HELLENIC_city_major_1	rom_HELLENIC_city_major_2
rom_HELLENIC_city_major_2	rom_HELLENIC_city_major_3
rom_HELLENIC_city_major_3	rom_HELLENIC_city_major_4
rom_HELLENIC_city_minor_fish_1	rom_HELLENIC_city_minor_fish_2
rom_HELLENIC_city_minor_fish_2	rom_HELLENIC_city_minor_fish_3
rom_HELLENIC_city_minor_fish_3	rom_HELLENIC_city_minor_fish_4
rom_HELLENIC_city_minor_glass_1	rom_HELLENIC_city_minor_glass_2
rom_HELLENIC_city_minor_glass_2	rom_HELLENIC_city_minor_glass_3
rom_HELLENIC_city_minor_glass_3	rom_HELLENIC_city_minor_glass_4
rom_HELLENIC_city_minor_gold_1	rom_HELLENIC_city_minor_gold_2
rom_HELLENIC_city_minor_gold_2	rom_HELLENIC_city_minor_gold_3
rom_HELLENIC_city_minor_gold_3	rom_HELLENIC_city_minor_gold_4
rom_HELLENIC_city_minor_grain_1	rom_HELLENIC_city_minor_grain_2
rom_HELLENIC_city_minor_grain_2	rom_HELLENIC_city_minor_grain_3
rom_HELLENIC_city_minor_grain_3	rom_HELLENIC_city_minor_grain_4
rom_HELLENIC_city_minor_hides_1	rom_HELLENIC_city_minor_hides_2
rom_HELLENIC_city_minor_hides_2	rom_HELLENIC_city_minor_hides_3
rom_HELLENIC_city_minor_hides_3	rom_HELLENIC_city_minor_hides_4
rom_HELLENIC_city_minor_iron_1	rom_HELLENIC_city_minor_iron_2
rom_HELLENIC_city_minor_iron_2	rom_HELLENIC_city_minor_iron_3
rom_HELLENIC_city_minor_iron_3	rom_HELLENIC_city_minor_iron_4
rom_HELLENIC_city_minor_limestone_1	rom_HELLENIC_city_minor_limestone_2
rom_HELLENIC_city_minor_limestone_2	rom_HELLENIC_city_minor_limestone_3
rom_HELLENIC_city_minor_limestone_3	rom_HELLENIC_city_minor_limestone_4
rom_HELLENIC_city_minor_marble_1	rom_HELLENIC_city_minor_marble_2
rom_HELLENIC_city_minor_marble_2	rom_HELLENIC_city_minor_marble_3
rom_HELLENIC_city_minor_marble_3	rom_HELLENIC_city_minor_marble_4
rom_HELLENIC_city_minor_olives_1	rom_HELLENIC_city_minor_olives_2
rom_HELLENIC_city_minor_olives_2	rom_HELLENIC_city_minor_olives_3
rom_HELLENIC_city_minor_olives_3	rom_HELLENIC_city_minor_olives_4
rom_HELLENIC_city_minor_purple_dye_1	rom_HELLENIC_city_minor_purple_dye_2
rom_HELLENIC_city_minor_purple_dye_2	rom_HELLENIC_city_minor_purple_dye_3
rom_HELLENIC_city_minor_purple_dye_3	rom_HELLENIC_city_minor_purple_dye_4
rom_HELLENIC_city_minor_silk_1	rom_HELLENIC_city_minor_silk_2
rom_HELLENIC_city_minor_silk_2	rom_HELLENIC_city_minor_silk_3
rom_HELLENIC_city_minor_silk_3	rom_HELLENIC_city_minor_silk_4
rom_HELLENIC_city_minor_silver_1	rom_HELLENIC_city_minor_silver_2
rom_HELLENIC_city_minor_silver_2	rom_HELLENIC_city_minor_silver_3
rom_HELLENIC_city_minor_silver_3	rom_HELLENIC_city_minor_silver_4
rom_HELLENIC_city_minor_timber_1	rom_HELLENIC_city_minor_timber_2
rom_HELLENIC_city_minor_timber_2	rom_HELLENIC_city_minor_timber_3
rom_HELLENIC_city_minor_timber_3	rom_HELLENIC_city_minor_timber_4
rom_HELLENIC_city_minor_township_1	rom_HELLENIC_city_minor_township_2
rom_HELLENIC_city_minor_township_2	rom_HELLENIC_city_minor_township_3
rom_HELLENIC_city_minor_township_3	rom_HELLENIC_city_minor_township_4
rom_HELLENIC_city_minor_wine_1	rom_HELLENIC_city_minor_wine_2
rom_HELLENIC_city_minor_wine_2	rom_HELLENIC_city_minor_wine_3
rom_HELLENIC_city_minor_wine_3	rom_HELLENIC_city_minor_wine_4
rom_HELLENIC_military_buff_1	rom_HELLENIC_military_buff_aux_2
rom_HELLENIC_military_buff_1	rom_HELLENIC_military_buff_cav_2
rom_HELLENIC_military_buff_1	rom_HELLENIC_military_buff_inf_attack_2
rom_HELLENIC_military_buff_1	rom_HELLENIC_military_buff_inf_defence_2
rom_HELLENIC_military_buff_aux_2	rom_HELLENIC_military_buff_aux_3
rom_HELLENIC_military_buff_aux_3	rom_HELLENIC_military_buff_aux_4
rom_HELLENIC_military_buff_cav_2	rom_HELLENIC_military_buff_cav_3
rom_HELLENIC_military_buff_cav_3	rom_HELLENIC_military_buff_cav_4
rom_HELLENIC_military_buff_inf_attack_2	rom_HELLENIC_military_buff_inf_attack_3
rom_HELLENIC_military_buff_inf_attack_3	rom_HELLENIC_military_buff_inf_attack_4
rom_HELLENIC_military_buff_inf_defence_2	rom_HELLENIC_military_buff_inf_defence_3
rom_HELLENIC_military_buff_inf_defence_3	rom_HELLENIC_military_buff_inf_defence_4
rom_HELLENIC_military_equipment_1	rom_HELLENIC_military_equipment_armour_2
rom_HELLENIC_military_equipment_1	rom_HELLENIC_military_equipment_siege_2
rom_HELLENIC_military_equipment_1	rom_HELLENIC_military_equipment_weapon_2
rom_HELLENIC_military_equipment_armour_2	rom_HELLENIC_military_equipment_armour_3
rom_HELLENIC_military_equipment_siege_2	rom_HELLENIC_military_equipment_siege_3
rom_HELLENIC_military_equipment_weapon_2	rom_HELLENIC_military_equipment_weapon_3
rom_HELLENIC_military_main_1	rom_HELLENIC_military_main_aux_2
rom_HELLENIC_military_main_1	rom_HELLENIC_military_main_heavy_2
rom_HELLENIC_military_main_1	rom_HELLENIC_military_main_heavy_SELEUCID_2
rom_HELLENIC_military_main_1	rom_HELLENIC_military_main_stables_SELEUCID_2
rom_HELLENIC_military_main_PUNIC_1	rom_HELLENIC_military_main_aux_PUNIC_2
rom_HELLENIC_military_main_PUNIC_1	rom_HELLENIC_military_main_heavy_PUNIC_2
rom_HELLENIC_military_main_aux_2	rom_HELLENIC_military_main_aux_3
rom_HELLENIC_military_main_aux_3	rom_HELLENIC_military_main_aux_4
rom_HELLENIC_military_main_aux_PUNIC_2	rom_HELLENIC_military_main_aux_PUNIC_3
rom_HELLENIC_military_main_aux_PUNIC_3	rom_HELLENIC_military_main_aux_PUNIC_4
rom_HELLENIC_military_main_heavy_2	rom_HELLENIC_military_main_heavy_3
rom_HELLENIC_military_main_heavy_3	rom_HELLENIC_military_main_heavy_4
rom_HELLENIC_military_main_heavy_4	rom_HELLENIC_military_buff_Hero-Shrine_5
rom_HELLENIC_military_main_heavy_PUNIC_2	rom_HELLENIC_military_main_heavy_PUNIC_3
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_HELLENIC_military_main_heavy_PUNIC_4
rom_HELLENIC_military_main_heavy_SELEUCID_2	rom_HELLENIC_military_main_heavy_SELEUCID_3
rom_HELLENIC_military_main_heavy_SELEUCID_3	rom_HELLENIC_military_main_heavy_SELEUCID_4
rom_HELLENIC_military_main_stables_SELEUCID_2	rom_HELLENIC_military_main_stables_SELEUCID_3
rom_HELLENIC_military_main_stables_SELEUCID_3	rom_HELLENIC_military_main_stables_SELEUCID_4
rom_HELLENIC_outskirts_1	rom_HELLENIC_outskirts_industry_2
rom_HELLENIC_outskirts_1	rom_HELLENIC_outskirts_pottery_2
rom_HELLENIC_outskirts_industry_2	rom_HELLENIC_outskirts_industry_3
rom_HELLENIC_outskirts_industry_3	rom_HELLENIC_outskirts_industry_4
rom_HELLENIC_outskirts_minor_1	rom_HELLENIC_outskirts_minor_cattle_2
rom_HELLENIC_outskirts_minor_1	rom_HELLENIC_outskirts_minor_grain_2
rom_HELLENIC_outskirts_minor_MACEDON_1	rom_HELLENIC_outskirts_minor_grain_MACEDON_2
rom_HELLENIC_outskirts_minor_MACEDON_1	rom_HELLENIC_outskirts_minor_horses_MACEDON_2
rom_HELLENIC_outskirts_minor_cattle_2	rom_HELLENIC_outskirts_minor_cattle_3
rom_HELLENIC_outskirts_minor_cattle_3	rom_HELLENIC_outskirts_minor_cattle_4
rom_HELLENIC_outskirts_minor_grain_2	rom_HELLENIC_outskirts_minor_grain_3
rom_HELLENIC_outskirts_minor_grain_3	rom_HELLENIC_outskirts_minor_grain_4
rom_HELLENIC_outskirts_minor_grain_MACEDON_2	rom_HELLENIC_outskirts_minor_grain_MACEDON_3
rom_HELLENIC_outskirts_minor_grain_MACEDON_3	rom_HELLENIC_outskirts_minor_grain_MACEDON_4
rom_HELLENIC_outskirts_minor_horses_MACEDON_2	rom_HELLENIC_outskirts_minor_horses_MACEDON_3
rom_HELLENIC_outskirts_minor_horses_MACEDON_3	rom_HELLENIC_outskirts_minor_horses_MACEDON_4
rom_HELLENIC_outskirts_pottery_2	rom_HELLENIC_outskirts_pottery_3
rom_HELLENIC_outskirts_pottery_3	rom_HELLENIC_outskirts_pottery_4
rom_HELLENIC_port_1	rom_HELLENIC_port_food_2
rom_HELLENIC_port_1	rom_HELLENIC_port_large_military_2
rom_HELLENIC_port_1	rom_HELLENIC_port_small_military_2
rom_HELLENIC_port_1	rom_HELLENIC_port_trade_2
rom_HELLENIC_port_food_2	rom_HELLENIC_port_food_3
rom_HELLENIC_port_food_3	rom_HELLENIC_port_food_4
rom_HELLENIC_port_large_military_2	rom_HELLENIC_port_large_military_3
rom_HELLENIC_port_large_military_3	rom_HELLENIC_port_large_military_4
rom_HELLENIC_port_minor_1	rom_HELLENIC_port_minor_food_2
rom_HELLENIC_port_minor_1	rom_HELLENIC_port_minor_small_military_2
rom_HELLENIC_port_minor_1	rom_HELLENIC_port_minor_trade_2
rom_HELLENIC_port_minor_food_2	rom_HELLENIC_port_minor_food_3
rom_HELLENIC_port_minor_small_military_2	rom_HELLENIC_port_minor_small_military_3
rom_HELLENIC_port_minor_trade_2	rom_HELLENIC_port_minor_trade_3
rom_HELLENIC_port_small_military_2	rom_HELLENIC_port_small_military_3
rom_HELLENIC_port_small_military_3	rom_HELLENIC_port_small_military_4
rom_HELLENIC_port_trade_2	rom_HELLENIC_port_trade_3
rom_HELLENIC_port_trade_3	rom_HELLENIC_port_trade_4
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Ares_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Athene_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Hephaistos_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Hermes_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Nymphs_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Poseidon_2
rom_HELLENIC_temple_1	rom_HELLENIC_temple_Zeus_2
rom_HELLENIC_temple_Ares_2	rom_HELLENIC_temple_Ares_3
rom_HELLENIC_temple_Ares_3	rom_HELLENIC_temple_Ares_4
rom_HELLENIC_temple_Athene_2	rom_HELLENIC_temple_Athene_3
rom_HELLENIC_temple_Athene_3	rom_HELLENIC_temple_Athene_4
rom_HELLENIC_temple_Athene_4	rom_HELLENIC_temple_Acropolis_5
rom_HELLENIC_temple_Hephaistos_2	rom_HELLENIC_temple_Hephaistos_3
rom_HELLENIC_temple_Hephaistos_3	rom_HELLENIC_temple_Hephaistos_4
rom_HELLENIC_temple_Hermes_2	rom_HELLENIC_temple_Hermes_3
rom_HELLENIC_temple_Hermes_3	rom_HELLENIC_temple_Hermes_4
rom_HELLENIC_temple_Nymphs_2	rom_HELLENIC_temple_Nymphs_3
rom_HELLENIC_temple_Nymphs_3	rom_HELLENIC_temple_Nymphs_4
rom_HELLENIC_temple_Nymphs_4	rom_HELLENIC_temple_paradise_of_daphne_5
rom_HELLENIC_temple_Poseidon_2	rom_HELLENIC_temple_Poseidon_3
