trait_level	effect	effect_scope	value
r2_sp_trait_ch_roman_rank_3_1	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
r2_sp_trait_ch_roman_rank_3	rom_building_tax_level	this_character_local_province	9.0000
r2_sp_trait_ch_roman_rank_3	rom_character_gravitas_per_turn_mod	this_agent	3.0000
r2_sp_trait_ch_roman_rank_3	rom_character_political_party_loyalty	this_agent	6.0000
r2_sp_trait_ch_roman_rank_3	rom_force_campaign_mod_upkeep_land	this_general_army	-6.0000
r2_sp_trait_ch_roman_rank_4	rom_building_tax_level	this_character_local_province	12.0000
r2_sp_trait_ch_roman_rank_4	rom_character_gravitas_per_turn_mod	this_agent	4.0000
r2_sp_trait_ch_roman_rank_4	rom_character_political_party_loyalty	this_agent	8.0000
r2_sp_trait_ch_roman_rank_4	rom_force_campaign_mod_upkeep_land	this_general_army	-8.0000
r2_sp_trait_ch_roman_rank_5	rom_building_tax_level	this_character_local_province	15.0000
r2_sp_trait_ch_roman_rank_5	rom_character_gravitas_per_turn_mod	this_agent	5.0000
r2_sp_trait_ch_roman_rank_5	rom_character_political_party_loyalty	this_agent	10.0000
r2_sp_trait_ch_roman_rank_5	rom_force_campaign_mod_upkeep_land	this_general_army	-10.0000
r2_sp_trait_ch_roman_rank_6	rom_building_tax_level	this_character_local_province	18.0000
r2_sp_trait_ch_roman_rank_6	rom_character_gravitas_per_turn_mod	this_agent	6.0000
r2_sp_trait_ch_roman_rank_6	rom_character_political_party_loyalty	this_agent	12.0000
r2_sp_trait_ch_roman_rank_6	rom_force_campaign_mod_upkeep_land	this_general_army	-12.0000
r2_sp_trait_ch_roman_rank_7	rom_building_tax_level	this_character_local_province	21.0000
r2_sp_trait_ch_roman_rank_7	rom_character_faction_leader_global_public_order	in_all_your_provinces	3.0000
r2_sp_trait_ch_roman_rank_7	rom_character_gravitas_per_turn_mod	this_agent	7.0000
r2_sp_trait_ch_roman_rank_7	rom_character_political_party_loyalty	this_agent	14.0000
r2_sp_trait_ch_roman_rank_7	rom_character_power_to_ruling_party_per_turn	this_character_faction	3.0000
r2_sp_trait_ch_roman_rank_7	rom_force_campaign_mod_upkeep_land	this_general_army	-14.0000
r2_sp_trait_civilised_agent_zeal_1	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_civilised_agent_zeal_2	rom_agent_attribute_zeal_mod	this_agent	4.0000
r2_sp_trait_civilised_agent_zeal_3	rom_agent_attribute_zeal_mod	this_agent	6.0000
r2_sp_trait_civilised_blood_feud_1	rom_general_attribute_mod_zeal	this_general	3.0000
r2_sp_trait_civilised_disciplinarian_bad_1	rom_force_unit_mod_morale_foreign_territory	this_general	-5.0000
r2_sp_trait_civilised_disciplinarian_bad_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_civilised_disciplinarian_bad_2	rom_force_unit_mod_morale_foreign_territory	this_general	-10.0000
r2_sp_trait_civilised_disciplinarian_bad_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_civilised_disciplinarian_bad_3	rom_force_unit_mod_morale_foreign_territory	this_general	-15.0000
r2_sp_trait_civilised_disciplinarian_bad_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_civilised_high_casualties_1	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-5.0000
r2_sp_trait_civilised_high_casualties_1	rom_force_unit_mod_morale	this_general_force	-2.0000
r2_sp_trait_civilised_high_casualties_1	rom_general_force_mod_slave_capture	this_general_force	-5.0000
r2_sp_trait_civilised_high_casualties_2	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-10.0000
r2_sp_trait_civilised_high_casualties_2	rom_force_unit_mod_morale	this_general_force	-5.0000
r2_sp_trait_civilised_high_casualties_2	rom_general_force_mod_slave_capture	this_general_force	-10.0000
r2_sp_trait_civilised_high_casualties_3	rom_force_enemy_unit_mod_morale	this_general_enemy_force_regionwide	-15.0000
r2_sp_trait_civilised_high_casualties_3	rom_force_unit_mod_morale	this_general_force	-10.0000
r2_sp_trait_civilised_high_casualties_3	rom_general_force_mod_slave_capture	this_general_force	-20.0000
r2_sp_trait_civilised_personal_cowardice_1	rom_general_attribute_mod_zeal	this_general	-1.0000
r2_sp_trait_civilised_personal_cowardice_2	rom_general_attribute_mod_zeal	this_general	-2.0000
r2_sp_trait_civilised_personal_cowardice_3	rom_general_attribute_mod_zeal	this_general	-4.0000
r2_sp_trait_civilised_politician_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_sp_trait_civilised_politician_2	rom_character_gravitas_per_turn_mod	this_agent	2.0000
r2_sp_trait_civilised_politician_3	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_civilised_politician_3	rom_character_gravitas_per_turn_mod	this_agent	2.0000
r2_sp_trait_civilised_sweary_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilised_sweary_1	rom_force_unit_mod_morale_attacking	this_general_force	5.0000
r2_sp_trait_civilised_sweary_2	rom_force_unit_mod_morale_attacking	this_general_force	5.0000
r2_sp_trait_civilised_sweary_3	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilised_sweary_3	rom_force_unit_mod_morale_attacking	this_general_force	10.0000
r2_sp_trait_civilized_adulterer_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_adulterer_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_civilized_adulterer_2	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_adulterer_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_civilized_adulterer_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_civilized_adulterer_3	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_adulterer_3	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_civilized_adulterer_3	rom_character_gravitas_per_turn_mod	this_agent	-1.0000
r2_sp_trait_civilized_adulterer_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_civilized_arse_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_arse_1	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_civilized_arse_2	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_civilized_arse_2	rom_fertility_mod	this_agent	-20.0000
r2_sp_trait_civilized_arse_3	rom_agent_attribute_authority_mod	this_agent	-3.0000
r2_sp_trait_civilized_arse_3	rom_fertility_mod	this_agent	-30.0000
r2_sp_trait_civilized_atheist_1	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	-1.0000
r2_sp_trait_civilized_atheist_2	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_atheist_2	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	-2.0000
r2_sp_trait_civilized_atheist_3	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_civilized_atheist_3	rom_province_initiative_festival_base_happiness_religion	this_character_local_province	-3.0000
r2_sp_trait_civilized_drink_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_civilized_drink_2	rom_force_unit_mod_morale	this_general_force	4.0000
r2_sp_trait_civilized_drink_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_civilized_drink_2	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	4.0000
r2_sp_trait_civilized_drink_3	rom_force_unit_mod_morale	this_general_force	6.0000
r2_sp_trait_civilized_drink_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_civilized_drink_3	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	8.0000
r2_sp_trait_civilized_girls_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_civilized_girls_1	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	2.0000
r2_sp_trait_civilized_girls_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_civilized_girls_2	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	4.0000
r2_sp_trait_civilized_girls_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_civilized_girls_3	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	8.0000
r2_sp_trait_civilized_murderer_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_civilized_murderer_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_civilized_persecutor_1	rom_character_province_public_order	this_character_local_province	4.0000
r2_sp_trait_civilized_persecutor_1	rom_province_initiative_non_barbarian_taxes_mod_taxrate	this_character_local_province	5.0000
r2_sp_trait_civilized_religious_1	rom_agent_action_passive_culture_spread	this_agent	1.0000
r2_sp_trait_civilized_religious_1	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	2.0000
r2_sp_trait_civilized_religious_2	rom_agent_action_passive_culture_spread	this_agent	2.0000
r2_sp_trait_civilized_religious_2	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	4.0000
r2_sp_trait_civilized_religious_3	rom_agent_action_passive_culture_spread	this_agent	3.0000
r2_sp_trait_civilized_religious_3	rom_province_initiative_festival_mod_happiness_religion	this_character_local_province	8.0000
r2_sp_trait_civilized_sober_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_civilized_sober_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_civilized_sober_2	rom_force_unit_mod_morale	this_general_force	-6.0000
r2_sp_trait_civilized_sober_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_civilized_sober_3	rom_force_unit_mod_morale	this_general_force	-9.0000
r2_sp_trait_civilized_xenophile_1	rom_building_trade_tariffs_all	this_character_faction	2.0000
r2_sp_trait_civilized_xenophile_2	rom_building_trade_tariffs_all	this_character_faction	4.0000
r2_sp_trait_civilized_xenophile_3	rom_building_trade_tariffs_all	this_character_faction	6.0000
r2_sp_trait_civilized_xenophobe_1	rom_building_trade_tariffs_all	this_character_faction	-2.0000
r2_sp_trait_civilized_xenophobe_2	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_civilized_xenophobe_2	rom_building_trade_tariffs_all	this_character_faction	-4.0000
r2_sp_trait_civilized_xenophobe_3	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_civilized_xenophobe_3	rom_building_trade_tariffs_all	this_character_faction	-6.0000
r2_sp_trait_eastern_leader_great_king_1	rom_character_faction_leader_global_gdp_mod_all	in_all_your_regions	5.0000
r2_sp_trait_eastern_leader_great_king_1	rom_character_faction_leader_global_morale_mod	in_all_your_forces	5.0000
r2_sp_trait_female_agriculture_1	rom_building_gdp_mod_agriculture_all	in_all_your_regions	10.0000
r2_sp_trait_female_all_agent_army_show_force_1	rom_agent_skill_action_mod_champion_subvert_show_of_force_charge	this_agent	-5.0000
r2_sp_trait_female_all_agent_army_show_force_1	rom_agent_skill_action_mod_champion_subvert_show_of_force_morale	this_agent	-5.0000
r2_sp_trait_female_all_agent_army_show_force_2	rom_agent_skill_action_mod_champion_subvert_show_of_force_charge	this_agent	-10.0000
r2_sp_trait_female_all_agent_army_show_force_2	rom_agent_skill_action_mod_champion_subvert_show_of_force_morale	this_agent	-10.0000
r2_sp_trait_female_all_agent_army_show_force_3	rom_agent_skill_action_mod_champion_subvert_show_of_force_charge	this_agent	-15.0000
r2_sp_trait_female_all_agent_army_show_force_3	rom_agent_skill_action_mod_champion_subvert_show_of_force_morale	this_agent	-15.0000
r2_sp_trait_female_all_agent_corrupt_1	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-2.0000
r2_sp_trait_female_all_agent_corrupt_2	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-4.0000
r2_sp_trait_female_all_agent_corrupt_3	rom_agent_action_deployed_province_admin_cost	this_character_local_province	-6.0000
r2_sp_trait_female_all_agent_corrupt_3	rom_character_province_public_order	this_character_local_province	-1.0000
r2_sp_trait_female_all_agent_friendly_counterspy_1	rom_agent_skill_action_mod_spy_own_province_counter_intelligence	this_character_local_province	5.0000
r2_sp_trait_female_all_agent_friendly_counterspy_2	rom_agent_skill_action_mod_spy_own_province_counter_intelligence	this_character_local_province	10.0000
r2_sp_trait_female_all_agent_friendly_counterspy_3	rom_agent_skill_action_mod_spy_own_province_counter_intelligence	this_character_local_province	15.0000
r2_sp_trait_female_all_agent_incite_unrest_1	rom_agent_skill_action_mod_dignitary_obstruct_cultural_tension	this_agent	5.0000
r2_sp_trait_female_all_agent_incite_unrest_2	rom_agent_skill_action_mod_dignitary_obstruct_cultural_tension	this_agent	10.0000
r2_sp_trait_female_all_agent_incite_unrest_3	rom_agent_skill_action_mod_dignitary_obstruct_cultural_tension	this_agent	15.0000
r2_sp_trait_female_all_agent_kill_poison_1	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	5.0000
r2_sp_trait_female_all_agent_kill_poison_2	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	10.0000
r2_sp_trait_female_all_agent_kill_poison_3	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	15.0000
r2_sp_trait_female_all_agent_kill_single_combat_1	rom_agent_skill_action_mod_champion_assassinate_single_combat	this_agent	5.0000
r2_sp_trait_female_all_agent_kill_single_combat_2	rom_agent_skill_action_mod_champion_assassinate_single_combat	this_agent	10.0000
r2_sp_trait_female_all_agent_kill_single_combat_3	rom_agent_skill_action_mod_champion_assassinate_single_combat	this_agent	15.0000
r2_sp_trait_female_all_agent_promote_disorder_1	rom_agent_skill_action_mod_spy_sabotage_incite_unrest	this_agent	-5.0000
r2_sp_trait_female_all_agent_promote_disorder_2	rom_agent_skill_action_mod_spy_sabotage_incite_unrest	this_agent	-10.0000
r2_sp_trait_female_all_agent_promote_disorder_3	rom_agent_skill_action_mod_spy_sabotage_incite_unrest	this_agent	-15.0000
r2_sp_trait_female_all_agent_settle_rally_slaves_1	rom_agent_skill_action_mod_champion_subvert_rally_slaves	this_agent	5.0000
r2_sp_trait_female_all_agent_settle_rally_slaves_3	rom_agent_skill_action_mod_champion_subvert_rally_slaves	this_agent	15.0000
r2_sp_trait_female_all_assassin_1	rom_agent_skill_action_mod_spy_assassinate_solicit_traitor	this_agent	5.0000
r2_sp_trait_female_all_assassin_2	rom_agent_skill_action_mod_spy_assassinate_poison	this_agent	10.0000
r2_sp_trait_female_all_assassin_3	rom_agent_skill_action_mod_spy_assassinate_concealed_blade	this_agent	15.0000
r2_sp_trait_female_all_background_beautiful_1	rom_agent_action_success_chance_mod	this_agent	5.0000
r2_sp_trait_female_all_background_bright_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
r2_sp_trait_female_all_background_bright_1	rom_tech_civil_philosophy_political_action_cost_mod	this_character_faction	-5.0000
r2_sp_trait_female_all_background_command_1	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_female_all_background_command_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_sp_trait_female_all_background_slave_1	rom_building_slave_decrease_mod	this_character_local_province	10.0000
r2_sp_trait_female_all_background_slave_1	rom_character_province_public_order	this_character_local_province	2.0000
r2_sp_trait_female_all_background_spy_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_all_feck_1	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-1.0000
r2_sp_trait_female_all_feck_2	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_all_feck_2	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-2.0000
r2_sp_trait_female_all_feck_3	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_all_feck_3	rom_province_initiative_festival_mod_happiness_entertainment	this_character_local_province	-4.0000
r2_sp_trait_female_all_healthy_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_all_healthy_2	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_female_all_healthy_3	rom_agent_attribute_zeal_mod	this_agent	3.0000
r2_sp_trait_female_all_personal_survival_1	rom_agent_defence_evade_enemies_mod	this_agent	5.0000
r2_sp_trait_female_all_personal_survival_1	rom_force_unit_mod_morale_during_ambushes	this_general_army	5.0000
r2_sp_trait_female_all_personal_survival_2	rom_agent_defence_evade_enemies_mod	this_agent	10.0000
r2_sp_trait_female_all_personal_survival_2	rom_force_unit_mod_morale_during_ambushes	this_general_army	10.0000
r2_sp_trait_female_all_personal_survival_3	rom_agent_defence_evade_enemies_mod	this_agent	20.0000
r2_sp_trait_female_all_personal_survival_3	rom_force_unit_mod_morale_during_ambushes	this_general_army	15.0000
r2_sp_trait_female_all_spy_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_all_spy_2	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_female_all_spy_3	rom_agent_attribute_subterfuge_mod	this_agent	6.0000
r2_sp_trait_female_all_unhealthy_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_all_unhealthy_1	rom_fertility_mod	this_agent	-5.0000
r2_sp_trait_female_all_unhealthy_2	rom_agent_attribute_zeal_mod	this_agent	-2.0000
r2_sp_trait_female_all_unhealthy_2	rom_agent_movement_range_mod	this_general	-10.0000
r2_sp_trait_female_all_unhealthy_2	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_female_all_unhealthy_3	rom_agent_attribute_zeal_mod	this_agent	-3.0000
r2_sp_trait_female_all_unhealthy_3	rom_agent_movement_range_mod	this_general	-20.0000
r2_sp_trait_female_all_unhealthy_3	rom_fertility_mod	this_agent	-15.0000
r2_sp_trait_female_barbarian_agent_zeal_1	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_female_barbarian_agent_zeal_2	rom_agent_attribute_zeal_mod	this_agent	4.0000
r2_sp_trait_female_barbarian_agent_zeal_3	rom_agent_attribute_zeal_mod	this_agent	6.0000
r2_sp_trait_female_barbarian_blokes_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_female_barbarian_blokes_1	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	2.0000
r2_sp_trait_female_barbarian_blokes_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_female_barbarian_blokes_2	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	4.0000
r2_sp_trait_female_barbarian_blokes_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_female_barbarian_blokes_3	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	8.0000
r2_sp_trait_female_barbarian_drink_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_female_barbarian_drink_2	rom_force_unit_mod_morale	this_general_force	4.0000
r2_sp_trait_female_barbarian_drink_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_female_barbarian_drink_2	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	4.0000
r2_sp_trait_female_barbarian_drink_3	rom_force_unit_mod_morale	this_general_force	6.0000
r2_sp_trait_female_barbarian_drink_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_female_barbarian_drink_3	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	8.0000
r2_sp_trait_female_barbarian_sober_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_female_barbarian_sober_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_female_barbarian_sober_2	rom_force_unit_mod_morale	this_general_force	-6.0000
r2_sp_trait_female_barbarian_sober_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_female_barbarian_sober_3	rom_force_unit_mod_morale	this_general_force	-9.0000
r2_sp_trait_female_cavalry_1	rom_force_unit_mod_melee_attack	this_general_force	6.0000
r2_sp_trait_female_civilised_agent_zeal_1	rom_agent_attribute_zeal_mod	this_agent	2.0000
r2_sp_trait_female_civilised_agent_zeal_2	rom_agent_attribute_zeal_mod	this_agent	4.0000
r2_sp_trait_female_civilised_agent_zeal_3	rom_agent_attribute_zeal_mod	this_agent	6.0000
r2_sp_trait_female_civilized_adulterer_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_female_civilized_adulterer_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_female_civilized_adulterer_2	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_female_civilized_adulterer_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_civilized_adulterer_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_female_civilized_adulterer_3	rom_agent_attribute_authority_mod	this_agent	-3.0000
r2_sp_trait_female_civilized_adulterer_3	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_civilized_adulterer_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_female_civilized_blokes_1	rom_fertility_mod	this_agent	5.0000
r2_sp_trait_female_civilized_blokes_1	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	2.0000
r2_sp_trait_female_civilized_blokes_2	rom_fertility_mod	this_agent	10.0000
r2_sp_trait_female_civilized_blokes_2	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	4.0000
r2_sp_trait_female_civilized_blokes_3	rom_fertility_mod	this_agent	15.0000
r2_sp_trait_female_civilized_blokes_3	rom_province_initiative_festival_mod_growth_mod	this_character_local_province	8.0000
r2_sp_trait_female_civilized_drink_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_female_civilized_drink_2	rom_force_unit_mod_morale	this_general_force	4.0000
r2_sp_trait_female_civilized_drink_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_female_civilized_drink_2	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	4.0000
r2_sp_trait_female_civilized_drink_3	rom_force_unit_mod_morale	this_general_force	6.0000
r2_sp_trait_female_civilized_drink_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_female_civilized_drink_3	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	8.0000
r2_sp_trait_female_civilized_murderer_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_female_civilized_murderer_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_female_civilized_persecutor_1	rom_character_province_public_order	this_character_local_province	4.0000
r2_sp_trait_female_civilized_persecutor_1	rom_province_initiative_non_barbarian_taxes_mod_taxrate	this_character_local_province	5.0000
r2_sp_trait_female_civilized_sober_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_female_civilized_sober_2	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_female_civilized_sober_2	rom_force_unit_mod_morale	this_general_force	-6.0000
r2_sp_trait_female_civilized_sober_3	rom_agent_attribute_authority_mod	this_agent	3.0000
r2_sp_trait_female_civilized_sober_3	rom_force_unit_mod_morale	this_general_force	-9.0000
r2_sp_trait_female_daughter_1	rom_character_faction_leader_global_public_order	in_all_your_provinces	2.0000
r2_sp_trait_female_diplomat_1	3c_tech_civil_culture_diplomacy_all	this_character_faction	6.0000
r2_sp_trait_female_fleet_1	rom_general_force_mod_command_sea_attack	this_general_force	7.0000
r2_sp_trait_female_greco_roman_humors_phlegm_1	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_female_greco_roman_humors_phlegm_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_greco_roman_humors_phlegm_1	rom_fertility_mod	this_agent	-10.0000
r2_sp_trait_female_greco_roman_humors_yel_bile_1	rom_agent_attribute_authority_mod	this_agent	2.0000
r2_sp_trait_female_greco_roman_humors_yel_bile_1	rom_character_gravitas_per_turn_mod	this_agent	1.0000
r2_sp_trait_female_roman_background_gladiator_1	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_female_roman_background_gladiator_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_roman_background_gladiator_1	rom_agent_defence_wound_chance_mod	this_agent	30.0000
r2_sp_trait_female_roman_dishonest_1	rom_agent_attribute_subterfuge_mod	this_agent	1.0000
r2_sp_trait_female_roman_dishonest_2	rom_agent_attribute_authority_mod	this_agent	-1.0000
r2_sp_trait_female_roman_dishonest_2	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_roman_dishonest_3	rom_agent_attribute_authority_mod	this_agent	-2.0000
r2_sp_trait_female_roman_dishonest_3	rom_agent_attribute_subterfuge_mod	this_agent	3.0000
r2_sp_trait_female_roman_drink_1	rom_general_attribute_mod_authority	this_agent	-1.0000
r2_sp_trait_female_roman_drink_2	rom_force_unit_mod_morale	this_general_force	4.0000
r2_sp_trait_female_roman_drink_2	rom_general_attribute_mod_authority	this_agent	-2.0000
r2_sp_trait_female_roman_drink_2	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	4.0000
r2_sp_trait_female_roman_drink_3	rom_force_unit_mod_morale	this_general_force	6.0000
r2_sp_trait_female_roman_drink_3	rom_general_attribute_mod_authority	this_agent	-3.0000
r2_sp_trait_female_roman_drink_3	rom_province_initiative_festival_mod_happiness_entertainment	this_general_local_province	8.0000
r2_sp_trait_female_roman_games_obsessive_1	rom_province_initiative_festival_base_happiness_entertainment	this_character_local_province	2.0000
r2_sp_trait_female_roman_games_obsessive_2	rom_building_tax_level	this_character_local_province	-10.0000
r2_sp_trait_female_roman_games_obsessive_2	rom_province_initiative_festival_base_happiness_entertainment	this_character_local_province	4.0000
r2_sp_trait_female_roman_games_obsessive_3	rom_building_tax_level	this_character_local_province	-15.0000
r2_sp_trait_female_roman_games_obsessive_3	rom_province_initiative_festival_base_happiness_entertainment	this_character_local_province	8.0000
r2_sp_trait_female_roman_good_roman_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_roman_good_roman_1	rom_building_culture_conversion_latin	this_agent	1.0000
r2_sp_trait_female_roman_good_roman_2	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_female_roman_good_roman_2	rom_building_culture_conversion_latin	this_agent	2.0000
r2_sp_trait_female_roman_good_roman_3	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_female_roman_good_roman_3	rom_building_culture_conversion_latin	this_agent	3.0000
r2_sp_trait_female_roman_races_obsessive_1	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_roman_races_obsessive_1	rom_province_initiative_festival_mod_gdp_entertainment_mod	this_character_local_province	5.0000
r2_sp_trait_female_roman_races_obsessive_2	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_roman_races_obsessive_2	rom_province_initiative_festival_mod_gdp_entertainment_mod	this_character_local_province	10.0000
r2_sp_trait_female_roman_races_obsessive_3	rom_agent_attribute_zeal_mod	this_agent	1.0000
r2_sp_trait_female_roman_races_obsessive_3	rom_province_initiative_festival_mod_gdp_entertainment_mod	this_character_local_province	20.0000
r2_sp_trait_female_roman_unroman_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	-1.0000
r2_sp_trait_female_roman_unroman_2	rom_character_power_to_ruling_party_per_turn	this_character_faction	-2.0000
r2_sp_trait_female_roman_unroman_3	rom_character_power_to_ruling_party_per_turn	this_character_faction	-3.0000
r2_sp_trait_female_roman_virtues_dignity_1	rom_agent_attribute_authority_mod	this_agent	1.0000
r2_sp_trait_female_roman_virtues_dutifulness_1	rom_character_power_to_ruling_party_per_turn	this_character_faction	1.0000
r2_sp_trait_female_roman_virtues_forethought_1	rom_agent_attribute_subterfuge_mod	this_agent	2.0000
r2_sp_trait_female_roman_virtues_forethought_1	rom_agent_attribute_zeal_mod	this_agent	-1.0000
