building_level_key	technology_key
rom_HELLENIC_city_major_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_major_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_major_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_major_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_major_4	rom_greek_engineering_construction_city_planning
rom_HELLENIC_city_major_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_fish_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_fish_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_fish_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_fish_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_fish_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_fish_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_fish_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_fish_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_fish_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_fish_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_glass_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_glass_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_glass_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_glass_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_glass_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_glass_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_glass_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_glass_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_glass_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_glass_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_gold_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_gold_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_gold_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_gold_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_gold_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_gold_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_gold_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_gold_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_gold_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_gold_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_grain_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_grain_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_grain_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_grain_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_grain_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_grain_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_grain_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_grain_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_grain_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_grain_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_hides_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_hides_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_hides_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_hides_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_hides_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_hides_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_hides_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_hides_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_hides_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_hides_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_iron_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_iron_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_iron_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_iron_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_iron_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_iron_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_iron_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_iron_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_iron_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_iron_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_limestone_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_limestone_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_limestone_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_limestone_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_limestone_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_limestone_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_limestone_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_limestone_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_limestone_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_limestone_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_marble_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_marble_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_marble_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_marble_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_marble_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_marble_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_marble_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_marble_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_marble_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_marble_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_olives_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_olives_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_olives_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_olives_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_olives_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_olives_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_olives_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_olives_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_olives_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_olives_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_purple_dye_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_purple_dye_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_purple_dye_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_purple_dye_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_purple_dye_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_purple_dye_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_purple_dye_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_purple_dye_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_purple_dye_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_purple_dye_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_silk_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_silk_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_silk_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_silk_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_silk_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_silk_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_silk_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_silk_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_silk_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_silk_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_silver_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_silver_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_silver_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_silver_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_silver_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_silver_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_silver_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_silver_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_silver_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_silver_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_timber_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_timber_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_timber_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_timber_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_timber_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_timber_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_timber_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_timber_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_timber_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_timber_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_township_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_township_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_township_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_township_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_township_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_township_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_township_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_township_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_township_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_township_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_city_minor_wine_3	pun_carthage_civil_improvements_formal_government
rom_HELLENIC_city_minor_wine_3	rom_carthage_engineering_construction_advanced_construction_techniques
rom_HELLENIC_city_minor_wine_3	rom_egypt_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_wine_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_city_minor_wine_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_city_minor_wine_4	pun_carthage_civil_improvements_concrete
rom_HELLENIC_city_minor_wine_4	rom_carthage_engineering_construction_concrete
rom_HELLENIC_city_minor_wine_4	rom_egypt_engineering_construction_improved_fortifications
rom_HELLENIC_city_minor_wine_4	rom_greek_engineering_construction_temple_design
rom_HELLENIC_city_minor_wine_4	rom_pontus_civil_construction_city_planning
rom_HELLENIC_military_buff_1	rom_carthage_military_tactics_rites_of_melqart
rom_HELLENIC_military_buff_1	rom_egypt_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_1	rom_greek_military_tactics_tactical_drills
rom_HELLENIC_military_buff_1	rom_pontus_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_aux_2	rom_baktria_military_tactics_gymnasia
rom_HELLENIC_military_buff_aux_2	rom_carthage_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_aux_2	rom_egypt_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_aux_2	rom_greek_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_aux_2	rom_pontus_military_tactics_gymnasia
rom_HELLENIC_military_buff_aux_2	rom_seleucid_military_tactics_gymnasia
rom_HELLENIC_military_buff_aux_3	rom_baktria_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_aux_3	rom_carthage_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_aux_3	rom_egypt_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_aux_3	rom_greek_military_tactics_tactical_flexability
rom_HELLENIC_military_buff_aux_3	rom_pontus_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_aux_3	rom_seleucid_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_aux_4	rom_baktria_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_buff_aux_4	rom_carthage_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_aux_4	rom_egypt_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_aux_4	rom_greek_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_aux_4	rom_pontus_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_aux_4	rom_seleucid_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_buff_cav_2	rom_baktria_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_cav_2	rom_carthage_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_cav_2	rom_egypt_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_cav_2	rom_greek_military_tactics_tactical_flexability
rom_HELLENIC_military_buff_cav_2	rom_pontus_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_cav_2	rom_seleucid_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_cav_3	rom_baktria_military_tactics_kataphractoi
rom_HELLENIC_military_buff_cav_3	rom_carthage_military_tactics_tactical_drills
rom_HELLENIC_military_buff_cav_3	rom_egypt_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_cav_3	rom_greek_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_cav_3	rom_pontus_military_tactics_tactical_drills
rom_HELLENIC_military_buff_cav_3	rom_seleucid_military_tactics_kataphractoi
rom_HELLENIC_military_buff_cav_4	rom_baktria_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_buff_cav_4	rom_carthage_military_tactics_advanced_elephant_handling
rom_HELLENIC_military_buff_cav_4	rom_egypt_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_buff_cav_4	rom_greek_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_buff_cav_4	rom_pontus_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_buff_cav_4	rom_seleucid_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_buff_inf_attack_2	rom_baktria_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_attack_2	rom_carthage_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_attack_2	rom_egypt_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_attack_2	rom_greek_military_tactics_votive_games
rom_HELLENIC_military_buff_inf_attack_2	rom_pontus_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_attack_2	rom_seleucid_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_attack_3	rom_baktria_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_attack_3	rom_carthage_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_inf_attack_3	rom_egypt_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_inf_attack_3	rom_greek_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_attack_3	rom_pontus_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_inf_attack_3	rom_seleucid_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_attack_4	rom_baktria_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_buff_inf_attack_4	rom_carthage_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_attack_4	rom_egypt_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_attack_4	rom_greek_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_attack_4	rom_pontus_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_attack_4	rom_seleucid_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_2	rom_baktria_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_defence_2	rom_carthage_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_inf_defence_2	rom_egypt_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_defence_2	rom_greek_military_tactics_votive_games
rom_HELLENIC_military_buff_inf_defence_2	rom_pontus_military_tactics_weapon_proficiency
rom_HELLENIC_military_buff_inf_defence_2	rom_seleucid_military_tactics_gymnasia
rom_HELLENIC_military_buff_inf_defence_3	rom_baktria_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_defence_3	rom_carthage_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_inf_defence_3	rom_egypt_military_tactics_tactical_drills
rom_HELLENIC_military_buff_inf_defence_3	rom_greek_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_defence_3	rom_pontus_military_tactics_tactical_flexibility
rom_HELLENIC_military_buff_inf_defence_3	rom_seleucid_military_tactics_physical_conditioning
rom_HELLENIC_military_buff_inf_defence_4	rom_baktria_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_4	rom_carthage_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_4	rom_egypt_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_4	rom_greek_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_4	rom_pontus_military_tactics_strategic_manoeuvres
rom_HELLENIC_military_buff_inf_defence_4	rom_seleucid_military_tactics_stategic_manoeuvres
rom_HELLENIC_military_equipment_1	rom_carthage_engineering_top_engineering
rom_HELLENIC_military_equipment_1	rom_egypt_engineering_top_engineering
rom_HELLENIC_military_equipment_1	rom_greek_engineering_top_engineering
rom_HELLENIC_military_equipment_1	rom_pontus_military_siege_engineering
rom_HELLENIC_military_equipment_armour_2	rom_carthage_engineering_siege_improved_defensive_artillery
rom_HELLENIC_military_equipment_armour_2	rom_egypt_engineering_siege_central_grain_warehouse
rom_HELLENIC_military_equipment_armour_2	rom_greek_engineering_siege_central_grain_warehouse
rom_HELLENIC_military_equipment_armour_2	rom_pontus_military_siege_central_grain_warehouse
rom_HELLENIC_military_equipment_armour_3	rom_carthage_engineering_siege_central_grain_warehouse
rom_HELLENIC_military_equipment_armour_3	rom_egypt_engineering_siege_emergency_siege_measures
rom_HELLENIC_military_equipment_armour_3	rom_greek_engineering_siege_armoured_siege_engineers
rom_HELLENIC_military_equipment_armour_3	rom_pontus_military_siege_armoured_siege_engineers
rom_HELLENIC_military_equipment_siege_2	rom_carthage_engineering_siege_siege_tower
rom_HELLENIC_military_equipment_siege_2	rom_egypt_engineering_siege_siege_tower
rom_HELLENIC_military_equipment_siege_2	rom_greek_engineering_siege_battering_ram
rom_HELLENIC_military_equipment_siege_2	rom_pontus_military_siege_battering_ram
rom_HELLENIC_military_equipment_siege_3	rom_carthage_engineering_siege_onager
rom_HELLENIC_military_equipment_siege_3	rom_egypt_engineering_siege_onager
rom_HELLENIC_military_equipment_siege_3	rom_greek_engineering_siege_onager
rom_HELLENIC_military_equipment_siege_3	rom_pontus_military_siege_torsion_techniques
rom_HELLENIC_military_equipment_siege_3	rom_syracuse_engineering_siege_torsion_power
rom_HELLENIC_military_equipment_weapon_2	rom_carthage_engineering_siege_battering_ram
rom_HELLENIC_military_equipment_weapon_2	rom_egypt_engineering_siege_battering_ram
rom_HELLENIC_military_equipment_weapon_2	rom_greek_engineering_siege_siege_tower
rom_HELLENIC_military_equipment_weapon_2	rom_pontus_military_siege_siege_tower
rom_HELLENIC_military_equipment_weapon_3	rom_carthage_engineering_siege_elephant_ram
rom_HELLENIC_military_equipment_weapon_3	rom_egypt_engineering_siege_armoured_siege_engineers
rom_HELLENIC_military_equipment_weapon_3	rom_greek_engineering_siege_helepolis
rom_HELLENIC_military_equipment_weapon_3	rom_pontus_military_siege_helepolis
rom_HELLENIC_military_main_aux_2	rom_baktria_military_management_organised_supply
rom_HELLENIC_military_main_aux_2	rom_egypt_military_management_ways_of_horus
rom_HELLENIC_military_main_aux_2	rom_greek_military_top_logistics
rom_HELLENIC_military_main_aux_2	rom_pontus_military_management_organised_supply
rom_HELLENIC_military_main_aux_2	rom_seleucid_military_management_organised_supply
rom_HELLENIC_military_main_aux_3	rom_baktria_military_management_advanced_chariot_training
rom_HELLENIC_military_main_aux_3	rom_egypt_military_management_cultural_assimilation
rom_HELLENIC_military_main_aux_3	rom_greek_military_management_military_settlement
rom_HELLENIC_military_main_aux_3	rom_pontus_military_management_mercenaries
rom_HELLENIC_military_main_aux_3	rom_seleucid_military_management_advanced_chariot_training
rom_HELLENIC_military_main_aux_4	rom_egypt_military_management_supply_reforms
rom_HELLENIC_military_main_aux_4	rom_greek_military_management_mercenaries
rom_HELLENIC_military_main_aux_4	rom_pontus_military_management_propaganda
rom_HELLENIC_military_main_aux_PUNIC_2	rom_carthage_military_top_logistics
rom_HELLENIC_military_main_aux_PUNIC_2	rom_egypt_military_management_ways_of_horus
rom_HELLENIC_military_main_aux_PUNIC_2	rom_greek_military_top_logistics
rom_HELLENIC_military_main_aux_PUNIC_2	rom_pontus_military_management_organised_supply
rom_HELLENIC_military_main_aux_PUNIC_3	rom_carthage_military_management_mercenaries
rom_HELLENIC_military_main_aux_PUNIC_3	rom_egypt_military_management_cultural_assimilation
rom_HELLENIC_military_main_aux_PUNIC_3	rom_greek_military_management_military_settlement
rom_HELLENIC_military_main_aux_PUNIC_3	rom_pontus_military_management_mercenaries
rom_HELLENIC_military_main_aux_PUNIC_4	rom_carthage_military_management_punicisation
rom_HELLENIC_military_main_aux_PUNIC_4	rom_egypt_military_management_supply_reforms
rom_HELLENIC_military_main_aux_PUNIC_4	rom_greek_military_management_mercenaries
rom_HELLENIC_military_main_aux_PUNIC_4	rom_pontus_military_management_propaganda
rom_HELLENIC_military_main_heavy_2	rom_baktria_military_management_organised_supply
rom_HELLENIC_military_main_heavy_2	rom_egypt_military_management_ways_of_horus
rom_HELLENIC_military_main_heavy_2	rom_greek_military_top_logistics
rom_HELLENIC_military_main_heavy_2	rom_pontus_military_management_organised_supply
rom_HELLENIC_military_main_heavy_2	rom_seleucid_military_management_organised_supply
rom_HELLENIC_military_main_heavy_3	rom_egypt_military_management_land_grant
rom_HELLENIC_military_main_heavy_3	rom_greek_military_management_hellenisation
rom_HELLENIC_military_main_heavy_3	rom_pontus_military_management_military_settlement
rom_HELLENIC_military_main_heavy_4	rom_baktria_military_management_elephant_trading
rom_HELLENIC_military_main_heavy_4	rom_egypt_military_management_professional_soldiery
rom_HELLENIC_military_main_heavy_4	rom_greek_military_management_remuneration_reforms
rom_HELLENIC_military_main_heavy_4	rom_pontus_military_management_remuneration_reforms
rom_HELLENIC_military_main_heavy_4	rom_seleucid_military_management_elephant_trading
rom_HELLENIC_military_main_heavy_PUNIC_2	rom_carthage_military_top_logistics
rom_HELLENIC_military_main_heavy_PUNIC_2	rom_egypt_military_management_ways_of_horus
rom_HELLENIC_military_main_heavy_PUNIC_2	rom_greek_military_management_organised_supply
rom_HELLENIC_military_main_heavy_PUNIC_2	rom_pontus_military_management_organised_supply
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_carthage_military_management_sidonian_rights
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_egypt_military_management_land_grant
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_greek_military_management_hellenisation
rom_HELLENIC_military_main_heavy_PUNIC_3	rom_pontus_military_management_military_settlement
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_baktria_military_management_elephant_trading
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_carthage_military_management_propaganda
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_egypt_military_management_professional_soldiery
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_greek_military_management_remuneration_reforms
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_pontus_military_management_remuneration_reforms
rom_HELLENIC_military_main_heavy_PUNIC_4	rom_seleucid_military_management_elephant_trading
rom_HELLENIC_military_main_heavy_SELEUCID_2	rom_baktria_military_management_logistics
rom_HELLENIC_military_main_heavy_SELEUCID_2	rom_seleucid_military_management_logistics
rom_HELLENIC_military_main_heavy_SELEUCID_3	rom_greek_military_management_hellenisation
rom_HELLENIC_military_main_heavy_SELEUCID_4	rom_baktria_military_management_elephant_trading
rom_HELLENIC_military_main_heavy_SELEUCID_4	rom_seleucid_military_management_elephant_trading
rom_HELLENIC_military_main_stables_SELEUCID_2	rom_baktria_military_tactics_tactical_flexibility
rom_HELLENIC_military_main_stables_SELEUCID_2	rom_seleucid_military_tactics_tactical_flexibility
rom_HELLENIC_military_main_stables_SELEUCID_3	rom_baktria_military_tactics_kataphractoi
rom_HELLENIC_military_main_stables_SELEUCID_3	rom_seleucid_military_tactics_kataphractoi
rom_HELLENIC_military_main_stables_SELEUCID_4	rom_baktria_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_military_main_stables_SELEUCID_4	rom_seleucid_military_tactics_advanced_cavalry_tactics
rom_HELLENIC_outskirts_industry_3	rom_carthage_engineering_construction_improved_port_construction
rom_HELLENIC_outskirts_industry_3	rom_egypt_engineering_construction_border_forts
rom_HELLENIC_outskirts_industry_3	rom_greek_engineering_construction_architectural_advances
rom_HELLENIC_outskirts_industry_3	rom_pontus_civil_construction_architectural_advances
rom_HELLENIC_outskirts_industry_4	pun_carthage_civil_improvements_monumental_architecture
rom_HELLENIC_outskirts_industry_4	rom_carthage_engineering_construction_monumental_architecture
rom_HELLENIC_outskirts_industry_4	rom_egypt_engineering_construction_monumental_architecture
rom_HELLENIC_outskirts_industry_4	rom_greek_engineering_construction_monumental_architecture
rom_HELLENIC_outskirts_industry_4	rom_pontus_civil_construction_monumental_architecture
rom_HELLENIC_outskirts_industry_4	rom_syracuse_engineering_construction_golden_age
rom_HELLENIC_outskirts_minor_cattle_3	pun_carthage_civil_top_land_management
rom_HELLENIC_outskirts_minor_cattle_3	rom_baktria_civil_top_social_organisation
rom_HELLENIC_outskirts_minor_cattle_3	rom_carthage_civil_top_land_management
rom_HELLENIC_outskirts_minor_cattle_3	rom_egypt_civil_agriculture_double_cropping
rom_HELLENIC_outskirts_minor_cattle_3	rom_greek_civil_agriculture_land_reclamation
rom_HELLENIC_outskirts_minor_cattle_3	rom_pontus_civil_economy_land_management
rom_HELLENIC_outskirts_minor_cattle_3	rom_seleucid_civil_top_social_organisation
